Feature,26016,31103,33609,33871,34093,37101,37102
燃油标号,92号,92号,-,-,-,92号,92号
燃料形式,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力
温度分区控制,○,●,●,●,-,-,●
流媒体车内后视镜,-,-,-,-,-,-,-
油箱容积(L),39,39,-,-,-,39,39
气缸数(个),4,4,-,-,-,4,4
气缸排列形式,L,L,-,-,-,L,L
每缸气门数(个),4,4,-,-,-,4,4
最高车速(km/h),185,185,150,150,150,185,185
最小离地间隙(mm),-,-,-,-,-,-,-
最大马力(Ps),154,154,218,218,218,154,154
最大扭矩转速(rpm),1750-3500,1750-3500,-,-,-,1750-3500,1750-3500
最大扭矩(N·m)_y,240,240,310,310,310,240,240
最大扭矩(N·m)_x,-,440,310,310,310,440,440
最大功率转速(rpm),5200,5200,-,-,-,5200,5200
最大功率(kW)_y,113,113,160,160,160,113,113
最大功率(kW)_x,-,223,160,160,160,223,223
无钥匙进入系统,●,●,●,●,●,-,-
无钥匙启动系统,●,●,●,●,●,-,-
方向盘调节,上下调节(选装前后调节),上下调节,上下+前后调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,○,-,●,-,-,-,-
方向盘电动调节,○,-,●,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
整车质保,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里
整备质量(kg),-,-,-,-,-,-,-
整体主动转向系统,-,-,-,-,-,-,-
排量(mL),1497,1497,-,-,-,1497,1497
挡位个数,6,6,1,1,1,6,6
扬声器品牌,-,-,-,-,-,-,-
扬声器个数,6-7喇叭(选装10-11喇叭 + ≥12喇叭),6-7喇叭,10-11喇叭,10-11喇叭,6-7喇叭,6-7喇叭,6-7喇叭
手机无线充电,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-,-,-
慢充时间(小时)_y,6,-,-,-,-,-,-
慢充时间(小时)_x,6,-,-,-,-,-,-
感应雨刷,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-
快充电量百分比,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-
快充时间(小时)_y,-,-,1.5,1.5,1.5,-,-
快充时间(小时)_x,-,-,1.5,1.5,1.5,-,-
座椅高低调节,●,●,●,●,●,●,●
座椅材料,仿皮(选装真皮),仿皮,真皮,仿皮,仿皮,仿皮,仿皮
座位数(个),5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-
工信部综合油耗(L/100km),1.2,1.4,-,-,-,1.4,1.4
工信部纯电续航里程(km)_y,100,80,400,400,400,80,80
工信部纯电续航里程(km)_x,100,80,400,400,400,80,80
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),1770,1770,1770,1770,1770,1770,1770
实测续航里程(km),-,-,-,-,-,-,-
实测油耗(L/100km),-,-,-,-,-,-,-
实测慢充时间(小时),-,-,-,-,-,-,-
实测快充时间(小时),-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,39.7,-,-,-,-
实测0-100km/h加速(s),-,-,7.57,-,-,-,-
定速巡航,○,●,●,●,●,●,●
官方0-100km/h加速(s),5.9,5.9,7.9,7.9,7.9,5.9,5.9
安全带未系提示,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●
外接音源接口,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽
备胎规格,无,无,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1520,1520,1520,1520,1520,1520,1520
后轮胎规格,205/55 R16,205/55 R16,205/50 R17,205/50 R17,205/50 R17,205/55 R16,205/55 R16
后视镜记忆,○,-,●,-,-,-,-
后视镜电动调节,●,●,●,●,●,-,●
后视镜电动折叠,-,●,●,●,●,-,●
后视镜加热,-,●,●,●,●,-,●
后电动机最大扭矩(N·m),-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-
后排座椅放倒方式,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,○,●,●,●,-,-,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,双离合变速箱(DCT),双离合变速箱(DCT)
变速箱,6挡双离合,6挡双离合,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,6挡双离合,6挡双离合
发动机电子防盗,●,●,-,-,-,●,●
发动机特有技术,-,-,-,-,-,-,-
发动机型号,BYD476ZQA,BYD476ZQA,-,-,-,BYD476ZQA,BYD476ZQA
发动机启停技术,-,-,-,-,-,-,-
发动机,1.5T 154马力 L4,1.5T 154马力 L4,纯电动 218马力,纯电动 218马力,纯电动 218马力,1.5T 154马力 L4,1.5T 154马力 L4
压缩比,-,-,-,-,-,-,-
厂商指导价(元),20.99万,18.59万,26.065万,25.065万,24.065万,13.29万,14.29万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●
前轮距(mm),1525,1525,1525,1525,1525,1525,1525
前轮胎规格,205/55 R16,205/55 R16,205/50 R17,205/50 R17,205/50 R17,205/55 R16,205/55 R16
前电动机最大扭矩(N·m),200,200,310,310,310,200,200
前电动机最大功率(kW),110,110,160,160,160,110,110
前桥限滑差速器/差速锁,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前○&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-
前/后排座椅加热,前○&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,-,-,-
前/后排头部气囊(气帘),前○&nbsp;/&nbsp;后○,-,前●&nbsp;/&nbsp;后●,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,○,-,●,-,-,-,-
内/外后视镜自动防眩目,-,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,-,-,-
全液晶仪表盘,○,-,●,●,●,-,-
全景摄像头,○,-,●,-,-,-,-
全景天窗,-,-,-,-,-,-,-
倒车视频影像,●,●,●,●,●,●,●
侧滑门,-,-,-,-,-,-,-
供油方式,直喷,直喷,-,-,-,直喷,直喷
主动降噪,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-
主/副驾驶座电动调节,主○&nbsp;/&nbsp;副○,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-
中控台彩色大屏尺寸,12.8英寸,12.8英寸,12.8英寸,12.8英寸,12.8英寸,12.8英寸,12.8英寸
中控台彩色大屏,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-
上市时间,2017.02,2017.07,2018.04,2018.04,2018.04,2018.11,2018.11
上坡辅助,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-
GPS导航系统,●,●,●,●,●,●,●
CD/DVD,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●
220V/230V电源,○,●,●,●,-,-,●
