Feature,21246,21247,27688
实测油耗(L/100km),-,-,-
实测100-0km/h制动(m),-,-,-
实测0-100km/h加速(s),-,-,-
官方0-100km/h加速(s),18,18,18
大灯高度可调,●,●,●
大灯清洗装置,-,-,-
大灯延时关闭,-,-,-
夜视系统,-,-,-
多功能方向盘,●,●,●
备胎规格,全尺寸,全尺寸,全尺寸
四驱形式,-,分时四驱,分时四驱
后风挡遮阳帘,-,-,-
后雨刷,●,●,●
后轮距(mm),1490,1490,1490
后轮胎规格,235/85 R16,235/85 R16,235/85 R16
后排独立空调,-,-,-
后排杯架,●,●,●
后排控制多媒体,-,-,-
后排座椅电动调节,-,-,-
后排座椅电动放倒,-,-,-
后排小桌板,-,-,-
后排安全带式气囊,-,-,-
后排侧隐私玻璃,-,-,-
后排中央安全气囊,-,-,-
后悬架类型,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架
后座出风口,-,-,-
后制动器类型,鼓式,鼓式,鼓式
可变转向比,-,-,-
可加热喷水嘴,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-
发动机特有技术,-,-,-
发动机型号,2TZ,2TZ,2TZ
发动机启停技术,●,●,●
发动机,2.4L 147马力 L4,2.4L 147马力 L4,2.4L 147马力 L4
压缩比,-,-,-
厂商指导价(元),11.99万,13.69万,16.98万
厂商,猎豹汽车,猎豹汽车,猎豹汽车
助力类型,机械液压助力,机械液压助力,机械液压助力
副驾驶位后排可调节按钮,-,-,-
前轮距(mm),1470,1470,1470
前轮胎规格,235/85 R16,235/85 R16,235/85 R16
前悬架类型,双横臂式独立悬架带横向稳定杆,双横臂式独立悬架带横向稳定杆,双横臂式独立悬架带横向稳定杆
前大灯雨雾模式,-,-,-
前制动器类型,盘式,盘式,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),-,-,-
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,-,-
全液晶仪表盘,-,-,-
倒车车侧预警系统,-,-,-
供油方式,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-
主动闭合式进气格栅,-,-,-
主动刹车/主动安全系统,-,-,-
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-
中央差速器锁止功能,-,-,-
中央差速器结构,-,待查,待查
上市时间,2014.12,2014.12,2016.09
上坡辅助,-,-,-
LED日间行车灯,-,-,-
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,-,-,-
GPS导航系统,-,●,●
ABS防抱死,●,●,●
220V/230V电源,-,-,-
