Feature,49498,49499,49500,49501,49774,50587,50588,50589,51965,51966,57307,61235,61240,61318,61527,61528,62080,62385,62386,62387,62389,62390,62400,62401,63012
长*宽*高(mm),4765*1837*1495,4765*1837*1495,4765*1837*1495,4765*1837*1495,4765*1837*1515,4765*1837*1515,4765*1837*1515,4765*1837*1515,4765*1837*1515,4765*1837*1515,4765*1837*1495,4765*1837*1495,4765*1837*1495,4765*1837*1495,4765*1837*1495,4765*1837*1495,4765*1837*1515,4765*1837*1515,4765*1837*1515,4765*1837*1515,4765*1837*1515,4765*1837*1515,4765*1837*1495,4765*1837*1515,4765*1837*1515
钥匙类型,,,,,,,,,,,,,,,,,,,,,,,,,
配气机构,DOHC,DOHC,DOHC,DOHC,-,-,-,-,-,-,DOHC,DOHC,DOHC,DOHC,DOHC,DOHC,-,-,-,-,-,-,DOHC,-,-
遥控泊车,-,-,-,●,●,●,●,●,-,-,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●
道路救援呼叫,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
道路交通标识识别,-,-,-,●,●,-,-,●,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,-
远程启动功能,,,,,,,,,-,-,,,,,,,,,,,,,,,
远光灯光源,,,,,,,,,,,,,,,,,,,,,,,,,
进气形式,自然吸气,自然吸气,自然吸气,自然吸气,-,-,-,-,-,-,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,自然吸气,-,-,-,-,-,-,自然吸气,-,-
近光灯光源,,,,,,,,,,,,,,,,,,,,,,,,,
运动风格座椅,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
运动外观套件,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
辅助驾驶系统,-,-,-,,,-,-,,-,-,-,-,-,,-,-,,-,-,-,-,,,,-
辅助驾驶等级,-,-,-,,,-,-,,-,-,-,-,-,,-,-,,-,-,-,-,,,,-
轴距(mm),2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718,2718
轮圈材质,,,,,,,,,,,,,,,,,,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,-
车道偏离预警系统,-,-,-,●,●,-,-,●,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,-
车道保持辅助系统,-,-,-,●,●,-,-,●,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,-
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,-,●,-,●,-
车载智能系统,,,,,,,,,,,,,,,,,,,,,,,,,
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载KTV,-,-,-,-,-,-,-,-,-,-,-,●,●,●,-,●,●,-,●,●,●,●,●,●,●
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,,,,-,,-,,,,,
车型名称,秦PLUS 2021款 DM-i 55KM 尊贵型,秦PLUS 2021款 DM-i 55KM 旗舰型,秦PLUS 2021款 DM-i 120KM 尊贵型,秦PLUS 2021款 DM-i 120KM 旗舰型,秦PLUS 2021款 EV 600KM 旗舰型,秦PLUS 2021款 EV 400KM 豪华型,秦PLUS 2021款 EV 500KM 豪华型,秦PLUS 2021款 EV 500KM 尊贵型,秦PLUS 2021款 EV 400KM 领畅版,秦PLUS 2021款 EV 400KM 出行版,秦PLUS 2021款 DM-i 55KM 行政版,2023款 冠军版 DM-i 120KM领先型,2023款  冠军版 DM-i 120KM超越型,2023款 冠军版 DM-i 120KM卓越型,秦PLUS 2023款 冠军版 DM-i 55KM领先型,秦PLUS 2023款 冠军版 DM-i 55KM超越型,2023款 冠军版 EV 610KM卓越型,秦PLUS 2023款 冠军版 EV 420KM领先型,秦PLUS 2023款 冠军版 EV 420KM超越型,秦PLUS 2023款 冠军版 EV 510KM领先型,秦PLUS 2023款 冠军版 EV 510KM超越型,秦PLUS 2023款 冠军版 EV 510KM卓越型,秦PLUS 2023款 DM-i 120KM领航卓越型,秦PLUS 2021款 EV 610KM领航钻石型,秦PLUS 2021款 EV 500KM 出行版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,,,-,-,,-,-,-,-,-,,-,-,,-,-,-,-,,,,-
车内化妆镜,,,,,,,,,,,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,,,,,,,,,,,,,,
负离子发生器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
语音识别控制系统,-,,,,,,,,,-,-,,,,,,,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,●,●,-,-,●,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,插电式混合动力,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,-,-,-,-,-,-,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,-,-,-,-,-,-,铝合金,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,-,-,-,-,-,-,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,-,-,-,-,-,-,铝合金,-,-
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,-
空调温度控制方式,,,,,,,,,,,,,,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,-
百公里耗电量(kWh/100km),11.7,11.7,14,14,12.9,12,12.3,12.3,12,12,11.7,14.5,14.5,14.5,11.4,11.4,12.50,11.60,11.60,11.90,11.90,11.90,14.5,12.50,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪,弗迪
电能当量燃料消耗量(L/100km),1.3,1.3,1.6,1.6,1.46,1.4,1.4,1.4,1.4,-,1.3,1.64,1.64,1.64,1.29,1.29,1.41,1.31,1.31,1.35,1.35,1.35,1.64,1.41,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池预加热,-,-,-,-,●,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),-,-,-,-,140,140,140,140,140,140,-,-,-,-,-,-,140,140,140,140,140,140,-,140,-
电池能量(kWh),8.32,8.32,18.32,18.32,71.7,47.5,57,57,47.5,47.5,8.32,18.32,18.32,18.32,8.32,8.32,72,48,48,57.6,57.6,57.6,18.32,72,-
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,六年或60万公里,六年或60万公里,三年或30万公里,非营运车三电系统终身保修(首任车主)每年不超3万公里,非营运车三电系统终身保修(首任车主)每年不超3万公里,非营运车三电系统终身保修(首任车主)每年不超3万公里,非营运车三电系统终身保修(首任车主)每年不超3万公里,非营运车三电系统终身保修(首任车主)每年不超3万公里,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,-,-,六年或60万公里
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m)_y,316,316,325,325,280,180,180,180,180,180,316,325,325,325,316,316,250,180,180,180,180,180,325,250,180
电动机总扭矩(N·m)_x,316,316,325,325,280,180,180,180,180,180,316,325,325,325,316,316,250,180,180,180,180,180,325,250,180
电动机总功率(kW)_y,132,132,145,145,135,100,100,100,100,100,132,145,145,145,132,132,150,100,100,100,100,100,145,150,100
电动机总功率(kW)_x,132,132,145,145,135,100,100,100,100,100,132,145,145,145,132,132,150,100,100,100,100,100,145,150,100
电动机总功率(Ps),-,-,-,-,184,136,136,136,136,136,-,197,197,197,180,180,204,136,136,136,136,136,197,204,136
电动机(Ps),180,180,197,197,184,136,136,136,136,136,180,197,197,197,180,180,204,136,136,136,136,136,197,204,136
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,-,-,-,-,-,-,国VI,国VI,国VI,国VI,国VI,国VI,-,-,-,-,-,-,国VI,-,-
环保标准_x,国VI,国VI,国VI,国VI,-,-,-,-,-,-,国VI,国VI,国VI,国VI,国VI,国VI,-,-,-,-,-,-,国VI,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,-,-,-,-,-,-,92号,92号,92号,92号,92号,92号,-,-,-,-,-,-,92号,-,-
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,插电式混合动力,纯电动,纯电动
热泵空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,-,●,-
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,●,●,●,●,●,●,●,-,-,-,●,●,●,-,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-,-,-,-,,,-,,,,,,,,,,,,,,-
油箱容积(L),48,48,48,48,-,-,-,-,-,-,48,48,48,48,48,48,-,-,-,-,-,-,48,-,-
气缸数(个),4,4,4,4,-,-,-,-,-,-,4,4,4,4,4,4,-,-,-,-,-,-,4,-,-
气缸排列形式,L,L,L,L,-,-,-,-,-,-,L,L,L,L,L,L,-,-,-,-,-,-,L,-,-
毫米波雷达数量,-,-,-,,,-,-,,-,-,-,-,-,,-,-,,-,-,-,-,,,,-
每缸气门数(个),4,4,4,4,-,-,-,-,-,-,4,4,4,4,4,4,-,-,-,-,-,-,4,-,-
最高车速(km/h),185,185,185,185,150,130,130,130,130,130,185,185,185,185,185,185,150,130,130,130,130,130,185,150,130
最小转弯半径(m),5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
最大马力(Ps),110,110,110,110,184,136,136,136,136,136,110,110,110,110,110,110,204,136,136,136,136,136,110,204,136
最大爬坡角度(°),16.7,16.7,16.7,16.7,16.7,14,14,14,14,14,16.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大爬坡度(%),30,30,30,30,30,25,25,25,25,25,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大满载质量(kg),1875,1875,1995,1995,2195,1955,2025,2025,1955,1955,1875,1995,1995,1995,1875,1875,2190,1961,1961,2032,2032,2032,1995,2190,2025
最大扭矩转速(rpm),4500,4500,4500,4500,-,-,-,-,-,-,4500,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m),135,135,135,135,280,180,180,180,180,180,135,135,135,135,135,135,250,180,180,180,180,180,135,250,180
最大功率转速(rpm),6000,6000,6000,6000,-,-,-,-,-,-,6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW),81,81,81,81,135,100,100,100,100,100,81,81,81,81,81,81,150,100,100,100,100,100,81,150,100
最大净功率(kW),78,78,78,78,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最低荷电状态油耗(L/100km),3.8,3.8,3.8,3.8,-,-,-,-,-,-,3.8,4.6,4.6,4.6,4.6,4.6,-,-,-,-,-,-,4.6,-,-
无钥匙进入功能,,,,,,,,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
旋转大屏,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,,,,,,,,,,,
整车质保,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,三年或10万公里,-,一年或10万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,-,-,一年或10万公里
整备质量(kg),1500,1500,1620,1620,1820,1580,1650,1650,1580,1580,1500,1620,1620,1620,1500,1500,1815,1586,1586,1657,1657,1657,1620,1815,1650
摄像头数量,,,,,,,,,,,,,,,,,,,,,,,,,
接近角(°),13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,-
排量(mL),1498,1498,1498,1498,-,-,-,-,-,-,1498,1498,1498,1498,1498,1498,-,-,-,-,-,-,1498,-,-
换电,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,-,-,-,-,-,不支持,不支持,不支持,不支持,不支持,不支持,-,不支持,不支持
换挡形式,,,,,,,,,,,,,,,,,,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,1,1,1,1,1,1,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,1,1,1,1,1,1,无级变速,1,1
扬声器数量,,,,,,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,,-,,,,,,-,-,-,-,,,-,,,-,-,-,-,,,,
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,-,-,,,,,,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,-,-,-,-,80,80,80,80,80,80,-,-,-,-,-,-,80,80,80,80,80,80,-,80,80
快充电量(%),-,-,-,-,80,80,80,80,80,80,-,-,-,-,-,-,80,80,80,80,80,80,-,80,80
快充时间(小时)_y,-,-,-,-,0.5,0.5,0.5,0.5,0.5,0.5,-,-,-,-,-,-,0.5,0.5,0.5,0.5,0.5,0.5,-,0.5,0.5
快充时间(小时)_x,-,-,-,-,0.5,0.5,0.5,0.5,0.5,0.5,-,-,-,-,-,-,0.5,0.5,0.5,0.5,0.5,0.5,-,0.5,0.5
快充功能,不支持,不支持,支持,支持,支持,支持,支持,支持,支持,支持,不支持,支持,支持,支持,-,-,支持,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),-,-,17,17,-,-,-,-,-,-,-,17,17,17,-,-,90,60,60,70,70,70,17,90,-
座椅材质,,,,,,,,,,,,,,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,●,●,-,-,●,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,-
巡航系统,,,,,,,,,-,-,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,-,-,●,●,-,-,-,-,-,-,-,●,●,●,-,-,●,●,●,●,●,●,●,●,-
宽度(mm),1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837
官方0-50km/h加速(s),-,-,-,-,4,5.5,5.5,5.5,5.5,5.5,-,-,-,-,-,-,3.8,5.5,5.5,5.5,5.5,5.5,-,3.8,5.5
官方0-100km/h加速(s),7.9,7.9,7.3,7.3,-,-,-,-,-,-,7.9,7.3,7.3,7.3,7.9,7.9,-,-,-,-,-,-,7.3,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,,,,,,
天窗类型,-,,,,,,,,-,-,-,,,,-,,,-,,-,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无,无,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具
四驱形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
