Feature,55422,55423,55425,55426,55427,55428,55429,55430,56352
被动行人保护,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●,●,●
能量回收系统,-,-,-,-,-,●,●,●,-
能源类型,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油
胎压监测功能,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车
系统综合功率(kW),-,-,-,-,-,160,160,160,-
简称,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),8挡手自一体,8挡手自一体,8挡手自一体,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟10挡)
第二排独立座椅,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,,-
第二排座椅电动调节,-,-,-,-,-,-,-,●,-
第二排座椅功能,-,-,-,-,-,-,-,,-
空调温度控制方式,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-
离去角(°),16,16,16,16,16,16,16,16,16
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,-,-,-,-,-,-,-
电池组质保,-,-,-,-,-,八年或20万公里,八年或20万公里,八年或20万公里,-
电池类型,-,-,-,-,-,三元锂电池,三元锂电池,三元锂电池,-
电机类型,-,-,-,-,-,永磁/同步,永磁/同步,永磁/同步,-
电机布局,-,-,-,-,-,前置,前置,前置,-
电动机总扭矩(N·m)_y,-,-,-,-,-,202,202,202,-
电动机总扭矩(N·m)_x,-,-,-,-,-,202,202,202,-
电动机总功率(kW),-,-,-,-,-,88,88,88,-
电动机(Ps),-,-,-,-,-,120,120,120,-
电动扰流板,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,,-
电动吸合车门,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油
灯光特色功能,-,-,-,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,
油箱容积(L),60,60,60,60,60,49,49,49,60
气缸数(个),4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4
最高车速(km/h),205,205,210,210,210,180,180,180,205
最大马力(Ps),178,178,209,209,209,178,178,178,178
最大满载质量(kg),2070,2070,2070,2070,2070,2145,2145,2145,2070
最大扭矩转速(rpm),4400-5200,4400-5200,5000,5000,5000,3600-5200,3600-5200,3600-5200,4400-5200
最大扭矩(N·m),210,210,250,250,250,221,221,221,210
最大功率转速(rpm),6600,6600,6600,6600,6600,5700,5700,5700,6600
最大功率(kW)_y,131,131,154,154,154,131,131,131,131
最大功率(kW)_x,131,131,154,154,154,160,160,160,131
最大净功率(kW),131,131,154,154,154,131,131,131,131
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,●,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,●,●,●,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,●,-
方向盘位置调节,,,,,,,,,
整车质保,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里
整备质量(kg),1575,1585,1585,1595,1630,1655,1690,1715,1595
整体主动转向系统,-,-,-,-,-,-,-,-,-
接近角(°),14,14,14,14,14,14,14,14,14
排量(mL),1987,1987,2487,2487,2487,2487,2487,2487,1987
换挡形式,,,,,,,,,
挡位个数,10,10,8,8,8,无级变速,无级变速,无级变速,10
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,,-
手机无线充电功能,-,,-,,,,,,
手机互联/映射,,-,,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-
慢充时间(小时),-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,,-
感应后备厢,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,●,-,●,●,●
巡航系统,,,,,,,,,
导航路况信息显示,-,●,-,●,●,●,●,●,●
宽度(mm),1850,1850,1850,1850,1850,1850,1850,1850,1850
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-
多层隔音玻璃,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,●,-
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1605,1605,1605,1605,1595,1605,1595,1595,1595
后轮胎规格,215/55 R17,215/55 R17,215/55 R17,215/55 R17,235/45 R18,215/55 R17,235/45 R18,235/45 R18,235/45 R18
后排独立空调,-,-,-,-,-,-,-,●,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,●,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,,-,,,,,-,
后排小桌板,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-
后悬架类型,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,,,,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),8挡手自一体,8挡手自一体,8挡手自一体,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟10挡)
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE
发动机最大扭矩(N·m),210,210,250,250,250,221,221,221,210
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,M20A/M20E,M20A/M20E,A25A/A25G,A25A/A25G,A25A/A25G,A25H,A25H,A25H,M20A/M20E
发动机启停技术,●,●,●,●,●,-,-,-,●
发动机,2.0L 178马力 L4,2.0L 178马力 L4,2.5L 209马力 L4,2.5L 209马力 L4,2.5L 209马力 L4,2.5L 178马力 L4,2.5L 178马力 L4,2.5L 178马力 L4,2.0L 178马力 L4
压缩比,-,-,13,13,13,14,14,14,-
厂商指导价(元),19.98万,21.78万,20.88万,22.68万,24.48万,23.98万,25.78万,27.98万,22.88万
厂商,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田
卫星导航系统,-,●,-,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,●,-,●,●,●,●,●,●
副座椅调节方式,,,,,,,,,
前轮距(mm),1595,1595,1595,1595,1585,1595,1585,1585,1585
前轮胎规格,215/55 R17,215/55 R17,215/55 R17,215/55 R17,235/45 R18,215/55 R17,235/45 R18,235/45 R18,235/45 R18
前电动机最大扭矩(N·m),-,-,-,-,-,202,202,202,-
前电动机最大功率(kW),-,-,-,-,-,88,88,88,-
前方碰撞预警,●,●,●,●,●,●,●,●,●
前排座椅功能,-,-,-,-,,-,,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,
全液晶仪表盘,-,-,-,-,●,-,●,●,●
倒车车侧预警系统,-,-,-,-,●,-,●,●,●
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,-,-,-,-,-,●,●,●,-
主座椅调节方式,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
上市时间,2022.03,2022.03,2022.03,2022.03,2022.03,2022.03,2022.03,2022.03,2022.03
上坡辅助,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.16,6.16,6.28,6.28,6.28,4.71,4.71,4.71,6.16
USB/Type-C接口数量,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),5.8,5.8,6.2,6.2,6.2,-,-,-,5.8
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,●,●,●,-
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,-,,-,,,,,,
220V/230V电源,-,-,-,-,●,-,●,●,●
