Feature,50893,50894
电动机总扭矩(N·m),520,820
电动机总功率(kW),255,405
电动机(Ps),347,551
电动扰流板,-,-
电动座椅记忆功能,,
电动吸合车门,-,-
电动后备厢位置记忆,●,●
电动后备厢,●,●
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,92号,92号
燃料形式,增程式,增程式
灯光特色功能,-,-
满载最小离地间隙(mm),181,181
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),56,56
气缸数(个),4,4
气缸排列形式,L,L
毫米波雷达数量,,
每缸气门数(个),4,4
最高车速(km/h),180,210
最大马力(Ps),112,112
最大满载质量(kg),2605,2725
最大扭矩转速(rpm),-,-
最大扭矩(N·m)_y,-,-
最大扭矩(N·m)_x,520,820
最大功率转速(rpm),-,-
最大功率(kW)_y,82,82
最大功率(kW)_x,255,405
最大净功率(kW),80,80
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,,
整车质保,四年不限公里,四年不限公里
整备质量(kg),2230,2350
整体主动转向系统,-,-
摄像头数量,,
排量(mL),1498,1498
换挡形式,,
挡位个数,1,1
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,,
手机互联/映射,,
手势控制,-,-
慢充时间(小时)_y,3.6,3.6
慢充时间(小时)_x,3.6,3.6
感应雨刷功能,,
感应后备厢,●,●
快充电量百分比,80,80
快充电量(%),80,80
快充时间(小时)_y,0.72,0.72
快充时间(小时)_x,0.72,0.72
座椅材质,,
座位数(个),5,5
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1930,1930
官方0-100km/h加速(s),6.8,4.68
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯清洗装置,-,-
大灯延时关闭,●,●
多层隔音玻璃,,
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,无,无
地图品牌,,
四驱形式,-,电动四驱
后风挡遮阳帘,-,-
后雨刷,●,●
后轮距(mm),1650,1650
后轮胎规格,255/50 R19,255/50 R19
后电动机最大扭矩(N·m),520,300
后电动机最大功率(kW),255,150
后排独立空调,-,-
后排液晶屏幕,-,-
后排杯架,●,●
后排控制多媒体,-,-
后排座椅电动放倒,-,-
后排座椅放倒形式,,
后排小桌板,-,-
后排侧隐私玻璃,●,●
后排侧窗遮阳帘,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后备厢容积(L),367-723,367-723
后制动器类型,通风盘式,通风盘式
可变转向比,-,-
可变悬架功能,-,-
可加热喷水嘴,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●
发动机布局,横置,横置
发动机型号,SFG15TR,SFG15TR
发动机启停技术,-,-
发动机,增程式 112马力,增程式 112马力
厂商指导价(元),23.68万,26.68万
厂商,赛力斯汽车,赛力斯汽车
卫星导航系统,●,●
助力类型,电动助力,电动助力
加热/制冷杯架,-,-
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1655,1655
前轮胎规格,255/50 R19,255/50 R19
前电动机最大扭矩(N·m),-,520
前电动机最大功率(kW),-,255
前方碰撞预警,●,●
前排座椅功能,-,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
供油方式,多点电喷,多点电喷
低速行车警告,●,●
主座椅调节方式,,
主动降噪,-,-
主动闭合式进气格栅,-,-
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2021.04,2021.04
上坡辅助,●,●
WLTC综合油耗(L/100km),1.65,1.31
USB/Type-C接口数量,,
OTA升级,●,●
NEDC综合油耗(L/100km),1.1,1
NEDC纯电续航里程(km)_y,180,180
NEDC纯电续航里程(km)_x,180,180
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,○
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,●,●
