Feature,1011213,1011214,1014242,1014243
宽度(mm),1680,1680,1680,1680
安全带未系提醒,,,,
天窗类型,-,-,-,-
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
多媒体/充电接口,,,,
多功能方向盘,-,-,-,-
外后视镜功能,-,-,-,-
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1435,1435,1435,1435
后轮胎规格,175/70 R14,175/70 R14,175/70 R14,175/70 R14
后电动机最大扭矩(N·m),220,220,220,220
后电动机最大功率(kW),60,60,60,60
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅放倒形式,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排侧窗遮阳帘,-,-,-,-
后悬架类型,纵置钢板弹簧,纵置钢板弹簧,纵置钢板弹簧,纵置钢板弹簧
后座出风口,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-
可变悬架功能,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),13.88万,13.68万,暂无报价,暂无报价
厂商,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源
卫星导航系统,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力
副座椅调节方式,,,,
前轮距(mm),1425,1425,1425,1425
前轮胎规格,175/70 R14,175/70 R14,175/70 R14,175/70 R14
前电动机最大扭矩(N·m),-,-,-,-
前电动机最大功率(kW),-,-,-,-
前排座椅功能,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,盘式,盘式,盘式,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●
准拖挂车总质量(kg),-,-,-,-
内后视镜功能,-,-,-,-
全液晶仪表盘,-,-,-,-
侧滑门形式,,,,
主座椅调节方式,,,,
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中控彩色屏幕,,-,,-
上市时间,2021.03,2021.03,-,-
上坡辅助,●,●,●,●
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
