Feature,1002206,1003089,1003090,1003091,1003092,1003093,1003094,1003095,1003096,1003102,1003103,1003104,1003105,1003106,1003107,1005751
侧滑门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,手动侧滑门（选装）
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,-,直喷,直喷,直喷,直喷,直喷,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,-
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2014.12,2014.12,2014.12,2014.12,2014.12,2014.12,2014.12,2014.12,2014.12,2014.12,2014.12,2014.12,2014.12,2014.12,2014.12,-
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
