Feature,42880,45119
副座椅调节方式,,
前轮距(mm),1549,1549
前轮胎规格,215/55 R18,215/60 R17
前电动机最大扭矩(N·m),260,260
前电动机最大功率(kW),120,120
前方碰撞预警,●,○
前排座椅功能,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后○
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●
制动能量回收系统,●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,-,-
内后视镜功能,,
全液晶仪表盘,●,-
倒车车侧预警系统,-,-
低速行车警告,●,●
主座椅调节方式,,
主动降噪,-,-
主动闭合式进气格栅,-,-
主动刹车/主动安全系统,●,○
主/副驾驶座电动调节,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2020.05,2020.05
上坡辅助,●,●
USB/Type-C接口数量,,
OTA升级,-,-
NEDC纯电续航里程(km)_y,360,360
NEDC纯电续航里程(km)_x,360,360
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
ABS防抱死,●,●
4G/5G网络,,-
220V/230V电源,-,-
