Feature,1001005,1001006,1001824,1001825,1001826,1001827,1001828
工信部综合油耗(L/100km),-,-,-,-,-,-,-
宽度(mm),1815,1815,1815,1815,1815,1815,1815
大灯高度可调,-,-,-,-,-,-,-
大灯清洗装置,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1470,1470,1470,1470,1470,1470,1470
后轮胎规格,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15
后排车门开启方式,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-
发动机启停技术,-,-,-,-,-,-,-
发动机,2.2L 106马力 L4,2.8T 92马力 L4,2.8T 92马力 L4,2.4L 136马力 L4,2.2L 106马力 L4,2.4L 136马力 L4,2.8T 92马力 L4
压缩比,-,18.2,18.2,-,-,-,18.2
厂商指导价(元),6.38万,8.58万,7.38万,6.98万,7.58万,8.18万,6.98万
厂商,恒天汽车,恒天汽车,恒天汽车,恒天汽车,恒天汽车,恒天汽车,恒天汽车
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
前轮距(mm),1500,1500,1500,1500,1500,1500,1500
前轮胎规格,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15
前悬架类型,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-,-
供油方式,多点电喷,直喷,直喷,多点电喷,多点电喷,多点电喷,直喷
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-
上市时间,2012.04,2012.04,2013.08,2013.08,2013.08,2013.08,2013.08
上坡辅助,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-
GPS导航系统,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-
