Feature,41484,41485,41486,41487,45873,46593,47026,47027,54792,57093,57094,59567
语音识别控制系统,,,,,,,,,-,,,-
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,-,●,●,-
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,-
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,-,-,-,-,-
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,-,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),18,18,18,18,18,18,18,18,18,18,18,18
百公里耗电量(kWh/100km),13.3,13.3,13.42,13.42,13.42,13.42,13.3,13.3,13.7,13.7,13.7,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,宁德时代/江苏时代,宁德时代/江苏时代,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代/江苏时代,宁德时代/江苏时代,江苏时代,宁德时代/江苏时代,江苏时代,-
电能当量燃料消耗量(L/100km),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),160.82,160.82,144.44,144.44,144.44,144.44,160.82,160.82,125.06,164.41,170.75,-
电池能量(kWh),50.8,50.8,60,60,60,60,50.8,50.8,44,50,50,-
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,五年或50万公里,五年或50万公里,待查
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,磷酸铁锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),300,300,300,300,300,300,300,300,240,240,300,240
电动机总功率(kW),160,160,160,160,160,160,160,160,120,120,160,120
电动机总功率(Ps),218,218,218,218,218,218,218,218,163,163,218,163
电动机(Ps),218,218,218,218,218,218,218,218,163,163,218,163
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,-
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,-,,,
最高车速(km/h),155,155,155,155,155,155,155,155,150,150,155,150
最大满载质量(kg),2015,2015,2055,2055,2055,2055,2015,2015,1995,1955,1975,-
最大扭矩(N·m),300,300,300,300,300,300,300,300,240,240,300,240
最大功率(kW),160,160,160,160,160,160,160,160,120,120,160,120
无钥匙进入功能,,,,,,,,,-,-,-,-
无钥匙启动系统,●,●,●,●,●,●,●,●,-,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),1640,1640,1680,1680,1680,1680,1640,1640,1620,1580,1600,1580
接近角(°),15,15,15,15,15,15,15,15,15,15,15,15
换电,-,-,-,-,-,-,-,-,支持,-,-,-
换挡形式,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,,,,,,,,,-,,,
手机APP远程功能,,,,,-,-,-,-,-,,,-
手势控制,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,9,9,9,9,10,10,9,9,-,8.5,8.5,8.5
慢充时间(小时)_x,9,9,9,9,10,10,9,9,-,8.5,8.5,8.5
感应雨刷功能,,,,,,,,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,80,80,80,80,80,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80,80,80,80,80,80
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,●,●,●,●,●,●,●,-,-,-,-,-
巡航系统,,,,,,,,,-,-,-,-
导航路况信息显示,●,●,●,●,●,●,●,●,-,●,●,-
对外放电,-,-,○,●,○,○,-,-,-,-,-,-
宽度(mm),1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820
官方0-100km/h加速(s),7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,,,,,,,,,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,-,-,-
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具
地图品牌,,,,,,,,,-,-,-,-
四驱形式,-,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
后轮胎规格,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,-,-,-,-,●,●,●,-,-,●,●,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),13.29万,13.89万,15.89万,17.19万,15.89万,17.19万,13.99万,12.99万,13.94万,15.09万,15.09万,14.89万
厂商,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车
卫星导航系统,●,●,●,●,●,●,●,●,-,●,●,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555
前轮胎规格,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17
前电动机最大扭矩(N·m),300,300,300,300,300,300,300,300,240,240,300,240
前电动机最大功率(kW),160,160,160,160,160,160,160,160,120,120,160,120
前方碰撞预警,-,-,-,●,-,●,-,-,-,-,-,-
前排座椅功能,-,,,,,,,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,-,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,●,-,●,-,-,-,-,-,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,-,,,
中控屏幕尺寸,,,,,,,,,-,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2019.09,2019.09,2019.09,2019.09,2020.08,2020.08,2020.08,2020.08,2021.12,2022.05,2022.05,2022.09
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,-
Wi-Fi热点,●,●,●,●,●,●,●,●,-,●,●,-
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,416,416,501,501,501,501,416,416,350,401,401,401
NEDC纯电续航里程(km)_x,416,416,501,501,501,501,416,416,350,401,401,401
LED日间行车灯,●,●,●,●,●,●,●,●,-,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-
ETC装置,-,-,-,-,-,-,-,-,-,○,-,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,-,,,-
220V/230V电源,-,-,-,-,○,○,-,-,-,-,-,-
