Feature,57901,57902,57903,57904,57905,57906,57907,57908,61264,62684
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,CAF488WQGR,CAF488WQGR,CAF488WQGA,CAF488WQGA,CAF488WQGA,CAF488WQGA,CAF488WQGA,CAF488WQGA,CAF488WQGA,CAF488WQGA
发动机启停技术,●,●,●,●,●,●,●,●,●,●
发动机,2.3T 276马力 L4,2.3T 276马力 L4,2.3T 276马力 L4,2.3T 276马力 L4,2.3T 276马力 L4,2.3T 276马力 L4,2.3T 276马力 L4,2.3T 276马力 L4,2.3T 276马力 L4,2.3T 276马力 L4
压缩比,10,10,10,10,10,10,10,10,10,10
厂商指导价(元),30.98万,30.98万,32.98万,32.98万,37.98万,37.98万,35.98万,35.98万,-,-
厂商,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特,长安福特
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1703,1703,1703,1703,1703,1703,1703,1703,1700,1700
前轮胎规格,255/55 R20,255/55 R20,255/55 R20,255/55 R20,275/45 R21,275/45 R21,255/55 R20,255/55 R20,265/65 R18,265/65 R18
前方碰撞预警,●,●,●,●,●,●,●,●,●,●
前排座椅功能,-,-,,,,,,,,
前悬架类型,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
中央差速器结构,-,-,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2022.09,2022.09,2022.09,2022.09,2022.09,2022.09,2022.09,2022.09,-,-
上坡辅助,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),9.07,9.07,9.74,9.74,10.08,10.08,9.74,9.74,10.25,10.25
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),8.7,8.7,8.9,8.9,9,9,8.9,8.9,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,●,●,-,-,●,●
ETC装置,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-
