Feature,1004228,1006456,1006457,1006458,1006459
前/后排座椅加热,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-
制动力分配(EBD/CBC等),○,●,●,●,●
内/外后视镜自动防眩目,-,-,-,-,-
全景摄像头,-,-,-,-,-
全景天窗,-,-,-,-,-
倒车视频影像,○,-,-,-,-
侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门
供油方式,多点电喷,直喷,多点电喷,直喷,多点电喷
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副○,-,-,-,-
中控台彩色大屏,○,-,-,-,-
中央差速器锁止功能,-,-,-,-,-
上市时间,2016.04,-,-,-,-
上坡辅助,-,-,-,-,-
LED日间行车灯,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-
GPS导航系统,○,-,-,-,-
CD/DVD,单碟CD,-,-,-,-
ABS防抱死,○,●,●,●,●
220V/230V电源,-,-,-,-,-
