Feature,22412,22413,22414,22415,26516,26517
最大马力(Ps),117,117,117,117,117,117
最大扭矩转速(rpm),4400,4400,4400,4400,4400,4400
最大扭矩(N·m)_y,153,153,153,153,153,153
最大扭矩(N·m)_x,153,153,153,153,153,153
最大功率转速(rpm),6000,6000,6000,6000,6000,6000
最大功率(kW)_y,86,86,86,86,86,86
最大功率(kW)_x,86,86,86,86,86,86
无钥匙进入系统,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1113,1136,1128,1159,1113,1136
整体主动转向系统,-,-,-,-,-,-
排量(mL),1598,1598,1598,1598,1598,1598
挡位个数,5,4,5,4,5,4
扬声器数量,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭
扬声器品牌,-,-,-,-,-,-
感应雨刷,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-
座椅高低调节,-,-,-,-,-,-
座椅材质,织物,织物,仿皮,仿皮,仿皮,仿皮
座位数(个),5,5,5,5,5,5
并线辅助,-,-,-,-,-,-
工信部综合油耗(L/100km),5.9,6.9,5.9,6.9,5.9,6.9
工信部纯电续驶里程(km),-,-,-,-,-,-
宽度(mm),1695,1695,1695,1695,1695,1695
实测油耗(L/100km),-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-
定速巡航,-,-,-,●,-,-
官方0-100km/h加速(s),11.4,11.9,11.4,11.9,11.4,11.9
安全带未系提示,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-
多功能方向盘,-,-,●,●,-,-
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,-,-,●,●,-,-
后轮距(mm),1485,1485,1485,1485,1485,1485
后轮胎规格,185/65 R15 ,185/65 R15 ,185/65 R15 ,185/65 R15 ,185/65 R15 ,185/65 R15 
后视镜记忆,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●
后视镜电动折叠,-,-,-,-,-,-
后视镜加热,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-
后悬架类型,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架
后座出风口,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),自动变速箱(AT),手动变速箱(MT),自动变速箱(AT),手动变速箱(MT),自动变速箱(AT)
变速箱,5挡手动,4挡自动,5挡手动,4挡自动,5挡手动,4挡自动
发动机电子防盗,-,-,●,●,-,-
发动机特有技术,连续可变气门正时,连续可变气门正时,连续可变气门正时,连续可变气门正时,连续可变气门正时,连续可变气门正时
发动机型号,HR16DE,HR16DE,HR16DE,HR16DE,HR16DE,HR16DE
发动机启停技术,-,-,-,-,-,-
发动机,1.6L 117马力 L4,1.6L 117马力 L4,1.6L 117马力 L4,1.6L 117马力 L4,1.6L 117马力 L4,1.6L 117马力 L4
压缩比,9.8,9.8,9.8,9.8,9.8,9.8
厂商指导价(元),6.98万,7.88万,7.68万,8.58万,7.33万,8.23万
厂商,东风启辰,东风启辰,东风启辰,东风启辰,东风启辰,东风启辰
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
前雾灯,-,-,●,●,●,●
前轮距(mm),1480,1480,1480,1480,1480,1480
前轮胎规格,185/65 R15,185/65 R15,185/65 R15,185/65 R15,185/65 R15,185/65 R15
前桥限滑差速器/差速锁,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内/外后视镜自动防眩目,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-
倒车视频影像,-,-,-,-,-,-
侧滑门,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-
中控台彩色大屏,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-
上市时间,2015.04,2015.04,2015.04,2015.04,2016.05,2016.05
上坡辅助,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-
CD/DVD,-,-,单碟CD,单碟CD,-,-
ABS防抱死,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-
