Feature,50244,50245,50246,50247,51791,53678,54035,56555,56556,56557,56558,56559,56972,58890,60307
轮圈材质,,,,,,,,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,-,-,●,-,-,-,-,-,●,-,●,●,-,-
车道偏离预警系统,-,-,-,●,-,-,-,-,-,●,-,●,●,-,-
车道保持辅助系统,-,-,-,●,-,-,-,-,-,●,-,●,●,-,-
车载空气净化器,-,-,●,●,-,●,●,-,-,●,●,●,●,-,-
车载智能系统,,,,,,,,,,,,,,,
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,
车型名称,几何A 2021款 Pro 畅享高维续航版 430KM A430平方版,几何A 2021款 Pro 畅享高维续航版 430KM A430立方版,几何A 2021款 Pro 臻享高能续航版 600KM A600立方版,几何A 2021款 Pro 臻享高能续航版 600KM A600幂方版,几何A 2021款 Pro 畅享高维续航版 430KM A430畅行版,几何A 2021款 Pro 臻享高能续航版 600KM A600亚运版,几何A 2021款 Pro 臻享高能续航版 600KM A600畅优版,几何A 2022款 Pro 430KM 青苹果Pro,几何A 2022款 Pro 430KM 青苹果Plus,几何A 2022款 Pro 430KM 青苹果Halo,几何A 2022款 Pro 600KM 红苹果Plus,几何A 2022款 Pro 600KM 红苹果Halo,几何A 2022款 Pro 600KM 公务版,几何A 2022款 Pro 430KM 出行版,几何A 2022款 Pro 430KM 公务版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,,-,-,-,-,-,-,-,,,-,-
车内化妆镜,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,,,,
负离子发生器,-,-,●,●,-,●,●,-,-,●,●,●,●,-,-
语音识别控制系统,,,,,,,,,,,,,,,
触摸式阅读灯,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,●,-,-,-,-,-,●,-,●,●,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,●,-,-,-,-,-,●,-,●,●,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
百公里耗电量(kWh/100km),13.3,13.3,13,13,13.3,13,13,13.3,13.3,13.3,13,13,13,13.3,13.3
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,威睿电动/宁德时代,威睿电动/宁德时代,宁德时代,宁德时代,威睿电动/宁德时代,宁德时代,宁德时代,威睿电动/宁德时代,威睿电动/宁德时代,威睿电动/宁德时代,宁德时代,宁德时代,宁德时代,威睿电动/宁德时代,威睿电动/宁德时代
电能当量燃料消耗量(L/100km),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),160.35,160.35,183.23,183.23,160.35,183.23,183.23,160.35,160.35,160.35,183.23,183.23,183.23,160.35,160.35
电池能量(kWh),53,53,70,70,53,70,70,53,53,53,70,70,70,53,53
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,五年或50万公里,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
电动机总功率(kW),150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
电动机总功率(Ps),204,204,204,204,204,204,204,204,204,204,204,204,204,204,204
电动机(Ps),204,204,204,204,204,204,204,204,204,204,204,204,204,204,204
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,,-,-,-,-,-,-,-,,,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
热泵空调,-,-,○,○,-,○,○,-,-,-,○,○,○,-,-
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,
毫米波雷达数量,-,-,-,,-,-,-,-,-,,-,,,-,-
最高车速(km/h),150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
最小转弯半径(m),5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
最大满载质量(kg),2010,2010,2075,2075,2010,2075,2075,2010,2010,2010,2075,2075,2075,2010,2010
最大扭矩(N·m),310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
最大功率(kW),150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
无钥匙进入功能,-,,,,-,,,,,,,,,-,-
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,
整车质保,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里
整备质量(kg),1560,1560,1635,1635,1560,1635,1635,1560,1560,1560,1635,1635,1635,1560,1560
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
摄像头数量,,,,,,,,,,,,,,,
接近角(°),14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
换电,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持
换挡形式,,,,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,,-,-,-,-,-,-,-,,,,
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程控制,,,,,,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,8.5,8.5,11,11,8.5,11,11,8.5,8.5,8.5,11,11,11,8.5,8.5
慢充时间(小时)_x,8.5,8.5,11,11,8.5,11,11,8.5,8.5,8.5,11,11,11,8.5,8.5
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
快充时间(小时)_y,0.5,0.5,0.63,0.63,0.5,0.63,0.63,0.5,0.5,0.5,0.63,0.63,0.63,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.63,0.63,0.5,0.63,0.63,0.5,0.5,0.5,0.63,0.63,0.63,0.5,0.5
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1804,1804,1804,1804,1804,1804,1804,1804,1804,1804,1804,1804,1804,1804,1804
官方0-100km/h加速(s),6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
安全带未系提醒,,,,,,,,,,,,,,,
天窗类型,-,,,,-,,,,,,,,,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
后轮胎规格,205/60 R16,215/50 R17,215/50 R17,215/50 R17,205/60 R16,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,205/60 R16,205/60 R16
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),430,430,430,430,430,430,430,430,430,430,430,430,430,430,430
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),12.68万,13.68万,15.68万,17.28万,18.68万,15.68万,19.98万,13.98万,14.58万,15.58万,16.28万,17.58万,20.78万,17.98万,18.08万
厂商,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,●,-,-,-,-,-,-,-,●,●,-,-
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
前轮胎规格,205/60 R16,215/50 R17,215/50 R17,215/50 R17,205/60 R16,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,205/60 R16,205/60 R16
前电动机最大扭矩(N·m),310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
前电动机最大功率(kW),150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
前方碰撞预警,-,-,-,●,-,-,-,-,-,●,-,●,●,-,-
前排座椅功能,-,,,,-,,,,,,,,,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动能量回收系统,-,-,●,●,-,●,●,-,-,●,●,●,●,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,○,○,●,●,○,●,●,○,●,●,●,●,●,○,○
内后视镜功能,,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,●,●,-,●,●,-,-,-,●,●,●,-,-
主动刹车/主动安全系统,-,-,-,●,-,-,-,-,-,●,-,●,●,-,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,
上市时间,2021.04,2021.04,2021.04,2021.04,2021.06,2021.10,2021.10,2022.04,2022.04,2022.04,2022.04,2022.04,2022.05,2022.08,2022.10
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,430,430,600,600,430,600,600,430,430,430,600,600,600,430,430
NEDC纯电续航里程(km)_x,430,430,600,600,430,600,600,430,430,430,600,600,600,430,430
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,●,●,-,-,-,-,-,-,-,●,●,-,-
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
