Feature,51945,51946,51947,51948,53926
后排控制多媒体,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-
后排座椅电动放倒,●,●,●,●,●
后排座椅放倒形式,,,,,
后排座椅功能,,,,,
后排小桌板,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-
后排侧隐私玻璃,○,○,○,○,○
后排侧窗遮阳帘,,,,,
后排中央安全气囊,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-
可变悬架功能,-,-,,,
可加热喷水嘴,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●
发动机特有技术,-,-,-,-,-
发动机布局,纵置,纵置,纵置,纵置,纵置
发动机型号,DNE,DNE,DCB,DCB,DCB
发动机启停技术,●,●,●,●,●
发动机,2.0T 245马力 L4,2.0T 245马力 L4,3.0T 340马力 V6,3.0T 340马力 V6,3.0T 340马力 V6
压缩比,-,-,-,-,-
厂商指导价(元),70.18万,73.88万,77.38万,86.98万,81.98万
厂商,奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口),奥迪(进口)
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-
副驾驶座垫式气囊,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),-,-,-,-,-
前轮胎规格,285/45 R20,285/45 R20,285/40 R21,285/40 R21,285/40 R21
前排座椅功能,,,,,
前排中间气囊,-,-,-,-,-
前悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
前大灯雨雾模式,●,●,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,-,-,-,-,-
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-
侧滑门形式,-,-,-,-,-
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
主座椅调节方式,,,,,
主动降噪,-,-,-,-,-
主动闭合式进气格栅,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器锁止功能,-,-,-,-,-
中央差速器结构,机械扭矩限滑差速器,机械扭矩限滑差速器,机械扭矩限滑差速器,机械扭矩限滑差速器,机械扭矩限滑差速器
上市时间,2021.09,2021.09,2021.09,2021.09,2021.10
上坡辅助,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-
USB/Type-C接口数量,,,,,
OTA升级,-,-,-,-,-
NEDC综合油耗(L/100km),8.8,8.8,9.3,9.3,-
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,○,○,○,●,○
ABS防抱死,●,●,●,●,●
220V/230V电源,-,-,-,-,-
