Feature,49153,49278,50452,50507,54077
蓝牙/车载电话,●,●,●,●,●
芯片总算力,-,-,-,-,-
自适应远近光,●,●,●,●,●
自动驻车,●,●,●,●,●
自动泊车入位,●,●,●,●,●
自动头灯,●,●,●,●,●
膝部气囊,-,-,-,-,-
能源类型,纯电动,增程式,纯电动,增程式,纯电动
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,-,铝合金,-,铝合金,-
缸径(mm),-,-,-,-,-
缸体材料,-,铸铁,-,铸铁,-
纯电续航里程(km),505,140,475,140,505
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
系统综合扭矩(N·m),-,1040,-,1040,-
系统综合功率(kW),-,510,-,510,-
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-
第二排座椅调节,-,-,-,-,-
空调温度控制方式,,,,,
空气悬架,-,-,●,●,●
百公里耗电量(kWh/100km),-,-,-,-,-
疲劳驾驶提示,●,●,●,●,●
电磁感应悬架,-,-,-,-,-
电池预加热,●,●,●,●,●
电池能量(kWh),88,33,88,33,88
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,交流/异步,交流/异步,交流/异步,交流/异步,交流/异步
电机布局,后置,前置+后置,前置+后置,前置+后置,后置
电动机总扭矩(N·m),520,1040,1040,1040,520
电动机总功率(kW),255,510,510,510,255
电动机(Ps),347,694,694,694,347
电动扰流板,-,-,-,-,-
电动座椅记忆功能,,,,,
电动吸合车门,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
电动可调踏板,-,-,-,-,-
环保标准_y,-,国VI,-,国VI,-
环保标准_x,-,国VI,-,国VI,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,-,92号,-,92号,-
燃料形式,纯电动,增程式,纯电动,增程式,纯电动
灯光特色功能,,,,,
激光雷达数量,-,-,-,-,-
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
涉水感应系统,-,-,-,-,-
油箱容积(L),-,56,-,56,-
气罐容积(L),-,-,-,-,-
气缸数(个),-,4,-,4,-
气缸排列形式,-,L,-,L,-
毫米波雷达数量,,,,,
每缸气门数(个),-,4,-,4,-
最高车速(km/h),180,200,200,200,180
最小离地间隙(mm),180,180,163,163,163
最大马力(Ps),347,109,694,109,347
最大扭矩转速(rpm),-,-,-,-,-
最大扭矩(N·m)_y,520,-,1040,-,520
最大扭矩(N·m)_x,520,1040,1040,1040,520
最大功率转速(rpm),-,-,-,-,-
最大功率(kW)_y,255,80,510,80,255
最大功率(kW)_x,255,510,510,510,255
最大净功率(kW),-,80,-,80,-
最低荷电状态油耗(L/100km),-,-,-,-,-
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
无框设计车门,-,-,-,-,-
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整备质量(kg),2190,2290,2330,2290,2190
整体主动转向系统,-,-,-,-,-
摄像头数量,,,,,
排量(mL),-,1498,-,1498,-
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,-,,,,
手机无线充电功能,,,,,
手机互联/映射,,,,,
手势控制,●,●,●,●,●
慢充时间(小时)_y,8.5,3.75,8.5,3.75,8.5
慢充时间(小时)_x,8.5,3.75,8.5,3.75,8.5
感应雨刷功能,,,,,
感应后备厢,●,●,●,●,●
快充电量百分比,80,80,80,80,80
快充电量(%),80,80,80,80,80
快充时间(小时)_y,0.75,0.75,0.75,0.75,0.75
快充时间(小时)_x,0.75,0.75,0.75,0.75,0.75
座椅材质,,,,,
座椅布局,-,-,-,-,-
座位数(个),5,5,5,5,5
并线辅助,●,●,●,●,●
巡航系统,,,,,
尾门玻璃独立开启,-,-,-,-,-
导航路况信息显示,●,●,●,●,●
宽度(mm),1950,1950,1950,1950,1950
实测续航里程(km),-,-,-,-,-
实测油耗(L/100km),-,-,-,-,-
实测慢充时间(小时),-,-,-,-,-
实测快充时间(小时),-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-
官方0-100km/h加速(s),7.3,4.5,4.7,4.5,7.3
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯清洗装置,-,-,-,-,-
大灯延时关闭,●,●,●,●,●
夜视系统,●,-,●,●,●
多层隔音玻璃,,,,,
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,无,无,无,无,无
四驱形式,-,电动四驱,电动四驱,电动四驱,-
后风挡遮阳帘,-,-,-,-,-
后雨刷,●,●,●,●,●
后轮距(mm),-,-,-,-,-
后轮胎规格,255/45 R20,255/45 R20,255/45 R20,255/45 R20,255/45 R20
后电动机最大扭矩(N·m),520,520,520,520,520
后电动机最大功率(kW),255,255,255,255,255
后排独立空调,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-
后排杯架,●,●,●,●,●
后排控制多媒体,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-
后排座椅放倒形式,,,,,
后排座椅功能,-,-,-,-,-
后排小桌板,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-
可变悬架功能,-,-,,,
可加热喷水嘴,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,●,-,●,-
发动机特有技术,-,-,-,-,-
发动机布局,-,横置,-,横置,-
发动机型号,-,SFG15TR,-,SFG15TR,-
发动机启停技术,-,-,-,-,-
发动机,纯电动,增程式 109马力,纯电动,增程式 109马力,纯电动
压缩比,-,-,-,-,-
厂商指导价(元),33.36万,31.36万,36.36万,33.36万,34.86万
厂商,岚图汽车,岚图汽车,岚图汽车,岚图汽车,岚图汽车
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-
副驾驶座垫式气囊,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),-,-,-,-,-
前轮胎规格,255/45 R20,255/45 R20,255/45 R20,255/45 R20,255/45 R20
前电动机最大扭矩(N·m),-,520,520,520,-
前电动机最大功率(kW),-,255,255,255,-
前排座椅功能,,,,,
前排中间气囊,-,-,-,-,-
前悬架类型,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 
前大灯雨雾模式,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●
侧滑门形式,-,-,-,-,-
供油方式,-,未知,-,未知,-
主座椅调节方式,,,,,
主动降噪,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器锁止功能,-,-,-,-,-
上市时间,2021.06,2021.06,2021.06,2021.06,2021.10
上坡辅助,●,●,●,●,●
WLTP纯电续航里程(km),-,-,-,-,-
WLTC综合油耗(L/100km),-,1.3,-,1.3,-
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
NEDC综合油耗(L/100km),-,-,-,-,-
NEDC纯电续航里程(km),505,140,475,140,505
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-
EPA纯电续航里程(km),-,-,-,-,-
CLTC纯电续航里程(km),-,-,-,-,-
ABS防抱死,●,●,●,●,●
220V/230V电源,-,-,-,-,-
