Feature,41905,41906,41907
中控屏幕尺寸,-,-,
中央差速器结构,-,-,-
上市时间,2019.09,2019.09,2019.09
上坡辅助,●,●,●
WLTC综合油耗(L/100km),-,5.59,5.59
USB/Type-C接口数量,,,
OTA升级,-,-,●
NEDC综合油耗(L/100km),4.7,5,5
LED日间行车灯,-,-,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,-,-,-
ABS防抱死,●,●,●
220V/230V电源,-,-,-
