Feature,1004248,1004249,1004501,1004502
工信部综合油耗(L/100km),-,-,-,-
工信部续航里程(km),-,-,-,-
宽度(mm),1650,1650,1635,1635
定速巡航,-,-,-,-
安全带未系提示,-,-,-,-
大灯高度可调,-,-,-,-
大灯清洗装置,-,-,-,-
多功能方向盘,-,-,-,-
外接音源接口,USB,USB,USB,USB
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1410,1410,1410,1410
后轮胎规格,175 R14LT,175 R14LT,175 R14LT,175 R14LT
后视镜记忆,-,-,-,-
后视镜电动调节,-,-,-,-
后视镜电动折叠,-,-,-,-
后视镜加热,-,-,-,-
后电动机最大扭矩(N·m),-,-,-,-
后电动机最大功率(kW),-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-
后排车门开启方式,-,-,-,-
后排独立空调,-,-,-,-
后排液晶屏,-,-,-,-
后排杯架,-,-,-,-
后排座椅电动调节,-,-,-,-
后排座椅放倒方式,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排侧遮阳帘,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧
后座出风口,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-
可变悬架,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-
发动机型号,HH0412Q/P-B,HH0412Q/P-B,HH413Q/P-A,HH413Q/P-A
发动机启停技术,-,-,-,-
发动机,1.2L 86马力 L4,1.2L 86马力 L4,1.3L 87马力 L4,1.3L 87马力 L4
压缩比,9.8,9.8,10,10
厂商指导价(元),4.38万,4.08万,3.73万,3.53万
厂商,成功汽车,成功汽车,成功汽车,成功汽车
助力类型,无助力,无助力,无助力,无助力
前雾灯,-,-,-,-
前轮距(mm),1390,1390,1390,1390
前轮胎规格,175 R14LT,175 R14LT,175 R14LT,175 R14LT
前电动机最大扭矩(N·m),-,-,-,-
前电动机最大功率(kW),-,-,-,-
前桥限滑差速器/差速锁,-,-,-,-
前悬架类型,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-
前/后排座椅通风,-,-,-,-
前/后排座椅按摩,-,-,-,-
前/后排座椅加热,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-
内/外后视镜自动防眩目,-,-,-,-
全景摄像头,-,-,-,-
全景天窗,-,-,-,-
倒车视频影像,-,-,-,-
侧滑门,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控台彩色大屏,-,-,-,-
中央差速器锁止功能,-,-,-,-
上市时间,2016.04,2016.04,2016.07,2016.07
上坡辅助,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
GPS导航系统,-,-,-,-
CD/DVD,-,-,-,-
ABS防抱死,-,-,-,-
220V/230V电源,-,-,-,-
