Feature,50916,55151,55152,55153,60228,60229,60230,60231,63004,63005,63006
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-
离去角(°),15.3,15.3,15.3,15.2,15.3,15.3,15.2,15.3,15.2,15.2,15.2
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,,,,,,,,-,,
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,●,○,○,●,○,○,●,●,○,○,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油+48V轻混系统,汽油,汽油,汽油,汽油,汽油,汽油,汽油+48V轻混系统,汽油,汽油,汽油
灯光特色功能,,,,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,
油箱容积(L),66,66,66,66,66,66,66,66,66,66,66
气缸数(个),4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),250,230,250,250,230,250,250,250,230,250,250
最大马力(Ps),299,197,258,258,197,258,258,299,197,258,258
最大满载质量(kg),2405,2345,2360,2360,2345,2360,2360,2405,2345,2360,2360
最大扭矩转速(rpm),3000-4000,1650-4000,1800-4000,1800-4000,1650-4000,1800-4000,1800-4000,3000-4000,1650-4000,1800-4000,1800-4000
最大扭矩(N·m)_y,400,320,370,370,320,370,370,400,320,370,370
最大扭矩(N·m)_x,400,320,370,370,320,370,370,400,320,370,370
最大功率转速(rpm),6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100
最大功率(kW)_y,220,145,190,190,145,190,190,220,145,190,190
最大功率(kW)_x,220,145,190,190,145,190,190,220,145,190,190
最大净功率(kW),220,145,190,190,145,190,190,220,145,190,190
无钥匙进入功能,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,-,●,●,-,●,●,●,-,●,●
方向盘材质,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,○,-,-,○,-,-,○,○,-,-,○
方向盘位置调节,,,,,,,,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),-,1750,1770,1770,1750,1770,1770,-,1750,1770,1770
摄像头数量,-,-,-,-,-,-,-,-,,,
接近角(°),13,12.8,12.8,12.8,12.8,12.8,12.8,13,12.8,12.8,12.8
排量(mL),1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991
换挡形式,,,,,,,,,,,
挡位个数,9,9,9,9,9,9,9,9,9,9,9
扬声器数量,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,
手机无线充电功能,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,
手势控制,○,○,○,○,○,○,○,○,○,○,○
感应雨刷功能,,,,,,,,,,,
感应后备厢,○,○,○,○,○,○,●,●,○,○,●
座椅材质,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5
并线辅助,●,-,●,●,-,●,●,●,-,●,●
巡航系统,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1896,1890,1890,1896,1890,1890,1896,1896,1896,1896,1896
官方0-100km/h加速(s),6.2,8.7,6.5,6.5,-,6.5,6.5,6.2,7.5,6.5,6.5
安全带未系提醒,,,,,,,,,,,
天窗类型,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无,无
地图品牌,,,,,,,,,,,
四驱形式,全时四驱,-,-,-,-,-,-,全时四驱,-,-,-
后风挡遮阳帘,○,-,-,-,-,-,-,○,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,275/35 R19,275/35 R19,275/35 R19,275/35 R19,275/35 R19,275/35 R19,275/35 R19,275/35 R19,275/35 R19,275/35 R19,275/35 R19
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,○,○,○,○,○,○,○,○,○,○,○
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,490,490,490
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●,●,●,●,●,●,●,●
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,264 920,264 920,264 920,264 920,264 920,264 920,264 920,264 920,264 920,264 920,264 920
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 299马力 L4,2.0T 197马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 197马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 299马力 L4,2.0T 197马力 L4,2.0T 258马力 L4,2.0T 258马力 L4
厂商指导价(元),78.32万,57.68万,63.78万,69.02万,57.70万,63.80万,69.10万,78.40万,58.80万,63.80万,69.10万
厂商,奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口)
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,245/40 R19,245/40 R19,245/40 R19,245/40 R19,245/40 R19,245/40 R19,245/40 R19,245/40 R19,245/40 R19,245/40 R19,245/40 R19
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,,,
前悬架类型,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,○,○,○,○,○,○,○,○,○,○,○
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器结构,多片离合器,-,-,-,-,-,-,多片离合器,-,-,-
上市时间,2022.01,2022.01,2022.01,2022.01,2022.10,2022.10,2022.10,2022.10,2023.05,2023.05,2023.05
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),8.1,7.85,7.9,7.9,7.85,7.9,7.9,8.1,8,8.05,8.05
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,○,○,○,○,○,○,●,○,○,○
ETC装置,○,○,○,○,○,○,○,○,○,○,○
AR实景导航,○,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-
