Feature,30586,32160,32161,32162,32164,32165,32166,32167
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●
车联网,●,-,○,○,●,-,○,○
车窗防夹手功能,●,●,●,●,●,●,●,●
车窗一键升降,全车,全车,全车,全车,全车,全车,全车,全车
车型名称,宝马2系 2018款 M240i M Performance 特别版,宝马2系 2018款 220i 运动设计套装,宝马2系 2018款 225i M运动型,宝马2系 2018款 225i 尊享型 M运动套装,宝马2系 2018款 M240i,宝马2系 2018款 220i 敞篷轿跑车 运动设计套装,宝马2系 2018款 225i 敞篷轿跑车 M运动型,宝马2系 2018款 225i 敞篷轿跑车 尊享型 M运动套装
车内空气调节/花粉过滤,-,-,-,-,-,-,-,-
车内氛围灯,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●
行程(mm),94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6
行李厢容积(L),-,390,390,390,-,280-335,280-335,280-335
蓝牙/车载电话,●,●,●,●,●,●,●,●
自适应远近光,●,○,○,●,●,-,-,●
自适应巡航,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-
自动泊车入位,○,-,○,○,○,-,○,○
自动头灯,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-
腰部支撑调节,●,-,-,●,●,-,-,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),82,82,82,82,82,82,82,82
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,跑车,跑车,跑车,跑车,跑车,跑车,跑车,跑车
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排靠背角度调节,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-
电动座椅记忆,●,-,-,●,●,-,-,●
电动天窗,●,●,●,●,●,-,-,-
电动吸合门,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
环保标准,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,●,-,-,●,●,-,-,●
流媒体车内后视镜,-,-,-,-,-,-,-,-
油箱容积(L),52,52,52,52,52,52,52,52
气缸数(个),6,3,4,4,6,3,4,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),250,210,230,230,250,205,226,226
最小离地间隙(mm),-,146,146,146,-,-,-,-
最大马力(Ps),340,136,184,184,340,136,184,184
最大扭矩转速(rpm),1520-4500,1250-4300,1350-4600,1350-4600,1520-4500,1250-4300,1350-4600,1350-4600
最大扭矩(N·m)_y,500,220,270,270,500,220,270,270
最大扭矩(N·m)_x,500,220,270,270,500,220,270,270
最大功率转速(rpm),5500,4400,5000,5000,5500,4400,5000,5000
最大功率(kW)_y,250,100,135,135,250,100,135,135
最大功率(kW)_x,250,100,135,135,250,100,135,135
无钥匙进入系统,●,-,-,-,●,-,-,-
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-
方向盘换挡,●,-,-,●,●,-,-,●
方向盘加热,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1580,1450,1500,1500,1580,1570,1630,1630
整体主动转向系统,-,-,-,-,-,-,-,-
排量(mL),2998,1499,1998,1998,2998,1499,1998,1998
挡位个数,8,8,8,8,8,8,8,8
扬声器品牌,harman/kardon哈曼卡顿,-,(选装harman/kardon哈曼卡顿),harman/kardon哈曼卡顿,harman/kardon哈曼卡顿,-,(选装harman/kardon哈曼卡顿),harman/kardon哈曼卡顿
扬声器个数,6-7喇叭,4-5喇叭,4-5喇叭,6-7喇叭,6-7喇叭,4-5喇叭,4-5喇叭,6-7喇叭
手机无线充电,-,-,-,-,-,-,-,-
手机互联/映射功能,●,-,-,○,●,-,-,○
感应雨刷,●,●,●,●,●,●,●,●
感应后备厢,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●
座椅材料,皮/织物混搭,织物,皮/织物混搭,皮/织物混搭,皮/织物混搭,仿皮,皮/织物混搭,真皮
座位数(个),4,4,4,4,4,4,4,4
并线辅助,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),7.7,5.6,5.8,5.8,7.7,5.8,6.1,6.1
工信部纯电续航里程(km),-,-,-,-,-,-,-,-
导航路况信息显示,●,-,-,○,●,-,-,○
宽度(mm),1774,1774,1774,1774,1774,1774,1774,1774
实测油耗(L/100km),-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-
定速巡航,●,-,○,●,●,-,○,●
官方0-100km/h加速(s),4.6,8.9,7.2,7.2,4.6,9.6,7.7,7.7
安全带未系提示,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,无,无,无,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),-,1556,1556,1556,-,-,-,-
后轮胎规格,245/30 R19,225/45 R17 ,245/35 R18,245/35 R18,245/35 R18,225/45 R17 ,245/35 R18,245/35 R18
后视镜记忆,●,-,-,●,●,-,-,●
后视镜电动调节,●,●,●,●,●,●,●,●
后视镜电动折叠,●,-,●,●,●,-,●,●
后视镜加热,●,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,-,●,●,●,-,-,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,-,○,○,●,-,-,-
可变悬架,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●
发动机特有技术,Double VANOS,Double VANOS,Double VANOS,Double VANOS,Double VANOS,Double VANOS,Double VANOS,Double VANOS
发动机型号,B58B30A,-,B48B20A,B48B20A,B58B30A,-,B48B20A,B48B20A
发动机启停技术,●,●,●,●,●,●,●,●
发动机,3.0T 340马力 L6,1.5T 136马力 L3,2.0T 184马力 L4,2.0T 184马力 L4,3.0T 340马力 L6,1.5T 136马力 L3,2.0T 184马力 L4,2.0T 184马力 L4
压缩比,-,-,-,-,-,-,-,-
厂商指导价(元),49.98万,25.58万,29.58万,32.58万,45.98万,29.98万,34.38万,38.38万
厂商,宝马(进口),宝马(进口),宝马(进口),宝马(进口),宝马(进口),宝马(进口),宝马(进口),宝马(进口)
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
前雾灯,-,-,●,●,-,-,●,●
前轮距(mm),-,1521,1521,1521,-,-,-,-
前轮胎规格,225/35 R19,225/45 R17 ,225/40 R18,225/40 R18,225/40 R18,225/45 R17 ,225/40 R18,225/40 R18
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-
前悬架类型,双球节弹簧减振支柱前桥,双球节弹簧减振支柱前桥,双球节弹簧减振支柱前桥,双球节弹簧减振支柱前桥,双球节弹簧减振支柱前桥,双球节弹簧减振支柱前桥,双球节弹簧减振支柱前桥,双球节弹簧减振支柱前桥
前大灯雨雾模式,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排座椅通风,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●
全液晶仪表盘,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-
倒车视频影像,●,○,○,●,●,○,○,●
侧滑门,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,○,○,○,-,○,○
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,8.8英寸,6.5英寸,6.5英寸,6.5英寸(选装8.8英寸),8.8英寸,6.5英寸,6.5英寸,6.5英寸(选装8.8英寸)
中控台彩色大屏,●,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-
上市时间,2017.10,2017.10,2017.10,2017.10,2017.10,2017.10,2017.10,2017.10
上坡辅助,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-
GPS导航系统,●,-,-,○,●,-,-,○
CD/DVD,单碟DVD,单碟CD,单碟CD,单碟CD(选装单碟DVD),单碟DVD,单碟CD,单碟CD,单碟CD(选装单碟DVD)
ABS防抱死,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-
