Feature,55162,55189,56275,56276,56277,57251,61782,61783,61784,61785
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,
负离子发生器,-,-,-,-,-,-,-,-,-,-
语音识别控制系统,,,,,,-,-,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,-
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,-,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-
自动驻车,●,●,-,-,-,-,-,-,-,●
自动泊车入位,●,-,-,-,-,-,-,-,-,●
自动头灯,●,●,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-
能量回收系统,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-
级别,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车,微型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-
离去角(°),34,34,34,34,34,34,42,42,34,34
百公里耗电量(kWh/100km),11,11,11,11,11,10.8,-,-,-,-
疲劳驾驶提示,●,-,-,-,-,-,-,-,-,●
电芯品牌,国轩高科,国轩高科,-,国轩高科,国轩高科,宁德时代,国轩高科,国轩高科,多品牌（包括但不限于蜂巢能源/瑞浦能源）,多品牌（包括但不限于蜂巢能源/瑞浦能源）
电能当量燃料消耗量(L/100km),1.2,1.2,1.2,1.2,1.2,1.2,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),130.09,130.09,128.05,130.09,130.09,161,-,-,-,-
电池能量(kWh),41,41,31.9,41,41,38,21.6,31.9,41.3,41.3
电池组质保,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或12万公里,八年或15万公里,八年或15万公里,八年或15万公里
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,三元锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),158,158,155,158,158,155,96,114,158,158
电动机总功率(kW),80,80,55,80,80,55,40,55,80,80
电动机总功率(Ps),109,109,75,109,109,75,54,75,109,109
电动机(Ps),109,109,75,109,109,75,54,75,109,109
电动扰流板,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,-,-,-,-,-,-,-,●
灯光特色功能,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),140,140,140,140,140,140,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,-,-,-,-,,,,
毫米波雷达数量,,-,-,-,-,-,-,-,-,
最高车速(km/h),100,100,100,100,100,100,100,100,100,100
最大满载质量(kg),1490,1490,-,1490,1490,1425,1295,1410,1490,1490
最大扭矩(N·m),158,158,155,158,158,155,96,114,158,158
最大功率(kW),80,80,55,80,80,55,40,55,80,80
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,●,●,●,●,●,●,-,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,-,-,-,-,-,-,,,
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),1190,1190,-,1190,1190,1125,995,1110,1190,1190
整体主动转向系统,-,-,-,-,-,-,-,-,-,-
摄像头数量,,,,,,,,,,
接近角(°),18,18,18,18,18,18,22,22,18,18
换电,不支持,不支持,不支持,不支持,不支持,不支持,-,-,-,-
换挡形式,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,3.5,3.5,2.75,3.5,3.5,3.5,4,6,3.5,3.5
慢充时间(小时)_x,3.5,3.5,2.75,3.5,3.5,3.5,4,6,3.5,3.5
感应雨刷功能,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-
快充电量百分比,80,80,80,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80,80,80,80
快充时间(小时)_y,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
快充时间(小时)_x,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
快充功能,支持,支持,支持,支持,支持,支持,选装,支持,支持,支持
座椅材质,,,,,,,,,,
座位数(个),4,4,4,4,4,4,4,4,4,4
并线辅助,-,-,-,-,-,-,-,-,-,-
巡航系统,,,-,-,-,-,-,-,-,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
宽度(mm),1652,1652,1652,1652,1652,1652,1652,1652,1652,1652
官方0-50km/h加速(s),4,4,5,4,4,5,6,5,4.1,4.1
官方0-100km/h加速(s),12,12,14.5,12,12,14,-,-,-,-
安全带未系提醒,,,,,,,,,,
天窗类型,,,-,-,-,-,-,-,-,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无
地图品牌,,,,,,,,,,
四驱形式,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1410,1410,1410,1410,1410,1410,1410,1410,1410,1410
后轮胎规格,165/65 R15,165/65 R15,165/65 R15,165/65 R15,165/65 R15,165/65 R15,165/70 R14,165/65 R15,165/65 R15,165/65 R15
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),210-508,210-508,210-508,210-508,210-508,210-508,210,210,210,210
后制动器类型,盘式,盘式,盘式,盘式,盘式,鼓式,鼓式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),9.95万,9.55万,8.25万,8.95万,9.15万,8.59万,5.99万,6.99万,8.09万,8.99万
厂商,零跑汽车,零跑汽车,零跑汽车,零跑汽车,零跑汽车,零跑汽车,零跑汽车,零跑汽车,零跑汽车,零跑汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1410,1410,1410,1410,1410,1410,1410,1410,1410,1410
前轮胎规格,165/65 R15,165/65 R15,165/65 R15,165/65 R15,165/65 R15,165/65 R15,165/70 R14,165/65 R15,165/65 R15,165/65 R15
前电动机最大扭矩(N·m),158,158,155,158,158,155,96,114,158,158
前电动机最大功率(kW),80,80,55,80,80,55,40,55,80,80
前方碰撞预警,●,-,-,-,-,-,-,-,-,●
前排座椅功能,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,-,-,-,-,-,-,-,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,-,-,-,-,-,-,-,-,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,●,-,-,-,-,-,-,-,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,-,-,-,-,-,-,-,●
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-
上市时间,2021.12,2021.12,2022.03,2022.03,2022.03,2022.05,2023.03,2023.03,2023.03,2023.03
上坡辅助,●,●,-,-,-,-,-,-,-,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,-,-,-,-,-,-,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km)_y,403,403,301,403,403,403,200,310,403,403
CLTC纯电续航里程(km)_x,403,403,301,403,403,403,200,310,403,403
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-
