Feature,34400,35796,35797,35798,35799,35800,35984,36003,36004,36005,36006,36007,38498,38499,38509,38510,38512,39144,39398,39399,39400
缸盖材料,铝合金,铝合金,铝合金,-,-,-,铝合金,铝合金,铝合金,-,-,-,-,-,铝合金,铝合金,铝合金,-,-,-,-
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,-,-,-,铝合金,铝合金,铝合金,-,-,-,-,-,铝合金,铝合金,铝合金,-,-,-,-
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
系统综合扭矩(N·m),490,490,490,-,-,-,490,490,490,-,-,-,-,-,495,495,495,-,-,-,-
系统综合功率(kW),223,223,223,-,-,-,223,223,223,-,-,-,-,-,228,228,228,-,-,-,-
简称,6挡双离合,6挡双离合,6挡双离合,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,6挡双离合,6挡双离合,6挡双离合,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,6挡双离合,6挡双离合,6挡双离合,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●,-,●,-,●,●,●,●,●,-,●,●,●,●,●,●
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,-,56.4,56.4,56.4,-,-,-,56.4,56.4,56.4,69.5,69.5,-,-,-,56.4,53.1,56.4,56.4
电池组质保,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里,八年或15万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),250,250,250,280,280,280,250,250,250,280,280,280,280,280,250,250,250,280,180,280,280
电动机总功率(kW),110,110,110,120,120,120,110,110,110,120,120,120,135,135,110,110,110,120,100,120,120
电动座椅记忆,-,-,-,-,-,●,-,-,-,-,●,●,-,○,-,-,-,-,-,-,●
电动天窗,●,-,●,●,●,●,-,●,-,-,-,-,●,●,-,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准,国V,国V,国V,-,-,-,国V,国V,国V,-,-,-,-,-,国VI,国VI,国VI,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,-,-,-,92号,92号,92号,-,-,-,-,-,92号,92号,92号,-,-,-,-
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动
温度分区控制,●,-,●,●,●,●,-,●,-,●,●,●,●,●,-,-,-,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),39,39,39,-,-,-,39,39,39,-,-,-,-,-,39,39,39,-,-,-,-
气缸数(个),4,4,4,-,-,-,4,4,4,-,-,-,-,-,4,4,4,-,-,-,-
气缸排列形式,L,L,L,-,-,-,L,L,L,-,-,-,-,-,L,L,L,-,-,-,-
每缸气门数(个),4,4,4,-,-,-,4,4,4,-,-,-,-,-,4,4,4,-,-,-,-
最高车速(km/h),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),154,154,154,163,163,163,154,154,154,163,163,163,184,184,160,160,160,163,136,163,163
最大扭矩转速(rpm),1750-3500,1750-3500,1750-3500,-,-,-,1750-3500,1750-3500,1750-3500,-,-,-,-,-,1600-4000,1600-4000,1600-4000,-,-,-,-
最大扭矩(N·m)_y,240,240,240,280,280,280,240,240,240,280,280,280,280,280,245,245,245,280,180,280,280
最大扭矩(N·m)_x,490,490,490,280,280,280,490,490,490,280,280,280,280,280,495,495,495,280,180,280,280
最大功率转速(rpm),5200,5200,5200,-,-,-,5200,5200,5200,-,-,-,-,-,5200,5200,5200,-,-,-,-
最大功率(kW)_y,113,113,113,120,120,120,113,113,113,120,120,120,135,135,118,118,118,120,100,120,120
最大功率(kW)_x,223,223,223,120,120,120,223,223,223,120,120,120,135,135,228,228,228,120,100,120,120
无钥匙进入系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里
整备质量(kg),1690,1690,1690,-,-,-,1690,1690,1690,-,-,-,-,-,-,-,-,-,-,-,-
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1497,1497,1497,-,-,-,1497,1497,1497,-,-,-,-,-,1497,1497,1497,-,-,-,-
挡位个数,6,6,6,1,1,1,6,6,6,1,1,1,1,1,6,6,6,1,1,1,1
扬声器品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
扬声器个数,10-11喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,10-11喇叭,4-5喇叭,10-11喇叭,4-5喇叭,6-7喇叭,10-11喇叭,10-11喇叭,6-7喇叭,6-7喇叭(选装10-11喇叭),4-5喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,10-11喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-,●,●,-,-,●,-,-,-,-
手机互联/映射功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,-,-,-,-,-,-,-,-,-,-,-,-,80,80,-,-,-,80,80,80,80
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,80,80,-,-,-,80,80,80,80
快充时间(小时)_y,-,-,-,1.5,1.5,1.5,-,-,-,1.5,1.5,1.5,1.5,1.5,-,-,-,1.5,1.5,1.5,1.5
快充时间(小时)_x,-,-,-,1.5,1.5,1.5,-,-,-,1.5,1.5,1.5,1.5,1.5,-,-,-,1.5,1.5,1.5,1.5
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,仿皮,仿皮,仿皮,仿皮,仿皮,真皮,仿皮,仿皮,仿皮,仿皮,真皮,真皮,仿皮,仿皮(选装真皮),仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,真皮
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,●,-,○,-,-,○,-,-,-,-
工信部综合油耗(L/100km),1,1,1,-,-,-,1,1,1,-,-,-,-,-,1.4,1.4,1.4,-,-,-,-
工信部纯电续航里程(km)_y,82,82,82,420,420,420,82,82,82,420,420,420,520,520,53,53,53,420,401,420,420
工信部纯电续航里程(km)_x,82,82,82,420,420,420,82,82,82,420,420,420,520,520,53,53,53,420,401,420,420
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●,●
宽度(mm),1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837
实测续航里程(km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测快充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),39.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),6.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
定速巡航,●,●,●,●,●,●,-,●,-,-,●,-,●,●,-,●,●,●,●,●,●
官方0-100km/h加速(s),5.9,5.9,-,-,-,-,5.9,5.9,5.9,-,-,-,-,-,5.9,5.9,5.9,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,-,●,-,●,●,●,●,●,-,●,●,●,●,●,●
外接音源接口,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB,USB
备胎规格,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1590,1590,1590,1580,1580,1580,1590,1590,1590,1580,1580,1580,1580,1580,1590,1590,1590,1580,1580,1580,1580
后轮胎规格,215/55 R17,225/60 R16,215/55 R17,225/55 R17,225/55 R17,225/55 R17,225/60 R16,215/55 R17,225/60 R16,225/55 R17,225/55 R17,225/55 R17,225/55 R17,225/55 R17,225/60 R16,225/60 R16,215/55 R17,225/55 R17,225/55 R17,225/55 R17,225/55 R17
后视镜记忆,-,-,-,-,-,●,-,-,-,-,●,●,-,-,-,-,-,-,-,-,●
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,-,●,-,●,●,-,●,-,-,●,●,-,●,-,-,●,●,-,-,●
后视镜加热,●,-,●,●,●,●,-,●,-,●,●,●,-,●,-,-,●,●,-,-,●
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,-,比例放倒,-,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,扭力梁式非独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,-,●,-,-,●,●,●,●,-,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,6挡双离合,6挡双离合,6挡双离合,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,6挡双离合,6挡双离合,6挡双离合,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,6挡双离合,6挡双离合,6挡双离合,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●,●,-,-,-,●,●,●,-,-,-,-,-,●,●,●,-,-,-,-
发动机特有技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,BYD476ZQA,BYD476ZQA,BYD476ZQA,-,-,-,BYD476ZQA,BYD476ZQA,BYD476ZQA,-,-,-,-,-,BYD476ZQB,BYD476ZQB,BYD476ZQB,-,-,-,-
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,1.5T 154马力 L4,1.5T 154马力 L4,1.5T 154马力 L4,纯电动 163马力,纯电动 163马力,纯电动 163马力,1.5T 154马力 L4,1.5T 154马力 L4,1.5T 154马力 L4,纯电动 163马力,纯电动 163马力,纯电动 163马力,纯电动 184马力,纯电动 184马力,1.5T 160马力 L4,1.5T 160马力 L4,1.5T 160马力 L4,纯电动 163马力,纯电动 136马力,纯电动 163马力,纯电动 163马力
压缩比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),17.69万,15.69万,16.69万,16.99万,17.99万,18.99万,14.99万,20.69万,17.69万,18.99万,21.99万,29.99万,18.99万,19.99万,13.69万,14.69万,15.69万,17.99万,14.99万,16.99万,18.99万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前轮距(mm),1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580
