Feature,1004045,1004046,1004047,1004048,1004049,1004050,1004051,1004052
最高车速(km/h),130,130,120,120,130,130,120,120
最小离地间隙(mm),-,-,-,-,-,-,-,-
最大马力(Ps),103,92,103,92,103,92,103,92
最大载重质量(kg),825,825,825,825,825,825,825,825
最大扭矩转速(rpm),2600-3200,2000,2600-3200,2000,2600-3200,2000,2600-3200,2000
最大扭矩(N·m)_y,183,200,183,200,183,200,183,200
最大扭矩(N·m)_x,183,200,183,200,183,200,183,200
最大功率转速(rpm),4200-4600,3600,4200-4600,3600,4200-4600,3600,4200-4600,3600
最大功率(kW)_y,76,68,76,68,76,68,76,68
最大功率(kW)_x,76,68,76,68,76,68,76,68
无钥匙进入系统,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-
方向盘调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-
整备质量(kg),1480,1585,1560,1665,1480,1585,1560,1665
排量(mL),2237,2771,2237,2771,2237,2771,2237,2771
挡位个数,5,5,5,5,5,5,5,5
扬声器品牌,-,-,-,-,-,-,-,-
扬声器个数,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭
感应雨刷,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-
座椅高低调节,-,-,-,-,-,-,-,-
座椅材料,织物,仿皮,织物,仿皮,织物,织物,织物,织物
座位数(个),5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-
宽度(mm),1720,1720,1720,1720,1720,1720,1720,1720
定速巡航,-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●
大灯高度可调,-,-,-,-,-,-,-,-
大灯清洗装置,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-
外接音源接口,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1466,1466,1466,1466,1466,1466,1466,1466
后轮胎规格,215/75 R15,215/75 R15,215/75 R15,215/75 R15,215/75 R15,215/75 R15,215/75 R15,215/75 R15
后视镜记忆,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●
后视镜电动折叠,-,-,-,-,-,-,-,-
后视镜加热,-,-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-
后排座椅放倒方式,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧
后座出风口,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-
发动机型号,JM491Q-ME,JE493ZQ8,JM491Q-ME,JE493ZQ8,JM491Q-ME,JE493ZQ8,JM491Q-ME,JE493ZQ8
发动机启停技术,-,-,-,-,-,-,-,-
发动机,2.2L 103马力 L4,2.8T 92马力 L4,2.2L 103马力 L4,2.8T 92马力 L4,2.2L 103马力 L4,2.8T 92马力 L4,2.2L 103马力 L4,2.8T 92马力 L4
压缩比,-,-,-,-,-,-,-,-
厂商指导价(元),6.60万,10.38万,6.70万,10.68万,6.54万,8.98万,6.64万,8.98万
厂商,明君汽车,明君汽车,明君汽车,明君汽车,明君汽车,明君汽车,明君汽车,明君汽车
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
前雾灯,●,●,●,●,●,●,●,●
前轮距(mm),1439,1439,1439,1439,1439,1439,1439,1439
前轮胎规格,215/75 R15,215/75 R15,215/75 R15,215/75 R15,215/75 R15,215/75 R15,215/75 R15,215/75 R15
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-
前悬架类型,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂,双叉臂式独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-
倒车视频影像,-,●,-,●,-,-,-,-
侧滑门,-,-,-,-,-,-,-,-
供油方式,多点电喷,直喷,多点电喷,直喷,多点电喷,直喷,多点电喷,直喷
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-
中控台彩色大屏,-,●,-,●,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-
上市时间,2016.03,2016.03,2016.03,2016.03,2016.03,2016.03,2016.03,2016.03
上坡辅助,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-,-,-
CD/DVD,-,-,-,-,-,-,-,-
ABS防抱死,-,-,-,-,-,-,-,-
220V/230V电源,-,-,-,-,-,-,-,-
