Feature,54739,54741,54742,55452,58596,61893,61894,61895,61896,61897
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,
车型名称,凯迪拉克CT5 2022款 28T 风尚型,凯迪拉克CT5 2022款 28T 尊贵型,凯迪拉克CT5 2022款 28T 铂金型,凯迪拉克CT5 2022款 28T 豪华型（标准版）,凯迪拉克CT5 2022款 28T 铂金超级辅助驾驶版,凯迪拉克CT5 2023款 28T 风尚型,凯迪拉克CT5 2023款 28T 豪华型（标准版）,凯迪拉克CT5 2023款 28T 尊贵型,凯迪拉克CT5 2023款 28T 铂金型,凯迪拉克CT5 2023款 28T 铂金超级辅助驾驶版
车前雾灯,-,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,,,,,-,,,,
车内化妆镜,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,,-,-,-,-,
负离子发生器,-,●,●,-,●,-,-,●,●,●
语音识别控制系统,,,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-
被动行人保护,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,●,●,-,●,-,-,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,●,-,●,-,-,-,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●
自动变道辅助,-,-,-,-,●,-,-,-,-,●
膝部气囊,-,●,●,-,●,-,-,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,
缺气保用轮胎,●,●,●,●,●,●,●,●,●,●
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车
简称,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体
第二排独立座椅,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-
离去角(°),13,13,13,13,13,13,13,13,13,13
疲劳驾驶提示,-,-,-,-,●,-,-,-,-,●
电磁感应悬架,-,●,●,-,●,-,-,●,●,●
电动扰流板,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,,,-,,-,-,,,
电动吸合车门,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-
电动后备厢,○,○,-,○,-,○,○,○,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,
油箱容积(L),66,66,66,66,66,66,66,66,66,66
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,-,-,-,-,,-,-,-,-,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),240,240,240,240,240,240,240,240,240,240
最大马力(Ps),237,237,237,237,237,237,237,237,237,237
最大满载质量(kg),2055,2105,2105,2055,2105,2055,2055,2105,2105,2105
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,350,350,350,350,350,350,350,350,350,350
最大扭矩(N·m)_x,350,350,350,350,350,350,350,350,350,350
最大功率转速(rpm),5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
最大功率(kW)_y,174,174,174,174,174,174,174,174,174,174
最大功率(kW)_x,174,174,174,174,174,174,174,174,174,174
最大净功率(kW),169,169,169,169,169,169,169,169,169,169
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,●,-,●,-,-,-,●,●
方向盘材质,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,●,●,-,●,-,-,●,●,●
方向盘位置调节,,,,,,,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),1640,1685,1685,1640,1685,1640,1640,1685,1685,1685
摄像头数量,-,-,-,-,,-,-,-,-,
接近角(°),13,13,13,13,13,13,13,13,13,13
排量(mL),1998,1998,1998,1998,1998,1998,1998,1998,1998,1998
换挡形式,,,,,,,,,,
挡位个数,10,10,10,10,10,10,10,10,10,10
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,,,,,-,,,,
手机无线充电功能,-,-,,-,,-,-,-,,
手机互联/映射,,,,,,,,,,
手机APP远程功能,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,,,,,-,,,,
感应后备厢,-,-,●,-,●,-,-,-,●,●
座椅材质,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5
并线辅助,-,●,●,-,●,-,-,●,●,●
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
宽度(mm),1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
官方0-100km/h加速(s),7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,,,
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无
地图品牌,,,,,,,,,,
四驱形式,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1634,1634,1634,1634,1634,1634,1634,1634,1634,1634
后轮胎规格,245/45 R18,245/45 R18,245/40 R19,245/45 R18,245/40 R19,245/45 R18,245/45 R18,245/45 R18,245/40 R19,245/40 R19
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-
后排杯架,-,●,●,●,●,-,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-
后悬架类型,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),384,384,384,384,384,384,384,384,384,384
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●,●,●,●,●,●,●
可变悬架功能,-,,,-,,-,-,,,
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体,10挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机特有技术,带Tripower可变气门管理技术,带Tripower可变气门管理技术,带Tripower可变气门管理技术,带Tripower可变气门管理技术,带Tripower可变气门管理技术,带Tripower可变气门管理技术,带Tripower可变气门管理技术,带Tripower可变气门管理技术,带Tripower可变气门管理技术,带Tripower可变气门管理技术
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,LSY,LSY,LSY,LSY,LSY,LSY,LSY,LSY,LSY,LSY
发动机启停技术,-,●,●,-,●,-,-,●,●,●
发动机,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4
厂商指导价(元),27.97万,32.07万,34.17万,29.47万,36.07万,28.97万,29.47万,32.07万,34.17万,36.17万
厂商,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克,上汽通用凯迪拉克
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1596,1596,1596,1596,1596,1596,1596,1596,1596,1596
前轮胎规格,245/45 R18,245/45 R18,245/40 R19,245/45 R18,245/40 R19,245/45 R18,245/45 R18,245/45 R18,245/40 R19,245/40 R19
前方碰撞预警,●,●,●,●,●,●,●,●,●,●
前排座椅功能,-,,,,,-,,,,
前悬架类型,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架,双球节麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,●,-,-,-,-,-,●,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,-,●,●,-,●,-,●,●,●,●
倒车车侧预警系统,-,●,●,-,●,-,-,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,
主动降噪,●,●,●,●,●,●,●,●,●,●
主动闭合式进气格栅,●,●,-,●,-,●,●,●,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-
上市时间,2021.11,2021.11,2021.11,2022.01,2022.08,2023.04,2023.04,2023.04,2023.04,2023.04
上坡辅助,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.76,7.97,7.97,7.76,7.97,7.76,7.76,7.97,7.97,7.97
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),-,7.2,7.2,-,7.2,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,●,-,●,-,-,-,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-
