Feature,57016,57017,57018,57019
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置
电动机总扭矩(N·m),320,320,320,320
电动机总功率(kW),190,160,160,160
电动机总功率(Ps),258,218,218,218
电动机(Ps),258,218,218,218
电动扰流板,-,-,-,-
电动座椅记忆功能,,,,
电动吸合车门,-,-,-,-
电动后备厢位置记忆,●,●,●,●
电动后备厢,●,●,●,●
环保标准_y,-,-,-,国VI
环保标准_x,-,-,-,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,-,-,-,92号
燃料形式,纯电动,氢燃料,纯电动,增程式
灯光特色功能,-,-,-,-
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
油箱容积(L),-,-,-,45
气缸数(个),-,-,-,4
气缸排列形式,-,-,-,L
毫米波雷达数量,,,,
每缸气门数(个),-,-,-,4
最高车速(km/h),170,170,170,170
最大马力(Ps),258,218,218,95
最大满载质量(kg),2100,2275,2245,2135
最大扭矩转速(rpm),-,-,-,-
最大扭矩(N·m)_y,320,320,320,-
最大扭矩(N·m)_x,320,320,320,320
最大功率转速(rpm),-,-,-,-
最大功率(kW)_y,190,160,160,70
最大功率(kW)_x,190,160,160,160
最大净功率(kW),-,-,-,-
最低荷电状态油耗(L/100km),-,-,-,4.5
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
无框设计车门,●,●,●,●
旋转大屏,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),1725,1900,1870,1760
整体主动转向系统,-,-,-,-
摄像头数量,,,,
接近角(°),15,15,15,15
排量(mL),-,-,-,1480
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,,-,,
手机无线充电功能,,,,
手机互联/映射,-,-,-,-
手机APP远程控制,,,,
手势控制,●,●,●,●
慢充时间(小时)_y,-,-,-,-
慢充时间(小时)_x,-,-,-,-
感应雨刷功能,,,,
感应后备厢,-,-,-,-
快充电量百分比,80,80,80,80
快充电量(%),80,80,80,80
快充时间(小时)_y,0.42,0.5,0.58,0.5
快充时间(小时)_x,0.42,0.5,0.58,0.5
快充功能,支持,支持,支持,选装
循迹倒车,○,-,○,-
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电,●,●,●,●
宽度(mm),1890,1890,1890,1890
官方0-100km/h加速(s),5.9,9.5,6.9,7.5
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
大灯延时关闭,●,●,●,●
多层隔音玻璃,-,-,-,-
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,无,无,无,无
地图品牌,,,,
哨兵模式/千里眼,○,-,○,-
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1630,1630,1630,1630
后轮胎规格,245/45 R19,245/45 R19,245/45 R19,245/45 R19
后电动机最大扭矩(N·m),320,320,320,320
后电动机最大功率(kW),190,160,160,160
后方碰撞预警,●,●,●,●
后排独立空调,-,-,-,-
后排液晶屏幕,-,-,-,-
后排杯架,●,●,●,●
后排控制多媒体,-,-,-,-
后排座椅电动放倒,-,-,-,-
后排座椅放倒形式,,,,
后排小桌板,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排侧窗遮阳帘,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后备厢容积(L),-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-
可变悬架功能,-,-,-,-
可加热喷水嘴,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-,●
发动机布局,-,-,-,横置
发动机型号,-,-,-,JL473QJ
发动机启停技术,-,-,-,-
发动机,纯电动,-,纯电动,增程式 95马力
厂商指导价(元),18.39万,69.99万,21.59万,16.89万
厂商,长安深蓝,长安深蓝,长安深蓝,长安深蓝
卫星导航系统,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1620,1620,1620,1620
前轮胎规格,245/45 R19,245/45 R19,245/45 R19,245/45 R19
前方碰撞预警,●,●,●,●
前排座椅功能,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动能量回收系统,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,●,●,●
供油方式,-,-,-,未知
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动降噪,-,-,-,-
主动闭合式进气格栅,-,-,-,-
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2022.07,2022.07,2022.07,2022.07
上坡辅助,●,●,●,●
Wi-Fi热点,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,0.75
WLTC纯电续航里程(km)_y,-,-,-,165
WLTC纯电续航里程(km)_x,-,-,-,165
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
NEDC综合续航(km),-,635,-,-
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,●,●,●,○
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,515,-,705,200
CLTC纯电续航里程(km)_x,515,-,705,200
AR实景导航,●,●,●,○
ABS防抱死,●,●,●,●
4G/5G网络,,,,
220V/230V电源,-,-,-,-
