Feature,51806,51807,51808,51809,51810,59431,60765,60828,61216,61217,61218
后排杯架,-,●,●,-,●,●,-,●,-,●,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,,,-,,,-,,-,,-
后排小桌板,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,●,●,●,●,●,●,●,●,●,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),无级变速箱(CVT),无级变速箱(CVT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),7挡干式双离合,7挡干式双离合,7挡干式双离合,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),7挡干式双离合,7挡干式双离合,CVT无级变速(模拟8挡)
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,G4FL,G4FL,G4FL,G4LD,G4LD,G4LD,G4FL,G4FL,G4LD,G4LD,G4FL
发动机启停技术,○,○,○,●,●,●,○,○,●,●,○
发动机,1.5L 115马力 L4,1.5L 115马力 L4,1.5L 115马力 L4,1.4T 130马力 L4,1.4T 130马力 L4,1.4T 140马力 L4,1.5L 115马力 L4,1.5L 115马力 L4,1.4T 140马力 L4,1.4T 140马力 L4,1.5L 115马力 L4
厂商指导价(元),10.98万,11.48万,11.98万,12.28万,13.18万,14.39万,12.29万,13.09万,13.09万,13.89万,11.29万
厂商,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚
卫星导航系统,-,○,○,●,●,●,●,●,●,●,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1558,1558,1558,1558,1558,1558,1564,1558,1564,1558,1564
前轮胎规格,225/45 R17,225/45 R17,225/45 R17,225/45 R17,225/45 R17,225/45 R17,205/55 R16,225/45 R17,205/55 R16,225/45 R17,205/55 R16
前方碰撞预警,-,-,●,-,●,●,-,●,-,●,-
前排座椅功能,-,-,,-,-,,,,,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,●,-,●,-,●,-
倒车车侧预警系统,-,-,●,-,●,●,-,●,-,●,-
供油方式,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,多点电喷,多点电喷,直喷,直喷,多点电喷
主座椅调节方式,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,●,-,●,●,-,●,-,●,-
主/副驾驶座电动调节,-,-,主○&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,-,主○&nbsp;/&nbsp;副-,-,主○&nbsp;/&nbsp;副-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-
上市时间,2021.06,2021.06,2021.06,2021.06,2021.06,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),5.77,5.77,5.77,5.98,5.98,5.8,5.77,5.77,5.8,5.8,5.77
USB/Type-C接口数量,,,,,,-,-,-,-,-,-
OTA升级,-,-,-,-,-,●,●,●,●,●,-
NEDC综合油耗(L/100km),5.4,5.4,5.4,5.3,5.3,-,-,-,-,-,-
LED日间行车灯,-,●,●,●,●,●,●,●,●,●,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-
ETC装置,-,-,-,-,-,○,○,○,○,○,○
DOW开门预警,-,-,-,-,-,●,-,●,-,●,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,,,,,,,,,,-
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-
