Feature,8591,12239,14391,22656
自适应巡航,-,-,-,-
自动驻车,-,-,-,-
自动泊车入位,-,-,-,-
自动头灯,●,●,●,●
膝部气囊,-,-,-,-
腰部支撑调节,●,●,●,●
能源类型,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●
肩部支撑调节,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸径(mm),94,94,94,94
缸体材料,铝合金,铝合金,铝合金,铝合金
级别,跑车,跑车,跑车,跑车
简称,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
第二排靠背角度调节,-,-,-,-
第二排独立座椅,-,-,-,-
第二排座椅移动,-,-,-,-
第三排座椅,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-
皮质方向盘,●,●,●,●
疲劳驾驶提示,-,-,-,-
电磁感应悬架,-,-,-,-
电动座椅记忆,●,●,●,●
电动天窗,-,-,-,-
电动吸合门,-,-,-,-
电动后备厢,-,-,-,-
环保标准,欧V,欧V,欧V,欧V
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油
温度分区控制,●,●,●,●
流媒体车内后视镜,-,-,-,-
油箱容积(L),90,86,86,90
气缸数(个),8,8,8,8
气缸排列形式,V,V,V,V
每缸气门数(个),4,4,4,4
最高车速(km/h),-,298,300,303
最小离地间隙(mm),-,-,-,-
最大马力(Ps),460,460,460,460
最大扭矩转速(rpm),4750,4750,4750,4750
最大扭矩(N·m)_y,520,520,520,520
最大扭矩(N·m)_x,520,520,520,520
最大功率转速(rpm),7000,7000,7000,7000
最大功率(kW)_y,338,338,338,338
最大功率(kW)_x,338,338,338,338
无钥匙进入系统,-,-,-,-
无钥匙启动系统,-,-,-,-
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-
方向盘电动调节,-,-,-,-
方向盘换挡,●,●,●,●
方向盘加热,-,-,-,-
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),1670,1995,1995,1800
整体主动转向系统,-,-,-,-
排量(mL),4691,4691,4691,4691
挡位个数,6,6,6,6
扬声器品牌,-,-,-,-
扬声器个数,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭
手机无线充电,-,-,-,-
手机互联/映射功能,-,-,-,-
感应雨刷,●,●,●,●
感应后备厢,-,-,-,-
座椅高低调节,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮
座位数(个),4,4,4,4
并线辅助,-,-,-,-
工信部综合油耗(L/100km),-,15.5,15.5,15.5
导航路况信息显示,-,-,-,-
宽度(mm),1915,1847,1847,1915
实测油耗(L/100km),-,-,-,-
实测100-0km/h制动(m),-,35.48,-,-
实测0-100km/h加速(s),-,5.25,-,-
定速巡航,●,●,●,●
官方0-100km/h加速(s),-,4.8,4.7,4.9
安全带未系提示,●,●,●,●
大灯高度可调,●,●,●,●
大灯清洗装置,●,●,●,●
夜视系统,-,-,-,-
多功能方向盘,●,●,●,●
外接音源接口,USB,USB,USB,USB
备胎规格,无,非全尺寸,非全尺寸,无
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1590,1590,1590,1590
后轮胎规格,295/35 R20,285/35 R20,285/35 R20,295/35 R20
后视镜记忆,-,-,-,-
后视镜电动调节,●,●,●,●
后视镜电动折叠,●,●,●,●
后视镜加热,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-
后排独立空调,-,-,-,-
后排液晶屏,-,-,-,-
后排杯架,●,●,●,●
后排座椅电动调节,-,-,-,-
后排座椅放倒方式,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排侧遮阳帘,-,-,-,-
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-
可变悬架,-,-,-,-
可加热/制冷杯架,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
发动机电子防盗,●,●,●,●
发动机特有技术,-,-,-,-
发动机型号,-,-,-,-
发动机启停技术,-,-,-,-
发动机,4.7L 460马力 V8,4.7L 460马力 V8,4.7L 460马力 V8,4.7L 460马力 V8
压缩比,11,11,11,11
厂商指导价(元),288.80万,246.80万,261.80万,288.80万
厂商,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂,玛莎拉蒂
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-
前雾灯,-,-,●,-
前轮距(mm),1586,1586,1586,1586
前轮胎规格,255/35 R20,245/35 R20,245/35 R20,255/35 R20
前桥限滑差速器/差速锁,-,-,-,-
前悬架类型,独立双叉臂式,独立双叉臂式,独立双叉臂式,独立双叉臂式
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排座椅通风,-,-,-,-
前/后排座椅按摩,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-
全液晶仪表盘,-,-,-,-
全景摄像头,-,-,-,-
全景天窗,-,-,-,-
倒车视频影像,-,-,-,-
侧滑门,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-
中控台彩色大屏尺寸,-,-,-,-
中控台彩色大屏,●,●,●,●
中央差速器锁止功能,-,-,-,-
上市时间,-,2012.11,2012.11,2015.04
上坡辅助,-,-,-,-
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-
HUD抬头数字显示,-,-,-,-
GPS导航系统,●,●,●,●
CD/DVD,单碟CD,单碟CD,单碟CD,单碟CD
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
