Feature,15537,15538,22760,22761,30467,30468,30469,30470,30471,30472,30473,30474
最高车速(km/h),175,184,175,175,184,175,184,175,184,175,184,175
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),124,124,124,124,124,124,124,124,124,124,124,124
最大扭矩转速(rpm),4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
最大扭矩(N·m)_y,153,153,153,153,153,153,153,153,153,153,153,153
最大扭矩(N·m)_x,153,153,153,153,153,153,153,153,153,153,153,153
最大功率转速(rpm),5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
最大功率(kW)_y,91,91,91,91,91,91,91,91,91,91,91,91
最大功率(kW)_x,91,91,91,91,91,91,91,91,91,91,91,91
无钥匙进入系统,-,-,●,●,-,-,-,-,-,-,●,●
无钥匙启动系统,-,-,●,●,-,-,-,-,-,-,●,●
方向盘调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1173,1144,1206,1174,1123,1152,1123,1152,1146,1174,1178,1206
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598
挡位个数,无级变速,5,无级变速,无级变速,5,无级变速,5,无级变速,5,无级变速,5,无级变速
扬声器品牌,-,-,-,-,-,-,-,-,-,-,-,-
扬声器个数,2-3喇叭,2-3喇叭,4-5喇叭,4-5喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,4-5喇叭,4-5喇叭,4-5喇叭,4-5喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-,-,●,●,-,-,-,-
感应雨刷,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,织物,织物,真皮,真皮,织物,织物,织物,织物,织物,织物,真皮,真皮
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),6.1,6.3,6.2,6.1,6.3,6.1,6.3,6.1,6.3,6.1,6.3,6.2
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1734,1734,1734,1699,1695,1695,1695,1695,1699,1699,1734,1734
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
定速巡航,-,-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),11.7,11.8,11.7,11.7,11.8,11.7,11.8,11.7,11.8,11.7,11.8,11.7
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-
外接音源接口,AUX,AUX,USB+AUX,USB+AUX,AUX,AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,-,-,-,-,●,●,●,●
后轮距(mm),1475,1475,1480,1475,1475,1475,1475,1475,1475,1475,1480,1480
后轮胎规格,185/65 R15 ,185/65 R15 ,195/55 R16,185/65 R15 ,185/65 R15 ,185/65 R15 ,185/65 R15 ,185/65 R15 ,185/65 R15 ,185/65 R15 ,195/55 R16,195/55 R16
后视镜记忆,-,-,-,-,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,-,-,-,-,●,●,●,●
后视镜电动折叠,-,-,-,-,-,-,-,-,-,-,-,-
后视镜加热,-,-,-,-,-,-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,整体放倒,整体放倒,比例放倒,比例放倒,整体放倒,整体放倒,整体放倒,整体放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架,带稳定杆扭力梁式后悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT)
变速箱,CVT无级变速,5挡手动,CVT无级变速,CVT无级变速,5挡手动,CVT无级变速,5挡手动,CVT无级变速,5挡手动,CVT无级变速,5挡手动,CVT无级变速
发动机电子防盗,●,●,●,●,-,-,-,-,●,●,●,●
发动机特有技术,C-VTC,C-VTC,C-VTC,C-VTC,C-VTC,C-VTC,C-VTC,C-VTC,C-VTC,C-VTC,C-VTC,C-VTC
发动机型号,HR16DE,HR16DE,HR16DE,HR16DE,HR16DE,HR16DE,HR16DE,HR16DE,HR16DE,HR16DE,HR16DE,HR16DE
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-
发动机,1.6L 124马力 L4,1.6L 124马力 L4,1.6L 124马力 L4,1.6L 124马力 L4,1.6L 124马力 L4,1.6L 124马力 L4,1.6L 124马力 L4,1.6L 124马力 L4,1.6L 124马力 L4,1.6L 124马力 L4,1.6L 124马力 L4,1.6L 124马力 L4
压缩比,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8
厂商指导价(元),10.78万,9.78万,11.18万,10.18万,8.58万,9.58万,8.82万,9.82万,9.58万,10.58万,10.72万,11.72万
厂商,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,-,-,-,-,●,●,●,●
前轮距(mm),1470,1470,1475,1470,1470,1470,1470,1470,1470,1470,1475,1475
前轮胎规格,185/65 R15,185/65 R15,195/55 R16,185/65 R15,185/65 R15,185/65 R15,185/65 R15,185/65 R15,185/65 R15,185/65 R15,195/55 R16,195/55 R16
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-,-,-,-,-
倒车视频影像,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,-,-,-,-,-,-,7英寸,7英寸,-,-,-,-
中控台彩色大屏,-,-,-,-,-,-,●,●,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2013.04,2013.04,2015.05,2015.05,-,-,-,-,-,-,-,-
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-,-,-,-,-,-,-
CD/DVD,单碟CD,单碟CD,-,-,单碟CD,单碟CD,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-
