Feature,37533,37959,43460,45377,48779
疲劳驾驶提示,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,欧VI,欧VI,欧VI,欧VI,欧VI
环保标准_x,欧VI,欧VI,欧VI,欧VI,欧VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油
温度分区控制,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-
油箱容积(L),83,83,83,83,80
气缸数(个),10,10,10,10,10
气缸排列形式,V,V,V,V,V
每缸气门数(个),4,4,4,4,4
最高车速(km/h),325,325,325,324,310
最大马力(Ps),640,640,611,611,640
最大扭矩转速(rpm),6500,6500,6500,6500,6500
最大扭矩(N·m)_y,600,600,560,560,565
最大扭矩(N·m)_x,600,600,560,560,565
最大功率转速(rpm),8000,8000,8000,8000,8000
最大功率(kW)_y,470,470,449,449,470
最大功率(kW)_x,470,470,449,449,470
最大净功率(kW),470,470,449,449,470
无钥匙进入功能,-,-,-,-,-
无钥匙启动系统,●,●,●,●,●
无框设计车门,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,●,●,●,●,●
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),-,-,1615,-,-
整体主动转向系统,●,●,○,○,○
排量(mL),5204,5204,5204,5204,5204
换挡形式,,,,,
挡位个数,7,7,7,7,7
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,-,-,-,-
手机互联/映射,,,,,
感应雨刷功能,,,,,
座椅材质,,,,,
座位数(个),2,2,2,2,2
并线辅助,-,-,-,-,-
巡航系统,-,-,-,-,-
导航路况信息显示,-,-,-,-,-
宽度(mm),1933,1933,1933,1933,1945
官方0-100km/h加速(s),2.9,3.1,3.3,3.5,3
安全带未系提醒,,,,,
天窗类型,-,-,-,-,-
大灯高度可调,●,●,●,●,●
大灯延时关闭,-,-,-,-,-
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,无,无,无,无,无
四驱形式,全时四驱,全时四驱,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),1620,1620,1620,1620,1647
后轮胎规格,305/30 R20,305/30 R20,305/35 R19,305/35 R19,305/30 R20
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-
后悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
后座出风口,-,-,-,-,-
后备厢容积(L),100,100,100,100,38
后制动器类型,陶瓷通风盘式,陶瓷通风盘式,通风盘式,通风盘式,陶瓷通风盘式
可变转向比,●,●,●,●,●
可变悬架功能,,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置
发动机型号,DGF,DGF,DGF,DGF,DGF
发动机启停技术,●,●,●,●,●
发动机,5.2L 640马力 V10,5.2L 640马力 V10,5.2L 611马力 V10,5.2L 611马力 V10,5.2L 640马力 V10
压缩比,12.7,12.7,12.7,12.7,12.7
厂商指导价(元),321.30万,355.60万,254.00万,279.40万,390.00万
厂商,兰博基尼,兰博基尼,兰博基尼,兰博基尼,兰博基尼
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1668,1668,1668,1668,1688
前轮胎规格,245/30 R20,245/30 R20,245/35 R19,245/35 R19,245/30 R20
前排座椅功能,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,陶瓷通风盘式,陶瓷通风盘式,通风盘式,通风盘式,陶瓷通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
主座椅调节方式,,,,,
主动刹车/主动安全系统,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,多片离合器,多片离合器,-,-,-
上市时间,2019.01,2019.02,2020.03,2020.05,2020.11
上坡辅助,●,●,●,●,●
USB/Type-C接口数量,,,,,
OTA升级,-,-,-,-,-
NEDC综合油耗(L/100km),-,-,14,13.9,-
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-
ABS防抱死,●,●,●,●,●
