Feature,34580,34581,34582,34583,39154,39172,39173,39174
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),双离合变速箱(DCT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,7挡双离合,6挡手自一体,6挡手自一体,6挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-
发动机型号,CA4GC18T-01,CA4GC20T,CA4GC20T,CA6GV1,CA6GV30-04,CA4GC18TD-12,CA4GC20TD-11,CA4GC20TD-11
发动机启停技术,-,-,-,-,●,-,-,-
发动机,1.8T 188马力 L4,2.0T 204马力 L4,2.0T 204马力 L4,3.0L 231马力 V6,3.0L 231马力 V6,1.8T 188马力 L4,2.0T 204马力 L4,2.0T 204马力 L4
压缩比,-,-,-,10.3,10.3,-,-,-
厂商指导价(元),25.28万,26.88万,28.88万,31.78万,31.78万,25.28万,26.88万,28.88万
厂商,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗,一汽红旗
助力类型,电子液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●
前雾灯,●,●,●,●,●,●,●,●
前轮距(mm),1610,1610,1610,1610,1610,1610,1610,1610
前轮胎规格,225/55 R17 ,225/55 R17 ,225/55 R17 ,235/45 R18,235/45 R18,225/55 R17 ,225/55 R17 ,225/55 R17 
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅按摩,-,-,前-&nbsp;/&nbsp;后●,-,-,-,-,前-&nbsp;/&nbsp;后●
前/后排座椅加热,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-
全液晶仪表盘,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-
倒车视频影像,●,●,●,●,●,●,●,●
侧滑门,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,●,-,-,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸
中控台彩色大屏,●,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-
上市时间,2018.04,2018.04,2018.04,2018.04,2019.05,2019.05,2019.05,2019.05
上坡辅助,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-
GPS导航系统,●,●,●,●,●,●,●,●
CD/DVD,单碟DVD,单碟DVD,单碟DVD,单碟DVD,单碟DVD,单碟DVD,单碟DVD,单碟DVD
ABS防抱死,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-
