Feature,58251,58273,58274,58275,58276,61892,63244,63248,63249,63250,63251
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,-,●,●,●,●,●
车联网,●,-,●,●,●,-,●,-,●,●,●
车窗防夹手功能,●,●,●,●,●,-,●,●,●,●,●
车窗一键升降功能,,,,,,-,,,,,
车型名称,亚洲狮 2022款 2.0L 尊贵版,亚洲狮 2022款 2.0L 先锋版,亚洲狮 2022款 2.0L 精英版,亚洲狮 2022款 2.0L 尊悦版,亚洲狮 2022款 2.0L 旗舰版,亚洲狮 2023款 双擎 2.0L 基本型,2023款 2.0L 精英版,亚洲狮 2023款 2.0L 先锋版,亚洲狮 2023款 2.0L 尊悦版,亚洲狮 2023款 2.0L 20周年铂金纪念版,亚洲狮 2023款 2.0L 旗舰版
车前雾灯,,,,,,-,,,,,
车内香氛装置,-,-,-,-,-,-,-,-,-,●,-
车内环境氛围灯,,-,-,,,-,-,-,,,
车内化妆镜,,,,,,-,,,,,
车内中控锁,●,●,●,●,●,-,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,-,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-,-,-,-,-,-
语音识别控制系统,,-,,,,-,,-,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,-,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,-,●,●,●,●,●
自适应远近光,●,●,●,●,●,-,●,●,●,●,●
自动驻车,●,●,●,●,●,-,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,-,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,油电混合,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,-,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,-,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,-,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),-,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡)
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),132,132,132,132,132,-,132,132,132,132,132
空调温度控制方式,,,,,,-,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-
离去角(°),10,10,10,10,10,16,16,16,16,16,16
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,-,-,-,-,-,江苏时代,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,-,-,-,-,-,-,-,-,-
电池组质保,-,-,-,-,-,-,-,-,-,-,-
电池类型,-,-,-,-,-,锂离子电池,-,-,-,-,-
电机类型,-,-,-,-,-,-,-,-,-,-,-
电机布局,-,-,-,-,-,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-
电动机总功率(kW),-,-,-,-,-,-,-,-,-,-,-
电动机总功率(Ps),-,-,-,-,-,-,-,-,-,-,-
电动机(Ps),-,-,-,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,-,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,-,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,-,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,-,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,油电混合,汽油,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,-,,,,,
油箱容积(L),50,50,50,50,50,-,50,50,50,50,50
气缸数(个),4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180,180,180,180,180,180
最小转弯半径(m),5.6,5.4,5.4,5.4,5.6,-,5.4,5.4,5.6,5.6,5.6
最大马力(Ps),171,171,171,171,171,152,171,171,171,171,171
最大满载质量(kg),1820,1820,1820,1820,1820,1860,1820,1820,1820,1820,1820
最大扭矩转速(rpm),4600-5000,4600-5000,4600-5000,4600-5000,4600-5000,-,4600-5000,4600-5000,4600-5000,4600-5000,4600-5000
最大扭矩(N·m)_y,205,205,205,205,205,-,205,205,205,205,205
最大扭矩(N·m)_x,205,205,205,205,205,-,205,205,205,205,205
最大功率转速(rpm),6600,6600,6600,6600,6600,-,6600,6600,6600,6600,6600
最大功率(kW)_y,126,126,126,126,126,112,126,126,126,126,126
最大功率(kW)_x,126,126,126,126,126,112,126,126,126,126,126
最大净功率(kW),126,126,126,126,126,-,126,126,126,126,126
无钥匙进入功能,,-,-,,,-,-,-,,,
无钥匙启动系统,●,●,●,●,●,-,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,-,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,-,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,-,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1410,1380,1390,1400,1420,1445,1390,1380,1405,1405,1410
接近角(°),12,12,12,12,12,12,12,12,12,12,12
排量(mL),1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987
换挡形式,,,,,,-,,,,,
挡位个数,10,10,10,10,10,-,10,10,10,10,10
扬声器数量,,,,,,-,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,,-,-,-,-,,,,,
手机APP远程功能,,,,,,-,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,-,-,-,,-,-,-,-,-,
感应后备厢,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-
快充功能,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,-,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,-,,,,,
导航路况信息显示,●,-,●,●,●,-,●,-,●,●,●
宽度(mm),1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,-,,,,,
天窗类型,,-,,,,-,,-,,,
大灯高度可调,●,●,●,●,●,-,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,-,,,,,
多功能方向盘,●,●,●,●,●,-,●,●,●,●,●
外后视镜功能,,,,,,-,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,-,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1535,1535,1535,1535,1535,1526,1535,1535,1535,1535,1535
后轮胎规格,225/45 R17,205/55 R16,205/55 R16,205/55 R16,225/40 R18,-,205/55 R16,205/55 R16,225/45 R17,225/45 R17,225/40 R18
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,-,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,-,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,-,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架
后座出风口,●,-,-,●,●,-,-,-,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,-,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),-,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),-,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡)
发动机电子防盗,●,●,●,●,●,-,●,●,●,●,●
发动机特有技术,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,-,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,M20E,M20E,M20E,M20E,M20E,M20G,M20E,M20E,M20E,M20E,M20E
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-
发动机,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 152马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4
压缩比,13,13,13,13,13,-,13,13,13,13,13
厂商指导价(元),17.48万,14.18万,14.98万,15.68万,17.98万,0.00万,14.98万,14.18万,15.68万,15.88万,16.88万
厂商,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田
卫星导航系统,●,-,●,●,●,-,●,-,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,-,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-
副驾驶座垫式气囊,●,●,●,●,●,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,-,,,,,
前轮距(mm),1530,1530,1530,1530,1530,1527,1531,1531,1531,1531,1531
前轮胎规格,225/45 R17,205/55 R16,205/55 R16,205/55 R16,225/40 R18,-,205/55 R16,205/55 R16,225/45 R17,225/45 R17,225/40 R18
前方碰撞预警,●,●,●,●,●,-,●,●,●,●,●
前排座椅功能,,-,-,-,,-,-,-,-,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,-,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,-,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,-,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,-,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,-,,,,,
全液晶仪表盘,●,-,-,-,●,-,-,-,-,-,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,-,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
主座椅调节方式,,,,,,-,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,-,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,-,,,,,
中控屏幕尺寸,,,,,,-,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-
上市时间,2022.07,2022.07,2022.07,2022.07,2022.07,-,2023.05,2023.05,2023.05,2023.05,2023.05
上坡辅助,●,●,●,●,●,-,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,5.59,5.59,6.15,6.15,6.15
USB/Type-C接口数量,,,,,,-,,,,,
OTA升级,●,-,●,●,●,-,●,●,●,●,●
NEDC综合油耗(L/100km),6,5.7,5.7,5.7,6,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,-,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,-,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-
ETC装置,-,-,-,-,-,-,-,-,-,●,-
ABS防抱死,●,●,●,●,●,-,●,●,●,●,●
4G/5G网络,,-,,,,-,,-,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-
