Feature,42954,46259,46260,46261
燃料形式,汽油,汽油,汽油,汽油
灯光特色功能,,-,,
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
油箱容积(L),65,65,65,65
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),210,210,210,210
最大马力(Ps),252,252,252,252
最大满载质量(kg),2105,2105,2105,2105
最大扭矩转速(rpm),1750-4000,1750-4000,1750-4000,1750-4000
最大扭矩(N·m)_y,390,390,390,390
最大扭矩(N·m)_x,390,390,390,390
最大功率转速(rpm),5250,5250,5250,5250
最大功率(kW)_y,185,185,185,185
最大功率(kW)_x,185,185,185,185
最大净功率(kW),170,170,170,170
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,五年或15万公里,五年或15万公里,五年或15万公里,五年或15万公里
整备质量(kg),1730,1705,1705,1705
接近角(°),13,13,13,13
排量(mL),1991,1991,1991,1991
换挡形式,,,,
挡位个数,6,6,6,6
扬声器数量,,,,
扬声器品牌名称,,-,-,-
手机无线充电功能,,-,-,-
手机互联/映射,,,,
手机APP远程功能,,-,-,
感应雨刷功能,,-,,
感应后备厢,●,-,-,-
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,●,-,-,-
巡航系统,,,,
导航路况信息显示,●,-,-,●
宽度(mm),1868,1868,1868,1868
实测油耗(L/100km),9.8,-,-,-
实测100-0km/h制动(m),41.06,-,-,-
实测0-100km/h加速(s),8.21,-,-,-
官方0-100km/h加速(s),7.8,7.8,7.8,7.8
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,非全尺寸,未知,未知,未知
地图品牌,,-,-,
后风挡遮阳帘,●,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1590,1590,1590,1590
后轮胎规格,235/45 R18,225/55 R17,225/55 R17,225/55 R17
后排独立空调,●,-,-,-
后排杯架,●,●,●,●
后排座椅放倒形式,-,-,-,-
后排侧隐私玻璃,●,-,●,●
后排侧窗遮阳帘,,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后备厢容积(L),500,500,500,500
后制动器类型,盘式,盘式,盘式,盘式
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
发动机电子防盗,●,●,●,●
发动机特有技术,DCVVT,DCVVT,DCVVT,DCVVT
发动机布局,横置,横置,横置,横置
发动机型号,4B20J1,4B20J1,4B20J1,4B20J1
发动机启停技术,-,-,-,-
发动机,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4
厂商指导价(元),22.68万,15.68万,16.68万,17.68万
厂商,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车
卫星导航系统,●,-,-,●
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,-,-,●
副座椅调节方式,,,,
前轮距(mm),1600,1600,1600,1600
前轮胎规格,235/45 R18,225/55 R17 ,225/55 R17 ,225/55 R17 
前方碰撞预警,●,-,-,●
前排座椅功能,,-,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,-,-,●
倒车车侧预警系统,●,-,-,-
供油方式,直喷,直喷,直喷,直喷
主座椅调节方式,,,,
主动刹车/主动安全系统,●,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2020.06,2020.06,2020.06,2020.06
上坡辅助,●,●,●,●
USB/Type-C接口数量,,,,
OTA升级,-,-,-,-
NEDC综合油耗(L/100km),7.8,7.8,7.8,7.8
LED日间行车灯,●,-,●,●
ISOFIX儿童座椅接口,●,●,●,●
DOW开门预警,●,-,-,-
ABS防抱死,●,●,●,●
4G/5G网络,,-,-,
