Feature,1003679,1003680,1003681,1003682,1003683,1003684,1003685,1003686,1003687,1003688
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-,-,-
油箱容积(L),-,-,-,-,-,-,-,-,-,-
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-
最大马力(Ps),91,116,91,116,91,116,116,116,116,116
最大载重质量(kg),-,-,-,-,-,-,-,-,-,-
最大扭矩转速(rpm),4000,4500,4000,4500,4000,4500,4500,4500,4500,4500
最大扭矩(N·m)_y,118,150,118,150,118,150,150,150,150,150
最大扭矩(N·m)_x,118,150,118,150,118,150,150,150,150,150
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
最大功率(kW)_y,67,85,67,85,67,85,85,85,85,85
最大功率(kW)_x,67,85,67,85,67,85,85,85,85,85
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
整车质保,三年6万公里,三年6万公里,三年6万公里,三年6万公里,三年6万公里,三年6万公里,三年6万公里,三年6万公里,三年6万公里,三年6万公里
整备质量(kg),-,-,-,-,-,-,-,-,-,-
排量(mL),1249,-,1249,-,1249,-,-,-,-,-
挡位个数,5,5,5,5,5,5,5,5,5,5
感应后备厢,-,-,-,-,-,-,-,-,-,-
座位数(个),7/8,7/8,7/8,7/8,7/8,7/8,7/8,7/8,7/8,7/8
并线辅助,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-
宽度(mm),1730,1730,1730,1730,1730,1730,1730,1730,1730,1730
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,●,-,●,●,●
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,●
后轮距(mm),-,-,-,-,-,-,-,-,-,-
后轮胎规格,185/70 R14,185/70 R14,185/70 R14,185/70 R14,185/70 R14,195/65 R15,195/65 R15,195/65 R15,195/65 R15,195/65 R15
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,五连杆式非独立悬架,五连杆式非独立悬架,五连杆式非独立悬架,五连杆式非独立悬架
后座出风口,-,-,-,-,●,●,●,●,●,●
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-
发动机型号,LJ469Q,DAM15DL,LJ469Q,DAM15DL,LJ469Q,DAM15DL,DAM15DL,DAM15DL,DAM15DL,DAM15DL
发动机启停技术,-,-,-,-,-,-,-,-,-,-
发动机,1.2L 91马力 L4,1.5L 116马力 L4,1.2L 91马力 L4,1.5L 116马力 L4,1.2L 91马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4
压缩比,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),暂无报价,4.29万,暂无报价,4.59万,暂无报价,5.29万,5.28万,5.58万,5.88万,6.08万
厂商,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马
助力类型,无助力,无助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
前轮距(mm),-,-,-,-,-,-,-,-,-,-
前轮胎规格,185/70 R14,185/70 R14,185/70 R14,185/70 R14,185/70 R14,195/65 R15,195/65 R15,195/65 R15,195/65 R15,195/65 R15
前悬架类型,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,●,●,●,●,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-
上市时间,2015.09,2015.09,2015.09,2015.09,2015.09,2015.09,2015.09,2015.09,2015.09,2015.09
上坡辅助,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
GPS导航系统,-,-,-,-,-,-,-,-,●,●
ABS防抱死,-,-,-,-,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-
