Feature,58002,58003
电动机(Ps),204,204
电动扰流板,-,-
电动座椅记忆功能,-,
电动吸合车门,-,-
电动后备厢位置记忆,-,●
电动后备厢,-,●
环保标准_y,-,-
环保标准_x,-,-
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,-,-
燃料形式,氢燃料,氢燃料
灯光特色功能,-,-
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),-,-
氢气装载量(kg),6.4,6.4
气缸数(个),-,-
气缸排列形式,-,-
每缸气门数(个),-,-
最高车速(km/h),150,150
最大马力(Ps),204,204
最大满载质量(kg),3150,3150
最大扭矩转速(rpm),-,-
最大扭矩(N·m)_y,310,310
最大扭矩(N·m)_x,310,310
最大功率转速(rpm),-,-
最大功率(kW)_y,150,150
最大功率(kW)_x,150,150
最大净功率(kW),-,-
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,-,-
方向盘加热,-,-
方向盘位置调节,,
整备质量(kg),2550,2650
整体主动转向系统,-,-
接近角(°),16,16
排量(mL),-,-
换挡形式,,
挡位个数,1,1
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,-,-
手机互联/映射,-,-
手势控制,-,-
慢充时间(小时)_y,-,-
慢充时间(小时)_x,-,-
感应雨刷功能,,
感应后备厢,-,●
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,-,-
快充时间(小时)_x,-,-
座椅材质,,
座椅布局,,
座位数(个),7,7
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1980,1980
官方0-100km/h加速(s),-,-
安全带未系提醒,,
天窗类型,-,
大灯高度可调,●,●
大灯清洗装置,-,-
大灯延时关闭,●,●
多层隔音玻璃,-,-
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,无,无
后风挡遮阳帘,-,-
后雨刷,●,●
后轮距(mm),1690,1690
后轮胎规格,225/60 R17,225/55 R18
后电动机最大扭矩(N·m),310,310
后电动机最大功率(kW),150,150
后排独立空调,●,●
后排液晶屏幕,-,-
后排杯架,●,●
后排控制多媒体,-,-
后排座椅电动放倒,-,-
后排座椅放倒形式,,
后排小桌板,-,-
后排侧隐私玻璃,-,●
后排侧窗遮阳帘,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,盘式,盘式
可变转向比,-,-
可变悬架功能,-,-
可加热喷水嘴,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-
发动机布局,-,-
发动机型号,-,-
发动机启停技术,-,-
发动机,氢燃料 204马力,氢燃料 204马力
厂商指导价(元),29.98万,39.98万
厂商,上汽大通,上汽大通
卫星导航系统,●,●
助力类型,电动助力,电动助力
加热/制冷杯架,-,-
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1685,1685
前轮胎规格,225/60 R17,225/55 R18
前方碰撞预警,●,●
前排座椅功能,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动能量回收系统,●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,-,-
内后视镜功能,,
全液晶仪表盘,-,-
倒车车侧预警系统,-,-
侧滑门形式,,
供油方式,-,-
低速行车警告,●,●
主座椅调节方式,,
主动降噪,●,●
主动闭合式进气格栅,●,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2022.06,2022.06
上坡辅助,●,●
USB/Type-C接口数量,,
OTA升级,●,●
NEDC纯电续航里程(km)_y,605,605
NEDC纯电续航里程(km)_x,605,605
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,-,●
