Feature,49994,49995,50060,50111,50112,50113
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,●,●,●,-,-,●
方向盘加热,-,-,●,-,-,-
方向盘位置调节,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1559,1559,1575,1518,1518,1527
接近角(°),14,14,14,14,14,14
排量(mL),2488,2488,2488,1998,1998,1998
换挡形式,,,,,,
挡位个数,6,6,6,6,6,6
扬声器数量,,,,,,
扬声器品牌名称,-,,,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,,,,,,
手势控制,-,-,-,-,-,-
感应雨刷功能,,,,-,,
感应后备厢,-,-,-,-,-,-
座椅材质,,,,,,
座位数(个),5,5,5,5,5,5
并线辅助,●,●,●,-,●,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,-,●,●
宽度(mm),1840,1840,1840,1840,1840,1840
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯清洗装置,-,●,●,-,-,-
大灯延时关闭,●,●,●,●,●,●
多层隔音玻璃,,,,,,
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1585,1585,1585,1575,1575,1575
后轮胎规格,225/45 R19,225/45 R19,225/45 R19,225/55 R17,225/55 R17,225/55 R17
后排独立空调,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后排小桌板,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
发动机电子防盗,●,●,●,●,●,●
发动机特有技术,Dual S-VT双可变气门正时控制系统,Dual S-VT双可变气门正时控制系统,Dual S-VT双可变气门正时控制系统,Dual S-VT双可变气门正时控制系统,Dual S-VT双可变气门正时控制系统,Dual S-VT双可变气门正时控制系统
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,PY,PY,PY,PE,PE,PE
发动机启停技术,●,●,●,●,●,●
发动机,2.5L 192马力 L4,2.5L 192马力 L4,2.5L 192马力 L4,2.0L 158马力 L4,2.0L 158马力 L4,2.0L 158马力 L4
压缩比,13,13,13,13,13,13
厂商指导价(元),19.98万,21.88万,23.98万,17.58万,18.98万,19.88万
厂商,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达
卫星导航系统,●,●,●,-,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1595,1595,1595,1585,1585,1585
前轮胎规格,225/45 R19,225/45 R19,225/45 R19,225/55 R17 ,225/55 R17 ,225/55 R17 
前方碰撞预警,-,●,●,-,-,●
前排座椅功能,,,,-,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-
内后视镜功能,,,,,,
全液晶仪表盘,-,-,-,-,-,-
倒车车侧预警系统,●,●,●,-,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,
主动降噪,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-
主动刹车/主动安全系统,-,●,●,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2021.03,2021.03,2021.03,2021.03,2021.03,2021.03
上坡辅助,●,●,●,●,●,●
Wi-Fi热点,●,●,●,-,●,●
USB/Type-C接口数量,,,,,,
OTA升级,-,-,-,-,-,-
NEDC综合油耗(L/100km),7.1,7.1,7,6.4,6.4,6.3
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,-,●,●,-,-,●
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,-,,
220V/230V电源,-,-,-,-,-,-
