Feature,53344,53349,53350,53352,56353,56820,61839,61993,61994,62131,62323,62324
发动机型号,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4
厂商指导价(元),23.39万,19.39万,20.39万,21.39万,17.99万,18.99万,22.39万,20.39万,21.39万,23.39万,19.39万,23.39万
厂商,星途,星途,星途,星途,星途,星途,星途,星途,星途,星途,星途,星途
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●
匝道自动驶出(入),-,-,-,-,-,-,-,-,-,○,-,○
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,●,-,-,-,-,-,●,-,●,●,-,●
副驾娱乐屏,-,-,-,-,-,-,,,,,,
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1616,1616,1616,1616,1616,1616,1644,1644,1644,1644,1644,1644
前轮胎规格,245/45 R20,235/55 R19,235/55 R19,245/45 R20,235/55 R19,235/55 R19,245/50 R20,245/50 R20,245/50 R20,245/50 R20,245/50 R20,245/50 R20
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,,,,
前排中间气囊,-,-,-,-,-,-,-,-,-,●,-,●
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
准拖挂车总质量(kg),1560,-,1560,-,-,1560,-,-,-,-,-,-
内置行车记录仪,●,●,●,●,-,-,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,-,-,●,-,-,●,-,●,●,-,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,●,-,●,●,-,●
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,
中央差速器结构,多片离合器,-,多片离合器,-,-,多片离合器,多片离合器,多片离合器,-,多片离合器,-,多片离合器
上市时间,2021.09,2021.09,2021.09,2021.09,2022.05,2022.05,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),8.7,8,8.7,8,8,8.7,8.98,8.98,8.4,8.98,8.4,8.98
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),8.5,7.9,8.5,7.9,7.9,8.5,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,●,●,●,-,-,●,-,●,●,-,●
DOW开门预警,●,-,-,●,-,-,●,-,●,●,-,●
AR实景导航,●,●,●,●,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,-,-,-,-,,,,,,
220V/230V电源,-,-,-,-,●,●,-,-,-,-,-,-
