Feature,56051,60378,60379,60380,60381,60382,60383,60386,60387,60388,61963
手机互联/映射,,,,-,-,-,-,-,-,-,
手机APP远程功能,,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,10.5,11.5,11,9,10.5,10.5,10.5,10.5,10.5,10.5,9
慢充时间(小时)_x,10.5,11.5,11,9,10.5,10.5,10.5,10.5,10.5,10.5,9
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,80,-,-,80,80,80,80,80,80,80,80
快充电量(%),80,-,-,80,80,80,80,80,80,80,80
快充时间(小时)_y,0.7,-,-,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
快充时间(小时)_x,0.7,-,-,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
快充功能,支持,不支持,不支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,
座位数(个),5,4,4,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,
导航路况信息显示,-,-,-,●,●,●,●,●,●,●,-
宽度(mm),1670,1670,1670,1670,1670,1670,1670,1670,1670,1670,1670
官方0-50km/h加速(s),6.5,7,7,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无,无
地图品牌,-,-,-,,,,,,,,-
四驱形式,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415
后轮胎规格,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),7.89万,6.69万,7.69万,7.69万,8.29万,8.69万,9.09万,8.19万,8.59万,8.99万,7.29万
厂商,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团
卫星导航系统,-,-,-,●,●,●,●,●,●,●,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415
前轮胎规格,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14,165/65 R14
前电动机最大扭矩(N·m),110,95,95,110,150,150,150,110,110,110,110
前电动机最大功率(kW),36,30,30,36,45,45,45,36,36,36,36
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-
上市时间,-,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2023.03
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,-,-,-,●,●,●,●,●,●,●,-
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,-,-,-,-,-,-,●,-,-,●,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km)_y,301,200,306,251,301,301,301,301,301,301,251
CLTC纯电续航里程(km)_x,301,200,306,251,301,301,301,301,301,301,251
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,-,,,,,,,,-
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-
