Feature,45550,49505,49506,49507,49508,50586,53500,57112,57113
缺气保用轮胎,-,-,-,-,-,-,-,-,-
缸盖材料,-,铝合金,铝合金,铝合金,铝合金,-,铝合金,铝合金,铝合金
缸体材料,-,铝合金,铝合金,铝合金,铝合金,-,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合功率(kW),-,-,-,-,-,-,315,-,315
简称,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排独立座椅,-,-,-,-,-,-,-,-,-
第二排座椅调节,,,,,,,,,
第二排座椅电动调节,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-
离去角(°),21,21,21,21,21,21,21,21,21
百公里耗电量(kWh/100km),14.1,13.1,13.1,15.9,15.9,14.1,18.7,15.9,18.7
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电芯品牌,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
电能当量燃料消耗量(L/100km),1.6,1.5,1.5,1.8,1.8,1.6,1.8,1.8,1.8
电磁感应悬架,-,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),140,-,-,-,-,140,-,-,-
电池能量(kWh),71.7,8.3,8.3,18.3,18.3,71.7,18.3,18.3,18.3
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电池冷却方式,液冷,-,-,-,-,液冷,-,-,-
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,-,永磁/同步,-
电机布局,前置,前置,前置,前置,前置,前置,前置+后置,前置,前置+后置
电动机总扭矩(N·m)_y,280,316,316,325,325,280,596,325,596
电动机总扭矩(N·m)_x,280,316,316,325,325,280,596,325,596
电动机总功率(kW)_y,135,132,132,145,145,135,265,145,265
电动机总功率(kW)_x,135,132,132,145,145,135,265,145,265
电动机总功率(Ps),184,180,180,197,197,184,360,197,360
电动机(Ps),184,180,180,197,197,184,360,197,360
电动扰流板,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,●,●,●,●,-,●,●,●
电动后备厢,●,●,●,●,●,-,●,●,●
环保标准_y,-,国VI,国VI,国VI,国VI,-,国VI,国VI,国VI
环保标准_x,-,国VI,国VI,国VI,国VI,-,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
燃油标号,-,92号,92号,92号,92号,-,92号,92号,92号
燃料形式,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,插电式混合动力,插电式混合动力,插电式混合动力
灯光特色功能,-,-,-,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,-,,-,,,,,
油箱容积(L),-,60,60,60,60,-,60,60,60
气缸数(个),-,4,4,4,4,-,4,4,4
气缸排列形式,-,L,L,L,L,-,L,L,L
毫米波雷达数量,,-,,-,,-,,,
每缸气门数(个),-,4,4,4,4,-,4,4,4
最高车速(km/h),160,-,-,-,-,160,180,170,180
最小转弯半径(m),5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55
最大马力(Ps),184,110,110,110,110,184,139,110,139
最大满载质量(kg),2325,2075,2075,2165,2165,2325,2350,2165,2350
最大扭矩转速(rpm),-,4500,4500,4500,4500,-,-,4500,-
最大扭矩(N·m),280,135,135,135,135,280,231,135,231
最大功率转速(rpm),-,6000,6000,6000,6000,-,-,6000,-
最大功率(kW),135,81,81,81,81,135,102,81,102
最大净功率(kW),-,78,78,78,78,-,-,78,-
最低荷电状态油耗(L/100km),-,4.4,4.4,4.5,4.5,-,5.2,4.5,5.2
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
旋转大屏,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里
整备质量(kg),1950,1700,1700,1790,1790,1950,1975,1790,1975
整体主动转向系统,-,-,-,-,-,-,-,-,-
摄像头数量,,,,,,,,,
接近角(°),19,19,19,19,19,19,19,19,19
排量(mL),-,1498,1498,1498,1498,-,-,1498,-
换挡形式,,,,,,,,,
挡位个数,1,无级变速,无级变速,无级变速,无级变速,1,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,,
手机无线充电功能,,-,,-,,-,,,
手机互联/映射,-,-,-,-,-,-,-,-,-
手机APP远程控制,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-
快充电量百分比,80,-,-,-,-,80,-,-,-
快充电量(%),80,-,-,-,-,80,-,-,-
快充时间(小时)_y,0.5,-,-,-,-,0.5,-,-,-
快充时间(小时)_x,0.5,-,-,-,-,0.5,-,-,-
快充功能,支持,不支持,不支持,支持,支持,支持,支持,支持,支持
快充功率(kW),90,-,-,18,18,90,18,18,18
座椅材质,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5
并线辅助,●,-,●,-,●,-,●,●,●
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●,●
宽度(mm),1890,1890,1890,1890,1890,1890,1890,1890,1890
实测续航里程(km),-,-,-,-,131.1,-,-,-,-
实测油耗(L/100km),-,-,-,-,4.7,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,41.75,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,7.72,-,-,-,-
官方0-50km/h加速(s),4.4,-,-,-,-,4.4,-,-,-
官方0-100km/h加速(s),-,8.5,8.5,7.9,7.9,-,5.9,7.9,5.9
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,-,,,
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具,仅补胎工具
地图品牌,,,,,,,,,
四驱形式,-,-,-,-,-,-,电动四驱,-,电动四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●
后轮距(mm),1630,1630,1630,1630,1630,1630,1630,1630,1630
后轮胎规格,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19
后电动机最大扭矩(N·m),-,-,-,-,-,-,280,-,280
后电动机最大功率(kW),-,-,-,-,-,-,120,-,120
后方碰撞预警,●,-,●,-,●,-,●,●,●
后排独立空调,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,-,●,●,●,●,-,●,●,●
发动机最大扭矩(N·m),-,135,135,135,135,-,231,135,231
发动机最大功率(kW),-,81,81,81,81,-,102,81,102
发动机布局,-,横置,横置,横置,横置,-,横置,横置,横置
发动机型号,-,BYD472QA,BYD472QA,BYD472QA,BYD472QA,-,BYD476ZQC,BYD472QA,BYD476ZQC
发动机启停技术,-,-,-,-,-,-,-,-,-
发动机,纯电动,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,纯电动,1.5T 139马力 L4,1.5L 110马力 L4,1.5T 139马力 L4
厂商指导价(元),19.78万,15.28万,16.28万,16.58万,17.58万,18.08万,20.58万,18.58万,21.68万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1630,1630,1630,1630,1630,1630,1630,1630,1630
前轮胎规格,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19,235/50 R19
前电动机最大扭矩(N·m),280,316,316,325,325,280,316,325,316
前电动机最大功率(kW),135,132,132,145,145,135,145,145,145
前方碰撞预警,●,-,●,-,●,-,●,●,●
前排座椅功能,,-,,-,,-,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,●,-,-,-,●,-,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动能量回收系统,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,-,●,-,●,●,●,●,●
倒车车侧预警系统,●,-,●,-,●,-,●,●,●
供油方式,-,多点电喷,多点电喷,多点电喷,多点电喷,-,直喷,多点电喷,直喷
低速行车警告,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,●,-,●,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
上市时间,2021.04,2021.03,2021.03,2021.03,2021.03,2021.04,2021.09,2022.05,2022.05
上坡辅助,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),-,1.5,1.5,0.9,0.9,-,1.1,0.9,1.1
NEDC纯电续航里程(km)_y,505,51,51,110,110,505,100,110,100
NEDC纯电续航里程(km)_x,505,51,51,110,110,505,100,110,100
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-
DOW开门预警,●,-,●,-,●,-,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-
