Feature,26954,27516
后风挡遮阳帘,-,-
后雨刷,-,-
后轮距(mm),1456,1456
后轮胎规格,175/65 R15,175/65 R15
后视镜记忆,-,-
后视镜电动调节,●,●
后视镜电动折叠,-,-
后视镜加热,-,-
后电动机最大扭矩(N·m),-,-
后电动机最大功率(kW),-,-
后排独立空调,-,-
后排液晶屏,-,-
后排杯架,-,-
后排座椅电动调节,-,-
后排座椅放倒方式,整体放倒,整体放倒
后排侧隐私玻璃,-,-
后排侧遮阳帘,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-
后制动器类型,盘式,盘式
可变转向比,-,-
可变悬架,-,-
可加热/制冷杯架,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),16.48万,16.48万
厂商,康迪电动汽车集团,康迪电动汽车集团
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,-,-
前雾灯,-,-
前轮距(mm),1472,1472
前轮胎规格,175/65 R15,175/65 R15
前电动机最大扭矩(N·m),165,165
前电动机最大功率(kW),35,35
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-
前制动器类型,盘式,盘式
前/后驻车雷达,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-
前/后排座椅按摩,-,-
前/后排座椅加热,-,-
前/后排头部气囊(气帘),-,-
前/后排侧气囊,-,-
前/后中央扶手,-,-
刹车辅助(EBA/BAS/BA等),-,-
制动力分配(EBD/CBC等),-,-
内置行车记录仪,-,-
内/外后视镜自动防眩目,-,-
全液晶仪表盘,-,-
全景摄像头,-,-
全景天窗,-,-
倒车视频影像,●,●
侧滑门,-,-
主动降噪,-,-
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-
中控台彩色大屏尺寸,12.1英寸,12.1英寸
中控台彩色大屏,●,●
上市时间,2016.07,2017.08
上坡辅助,-,-
LED日间行车灯,-,-
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
GPS导航系统,●,●
CD/DVD,-,-
ABS防抱死,-,-
220V/230V电源,-,-
