Feature,1012939,1012940,1012941,1012942,1012943,1012948,1012963,1012964,1012967,1013999
快充时间(小时),0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.75,0.6,0.75
座椅材质,,,,,,,,,,
座位数(个),3,3,3,3,3,7,15,14,9,9
并线辅助,○,○,○,○,○,○,○,○,○,○
工信部续航里程(km),310,215,395,308,212,350,300,380,339,-
工信部纯电续航里程(km),310,215,395,308,212,350,300,380,339,-
巡航系统,,,,,,,,,,
宽度(mm),2062,2062,2062,2062,2062,2062,2062,2062,2062,2062
安全带未系提醒,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1756,1756,1756,1756,1756,1756,1756,1756,1756,1756
后轮胎规格,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,○,○,○,○,○,○,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-
后悬架类型,非独立悬架,非独立悬架,非独立悬架,非独立悬架,非独立悬架,非独立悬架,非独立悬架,非独立悬架,非独立悬架,非独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),26.90万,23.90万,29.90万,27.90万,24.90万,26.90万,33.55万,34.90万,30.90万,32.90万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副座椅调节方式,,,,,,,,,,
前轮距(mm),1734,1734,1734,1734,1734,1734,1734,1734,1734,1734
前轮胎规格,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,
主座椅调节方式,,,,,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
上市时间,2021.12,2021.12,2021.12,2021.12,2021.12,2021.12,2021.12,2021.12,2021.12,2022.06
上坡辅助,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,-,-,-,-,-,-,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-
