Feature,33798,33799
整备质量(kg),2625,2682
整体主动转向系统,-,-
排量(mL),3497,3497
挡位个数,10,10
扬声器品牌,-,Bang & Olufsen
扬声器个数,6-7喇叭,10-11喇叭
手机无线充电,-,-
手机互联/映射功能,-,-
感应雨刷,-,●
感应后备厢,-,-
座椅高低调节,●,●
座椅材料,织物,真皮
座位数(个),5,5
并线辅助,-,-
工信部综合油耗(L/100km),-,-
导航路况信息显示,-,-
宽度(mm),2192,2192
实测油耗(L/100km),-,-
实测100-0km/h制动(m),-,-
实测0-100km/h加速(s),-,-
定速巡航,●,●
官方0-100km/h加速(s),-,-
安全带未系提示,●,●
大灯高度可调,●,●
大灯清洗装置,-,-
夜视系统,-,-
多天窗,-,-
多功能方向盘,●,●
外接音源接口,USB,USB
备胎规格,全尺寸,全尺寸
四驱形式,全时四驱,全时四驱
后风挡遮阳帘,-,-
后雨刷,-,-
后轮距(mm),1870,1870
后轮胎规格,315/70 R17,315/70 R17
后视镜记忆,●,●
后视镜电动调节,●,●
后视镜电动折叠,●,●
后视镜加热,●,●
后桥限滑差速器/差速锁,差速锁,差速锁
后排独立空调,-,-
后排液晶屏,-,-
后排杯架,●,●
后排座椅电动调节,-,-
后排座椅放倒方式,比例放倒,比例放倒
后排侧隐私玻璃,-,●
后排侧遮阳帘,-,-
后悬架类型,整体桥式非独立悬架,整体桥式非独立悬架
后座出风口,●,●
后制动器类型,盘式,盘式
可变转向比,-,-
可变悬架,-,-
可加热/制冷杯架,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,10挡手自一体,10挡手自一体
发动机电子防盗,●,●
发动机特有技术,-,-
发动机型号,-,-
发动机启停技术,●,●
发动机,3.5T 422马力 V6,3.5T 422马力 V6
压缩比,-,-
厂商指导价(元),52.38万,57.28万
厂商,福特(进口),福特(进口)
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,-,-
前雾灯,-,-
前轮距(mm),1885,1885
前轮胎规格,315/70 R17,315/70 R17
前桥限滑差速器/差速锁,限滑差速器,限滑差速器
前悬架类型,独立双叉臂式,独立双叉臂式
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,前●&nbsp;/&nbsp;后-
前/后排座椅按摩,-,-
前/后排座椅加热,-,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,-,-
内/外后视镜自动防眩目,-,-
全液晶仪表盘,-,-
全景摄像头,-,●
全景天窗,●,●
倒车视频影像,●,●
侧滑门,-,-
供油方式,直喷,直喷
主动降噪,-,-
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-
中控台彩色大屏尺寸,8英寸,8英寸
中控台彩色大屏,●,●
中央差速器锁止功能,●,●
中央差速器结构,开放式差速器,开放式差速器
上市时间,2018.05,2018.05
上坡辅助,-,-
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
GPS导航系统,●,●
CD/DVD,单碟CD,单碟CD
ABS防抱死,●,●
220V/230V电源,●,●
