Feature,46528,46529,46530,46531,49438,49439,49441,53733,57266,57267,57282,57283
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1350,1370,1420,1430,1330,1335,1340,1340,1315,1335,1290,1410
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-
接近角(°),12,12,12,12,12,12,12,12,12,12,12,12
排量(mL),1197,1197,1798,1798,1490,1490,1197,1490,1490,1197,1490,1798
换挡形式,,,,,,,,,,,,
挡位个数,10,10,无级变速,无级变速,10,10,10,10,10,10,6,无级变速
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,,-,,-,-,-,-,,,,
手机APP远程功能,,,,,,,,,-,,-,
手势控制,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,-,-,-,-
宽度(mm),1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,,,,,,,,,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1526,1526,1526,1526,1535,1535,1526,1535,1535,1526,1526,1526
后轮胎规格,205/55 R16,205/55 R16,205/55 R16,205/55 R16,195/65 R15,195/65 R15,205/55 R16,205/55 R16,195/65 R15,195/65 R15,195/65 R15,195/65 R15
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,-,●,-,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,-,,-,-,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架
后座出风口,●,●,●,●,-,●,-,●,-,-,-,-
后备厢容积(L),470,470,470,470,470,470,470,470,470,470,470,470
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),手动变速箱(MT),电子无级变速箱(E-CVT)
变速箱,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),6挡手动,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT-iW,VVT-iW,VVT-i,VVT-i,-,-,VVT-iW,-,-,VVT-iW,-,VVT-i
发动机最大扭矩(N·m),185,185,142,142,148,148,185,148,148,185,148,142
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,9NR/8NR,9NR/8NR,8ZR-FXE,8ZR-FXE,M15B,M15B,9NR/8NR,M15B,M15B,9NR/8NR,M15B,8ZR-FXE
发动机启停技术,●,●,-,-,-,-,●,-,-,●,-,-
发动机,1.2T 116马力 L4,1.2T 116马力 L4,1.8L 98马力 L4,1.8L 98马力 L4,1.5L 121马力 L3,1.5L 121马力 L3,1.2T 116马力 L4,1.5L 121马力 L3,1.5L 121马力 L3,1.2T 116马力 L4,1.5L 121马力 L3,1.8L 98马力 L4
压缩比,10,10,13,13,13,13,10,13,13,10,13,13
厂商指导价(元),13.58万,14.58万,14.38万,15.98万,12.78万,13.28万,12.88万,13.68万,11.98万,12.28万,10.98万,13.58万
厂商,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田
卫星导航系统,●,●,●,●,●,●,●,●,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶座垫式气囊,●,●,●,●,●,●,●,●,●,●,●,●
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1527,1527,1527,1527,1531,1531,1527,1531,1531,1527,1527,1527
前轮胎规格,205/55 R16,205/55 R16,205/55 R16,205/55 R16,195/65 R15,195/65 R15,205/55 R16,205/55 R16,195/65 R15,195/65 R15,195/65 R15,195/65 R15
前电动机最大扭矩(N·m),-,-,163,163,-,-,-,-,-,-,-,163
前电动机最大功率(kW),-,-,53,53,-,-,-,-,-,-,-,53
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,-,-,-,,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,多点电喷
低速行车警告,-,-,●,●,-,-,-,-,-,-,-,●
主座椅调节方式,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,-,-,-,主●&nbsp;/&nbsp;副-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,
上市时间,2020.07,2020.07,2020.07,2020.07,2021.01,2021.01,2021.01,2021.10,2021.10,2021.10,2021.10,2021.10
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),5.6,5.6,4.1,4.1,5.2,5.2,5.6,5.2,5.1,5.5,5.6,4
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-
