Feature,29396,29397,29398,29400,29401,35671,35672,35673,35674
最大扭矩转速(rpm),1750-4500,1750-4500,2250-5250,2250-5250,2500-5000,1750-4500,1750-4500,2250-5250,2250-5250
最大扭矩(N·m)_y,330,330,400,400,600,330,330,400,400
最大扭矩(N·m)_x,330,330,400,400,600,330,330,400,400
最大功率转速(rpm),-,-,-,-,6500,-,-,-,-
最大功率(kW)_y,147,147,206,206,375,147,147,206,206
最大功率(kW)_x,147,147,206,206,375,147,147,206,206
无钥匙进入系统,-,●,●,●,●,-,●,●,●
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-
方向盘换挡,○,○,●,●,●,○,○,●,●
方向盘加热,○,○,○,●,●,○,○,○,●
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),-,-,1650,1650,-,-,-,-,-
整体主动转向系统,-,-,-,-,-,-,-,-,-
排量(mL),1995,1995,1995,1995,2891,1995,1995,1995,1995
挡位个数,8,8,8,8,8,8,8,8,8
扬声器品牌,(选装harman/kardon哈曼卡顿),(选装harman/kardon哈曼卡顿),(选装harman/kardon哈曼卡顿),(选装harman/kardon哈曼卡顿),harman/kardon哈曼卡顿,(选装harman/kardon哈曼卡顿),(选装harman/kardon哈曼卡顿),(选装harman/kardon哈曼卡顿),(选装harman/kardon哈曼卡顿)
扬声器个数,8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),10-11喇叭(选装≥12喇叭),≥12喇叭,8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),10-11喇叭(选装≥12喇叭)
手机无线充电,-,-,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-,-,-,-,-
感应雨刷,●,●,●,●,●,●,●,●,●
感应后备厢,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮,仿皮+真皮,真皮,真皮,真皮,真皮
座位数(个),5,5,5,5,4,5,5,5,5
并线辅助,○,○,○,●,●,○,○,○,●
工信部综合油耗(L/100km),7.1,7.1,7.1,7.1,8.6,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-
宽度(mm),1860,1860,1860,1860,1873,1860,1860,1860,1860
实测油耗(L/100km),-,-,9.7,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,43.29,-,34.29,-,-,-,-
实测0-100km/h加速(s),-,-,6.55,-,4.13,-,-,-,-
定速巡航,●,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),6.6,6.6,5.2,5.2,3.9,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,○,○,○,○,●,○,○,○,○
夜视系统,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,无,无,无,无,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1625,1625,1625,1625,1607,1625,1625,1625,1625
后轮胎规格,225/50 R17,225/45 R18,225/45 R18,225/45 R18,285/30 R19 ,225/50 R17,225/45 R18,225/45 R18,225/45 R18
后视镜记忆,●,●,●,●,●,●,●,●,●
后视镜电动调节,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,●,●,●,●,●,●,●,●
后视镜加热,●,●,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,(选装限滑差速器),限滑差速器,-,-,-,(选装限滑差速器),限滑差速器
后排独立空调,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-
后排杯架,-,●,●,●,●,-,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●,●,●,●,●,●
可变悬架,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-,-,-
发动机启停技术,●,●,●,●,●,●,●,●,●
发动机,2.0T 200马力 L4,2.0T 200马力 L4,2.0T 280马力 L4,2.0T 280马力 L4,2.9T 510马力 V6,2.0T 200马力 L4,2.0T 200马力 L4,2.0T 280马力 L4,2.0T 280马力 L4
压缩比,10,10,10,10,9.3,10,10,10,10
厂商指导价(元),31.98万,34.98万,37.98万,44.98万,94.98万,34.98万,37.98万,40.98万,47.98万
厂商,阿尔法·罗密欧,阿尔法·罗密欧,阿尔法·罗密欧,阿尔法·罗密欧,阿尔法·罗密欧,阿尔法·罗密欧,阿尔法·罗密欧,阿尔法·罗密欧,阿尔法·罗密欧
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
前雾灯,-,-,-,-,-,-,-,-,-
前轮距(mm),1557,1557,1557,1557,1555,1557,1557,1557,1557
前轮胎规格,225/50 R17,225/45 R18,225/45 R18,225/45 R18,245/35 R19,225/50 R17,225/45 R18,225/45 R18,225/45 R18
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-
前悬架类型,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 ,双叉臂独立悬架 
前大灯雨雾模式,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-
前/后排座椅加热,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外○,内●&nbsp;/&nbsp;外●
全液晶仪表盘,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-,-
全景天窗,-,●,●,●,-,-,●,●,●
倒车视频影像,○,●,●,●,●,○,●,●,●
侧滑门,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,○,○,○,●,●,○,○,○,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,6.5英寸,8.8英寸,8.8英寸,8.8英寸,8.8英寸,6.5英寸,8.8英寸,8.8英寸,8.8英寸
中控台彩色大屏,●,●,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-
上市时间,2017.03,2017.03,2017.03,2017.03,2017.05,2018.08,2018.08,2018.08,2018.08
上坡辅助,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-
GPS导航系统,-,●,●,●,●,-,●,●,●
CD/DVD,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-
