Feature,35293,36375,36376,36401,36402,36403
座椅高低调节,●,●,●,-,●,●
座椅材料,织物(选装仿皮),织物(选装仿皮),织物(选装仿皮),织物(选装仿皮),织物(选装仿皮),织物(选装仿皮)
座位数(个),5,5,5,5,5,5
并线辅助,-,-,-,-,-,-
工信部纯电续航里程(km)_y,301,301,301,210,210,210
工信部纯电续航里程(km)_x,301,301,301,210,210,210
导航路况信息显示,-,-,-,-,-,-
宽度(mm),1650,1650,1650,1650,1650,1650
实测续航里程(km),-,-,-,-,-,-
实测慢充时间(小时),-,-,-,-,-,-
实测快充时间(小时),-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-
定速巡航,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-
多天窗,-,-,-,-,-,-
多功能方向盘,-,●,●,-,●,●
外接音源接口,USB,USB,USB,USB,USB,USB
备胎规格,无,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,-,●,●,-,●,●
后轮距(mm),1430,1430,1430,1430,1430,1430
后轮胎规格,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15
后视镜记忆,-,-,-,-,-,-
后视镜电动调节,●,●,●,-,●,●
后视镜电动折叠,-,-,-,-,-,-
后视镜加热,-,●,●,-,●,●
后电动机最大扭矩(N·m),-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),6.98万,7.58万,8.18万,4.98万,5.58万,6.18万
厂商,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-
前雾灯,-,-,-,-,-,-
前轮距(mm),1420,1420,1420,1420,1420,1420
前轮胎规格,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15,175/60 R15
前电动机最大扭矩(N·m),170,170,170,150,150,150
前电动机最大功率(kW),55,55,55,30,30,30
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-
全液晶仪表盘,-,●,●,-,●,●
全景摄像头,-,-,-,-,-,-
全景天窗,-,-,●,-,-,●
倒车视频影像,-,-,●,-,-,●
侧滑门,-,-,-,-,-,-
主动降噪,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-
中控台彩色大屏尺寸,-,-,7英寸,-,-,7英寸
中控台彩色大屏,-,-,●,-,-,●
上市时间,2018.10,2018.10,2018.10,2018.10,2018.10,2018.10
上坡辅助,●,●,●,●,●,●
LED日间行车灯,-,●,●,-,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-
GPS导航系统,-,-,●,-,-,-
CD/DVD,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-
