Feature,60268,62690
前/后中央扶手,-,-
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,-,-
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,-,-
供油方式,直喷,直喷
低速行车警告,●,●
主座椅调节方式,,
主动降噪,-,-
主动闭合式进气格栅,-,-
主动刹车/主动安全系统,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中央差速器结构,-,-
上市时间,-,-
上坡辅助,●,●
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
DOW开门预警,●,-
CLTC纯电续航里程(km)_y,180,-
CLTC纯电续航里程(km)_x,180,-
AR-HUD增强现实抬头显示,●,●
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,●,●
