Feature,1003795,1003796,1003797,1006465,1006466,1006467
空调控制方式,手动●,手动●,手动●,手动●,手动●,手动●
空气悬架,-,-,-,-,-,-
皮质方向盘,-,-,-,-,-,-
百公里耗电量(kWh/100km),-,-,-,-,-,-
电池组质保,-,-,-,-,-,-
电池类型,-,-,-,-,-,-
电池容量(kWh),-,-,-,-,-,-
电池充电时间,-,-,-,-,-,-
电机类型,-,-,-,-,-,-
电机布局,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,400,-,-,-
电动机总功率(kW),-,-,70,-,-,-
电动座椅记忆,-,-,-,-,-,-
电动天窗,-,-,-,-,-,-
电动吸合门,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-
环保标准,国IV,国IV,-,国IV,国IV,国V
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-
燃油标号,0号,92号,-,92号,92号,0号
燃料形式,柴油,汽油,纯电动,汽油,汽油,柴油
温度分区控制,●,●,●,-,-,-
油箱容积(L),70,70,-,70,70,70
气缸数(个),4,4,-,4,4,4
气缸排列形式,L,L,-,L,L,L
每缸气门数(个),未知,未知,-,4,4,4
最高车速(km/h),130,130,100,-,-,-
最小离地间隙(mm),-,-,-,-,-,-
最大马力(Ps),140,163,95,163,190,150
最大载重质量(kg),-,-,-,-,-,-
最大扭矩转速(rpm),1600,-,-,2600-3600,1800-4000,1600-2400
最大扭矩(N·m)_y,360,-,400,260,290,330
最大扭矩(N·m)_x,360,-,400,260,290,330
最大功率转速(rpm),3200,4600-5000,-,4600-5000,5000,3400
最大功率(kW)_y,103,120,70,120,140,110
最大功率(kW)_x,103,120,70,120,140,110
无钥匙进入系统,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
整车质保,两年或5万公里,两年或5万公里,两年或5万公里,-,-,-
整备质量(kg),3980,3980,2995,-,-,-
排量(mL),2776,2693,-,2693,1997,2982
挡位个数,5,5,1,5,6,6
扬声器品牌,-,-,-,-,-,-
扬声器个数,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭
慢充时间(小时),-,-,-,-,-,-
感应雨刷,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-
快充电量百分比,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-
座椅高低调节,-,-,-,-,-,-
座椅材料,织物(选装仿皮),织物(选装仿皮),织物(选装仿皮),织物,织物,织物
座位数(个),10-18,10-18,10-17,10-18,10-18,10-18
并线辅助,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-
工信部续航里程(km),-,-,-,-,-,-
工信部纯电续驶里程(km),-,-,-,-,-,-
宽度(mm),1880,1880,1880,1880,1880,1880
定速巡航,-,-,-,-,-,-
安全带未系提示,-,-,-,●,●,●
大灯高度可调,-,-,-,-,-,-
大灯清洗装置,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-
外接音源接口,-,-,-,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●
后轮距(mm),1650,1650,1650,-,-,-
后轮胎规格,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16
后视镜记忆,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●
后视镜电动折叠,-,-,-,-,-,-
后视镜加热,-,-,-,-,-,-
后电动机最大扭矩(N·m),-,-,400,-,-,-
后电动机最大功率(kW),-,-,70,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,●,●,●,-,-,-
后排液晶屏,○,○,○,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,-,-,-
后排侧隐私玻璃,●,●,●,○,○,○
后排侧遮阳帘,-,-,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧
后座出风口,●,●,●,●,●,●
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),固定齿比变速箱,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,电动车单速变速箱,5挡手动,6挡手动,6挡手动
发动机电子防盗,-,-,-,-,-,-
发动机型号,JE4D28A,3TZ,-,-,-,-
发动机启停技术,-,-,-,-,-,-
发动机,2.8T 140马力 L4,2.7L 163马力 L4,纯电动 95马力,2.7L 163马力 L4,2.0T 190马力 L4,3.0T 150马力 L4
压缩比,-,-,-,-,-,-
厂商指导价(元),19.88万~24.88万,19.98万~25.98万,9.98万~16.98万,23.28万,22.98万,27.28万
厂商,九龙汽车,九龙汽车,九龙汽车,九龙汽车,九龙汽车,九龙汽车
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
前雾灯,●,●,●,●,●,●
前轮距(mm),1655,1655,1655,-,-,-
前轮胎规格,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16,215/75 R16
前电动机最大扭矩(N·m),-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-
前桥限滑差速器/差速锁,-,-,-,-,-,-
前悬架类型,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排座椅通风,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●
内/外后视镜自动防眩目,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-
倒车视频影像,○,○,○,●,●,●
侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门
供油方式,直喷,多点电喷,-,多点电喷,多点电喷,直喷
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,-,-,-
中控台彩色大屏,○,○,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-
上市时间,2015.12,2015.12,2015.12,-,-,-
上坡辅助,-,-,-,-,-,-
LED日间行车灯,-,-,-,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-
GPS导航系统,○,○,●,●,●,●
CD/DVD,单碟CD(选装单碟DVD),单碟CD(选装单碟DVD),单碟CD(选装单碟DVD),-,-,-
ABS防抱死,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-
