Feature,38543,40940,41375,41376,41377,43251
电动吸合车门,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-
电动后备厢,○,●,○,○,○,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,,,,,,
油箱容积(L),50,50,50,50,50,50
气缸数(个),3,3,3,3,3,3
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),195,195,195,195,195,195
最大马力(Ps),165,165,165,165,165,165
最大满载质量(kg),1825,1930,1825,1825,1845,1825
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,240,240,240,240,240,240
最大扭矩(N·m)_x,240,240,240,240,240,240
最大功率转速(rpm),5600,5600,5600,5600,5600,5600
最大功率(kW)_y,121,121,121,121,121,121
最大功率(kW)_x,121,121,121,121,121,121
最大净功率(kW),116,116,116,116,116,116
无钥匙进入功能,-,,-,-,,
无钥匙启动系统,-,●,-,-,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1365,1470,1365,1365,1385,1365
整体主动转向系统,-,-,-,-,-,-
接近角(°),18,19,18,18,18,18
排量(mL),1341,1341,1341,1341,1341,1341
换挡形式,,,,,,
挡位个数,无级变速,9,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,,,-,,,
手机APP远程功能,,,,,,
手势控制,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-
座椅材质,,,,,,
座位数(个),5,5,5,5,5,5
并线辅助,●,●,-,-,●,●
巡航系统,-,,-,-,,
导航路况信息显示,●,●,-,●,●,●
宽度(mm),1808,1808,1808,1808,1808,1808
实测100-0km/h制动(m),38.52,-,-,-,-,-
实测0-100km/h加速(s),9.73,-,-,-,-,-
官方0-100km/h加速(s),9.1,9.3,9.1,9.1,9.1,9.1
安全带未系提醒,,,,,,
天窗类型,,,-,,,
大灯高度可调,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,适时四驱,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●
后轮距(mm),1570,1570,1570,1570,1570,1570
后轮胎规格,225/60 R17,225/55 R18,225/60 R17,225/60 R17,225/55 R18,225/60 R17
后排独立空调,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-
后排杯架,●,●,-,-,●,●
后排控制多媒体,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后排小桌板,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-
后备厢容积(L),375,359,375,375,375,375
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-
变速箱类型,无级变速箱(CVT),手自一体变速箱(AT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速,9挡手自一体,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速
发动机电子防盗,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,L3Z,L3Z,L3Z,L3Z,L3Z,L3Z
发动机启停技术,●,●,●,●,●,●
发动机,1.3T 165马力 L3,1.3T 165马力 L3,1.3T 165马力 L3,1.3T 165马力 L3,1.3T 165马力 L3,1.3T 165马力 L3
压缩比,10.3,10.3,10.3,10.3,10.3,10.3
厂商指导价(元),15.99万,17.99万,13.99万,14.99万,16.99万,16.59万
厂商,上汽通用雪佛兰,上汽通用雪佛兰,上汽通用雪佛兰,上汽通用雪佛兰,上汽通用雪佛兰,上汽通用雪佛兰
卫星导航系统,●,●,-,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1550,1550,1550,1550,1550,1550
前轮胎规格,225/60 R17,225/55 R18,225/60 R17,225/60 R17,225/55 R18,225/60 R17
前方碰撞预警,-,●,-,-,●,-
前排座椅功能,-,,-,-,,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,○,○,○,○,○,○
内后视镜功能,,,,,,
全液晶仪表盘,-,-,-,-,-,-
倒车车侧预警系统,●,●,-,-,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,
主动降噪,-,●,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-
主动刹车/主动安全系统,-,●,-,-,●,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,-,,,
中控屏幕尺寸,,,-,,,
中央差速器结构,-,多片离合器,-,-,-,-
上市时间,2019.09,2019.09,2019.09,2019.09,2019.09,2019.12
上坡辅助,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,
OTA升级,●,●,-,●,●,●
NEDC综合油耗(L/100km),5.9,6.7,5.9,5.9,6,5.9
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
220V/230V电源,-,-,-,-,-,-
