Feature,57645,58377,59195,59196,59197,59198,59199,60103,60484,60582
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●
方向盘加热,●,-,-,●,-,●,●,●,●,●
方向盘位置调节,,,,,,,,,,
整车质保,五年或15万公里,五年或15万公里,五年或15万公里,五年或15万公里,五年或15万公里,五年或15万公里,五年或15万公里,五年或15万公里,五年或15万公里,五年或15万公里
整备质量(kg),2304,2270,2112,2155,2112,2112,2112,2365,2112,-
整体主动转向系统,-,-,-,-,-,-,-,-,-,-
接近角(°),36,33,33,33,33,33,33,34,33,25
排量(mL),1967,1967,1967,1967,1967,1967,1967,1967,1967,1967
换挡形式,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,,
扬声器品牌名称,,-,-,,-,,,,,
手机无线充电功能,-,-,-,-,-,,,-,,-
手机互联/映射,,,,,,,,,,
手机APP远程功能,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,,
感应后备厢,-,-,-,-,-,-,-,-,-,-
循迹倒车,-,-,-,-,-,●,●,-,●,-
座椅材质,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,●,●,-,●,-
巡航系统,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
宽度(mm),1970,1973,1930,1930,1930,1930,1930,2020,1930,1967
官方0-100km/h加速(s),-,-,9.5,9.5,9.5,9.5,9.5,-,9.5,-
安全带未系提醒,,,,,,,,,,
天窗类型,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,-,-,-,,,,-,,-
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,仅补胎工具
坦克转弯,●,●,●,●,●,●,●,●,●,●
地图品牌,,,,,,,,,,
四驱形式,分时四驱,分时四驱,分时四驱,分时四驱,适时四驱,适时四驱,适时四驱,分时四驱,适时四驱,分时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1635,1660,1608,1608,1608,1608,1608,1707,1608,1635
后轮胎规格,265/70 R18,265/70 R17,265/65 R17,265/65 R17,245/70 R17,265/60 R18 ,265/60 R18 ,285/70 R17,265/60 R18 ,275/45 R21
后方碰撞预警,-,-,-,-,-,●,●,-,●,-
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,E20CB,E20CB,E20CB,E20CB,E20CB,E20CB,E20CB,E20CB,E20CB,E20CB
发动机启停技术,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 227马力 L4,2.0T 227马力 L4,2.0T 227马力 L4,2.0T 227马力 L4,2.0T 227马力 L4,2.0T 227马力 L4,2.0T 227马力 L4,2.0T 227马力 L4,2.0T 227马力 L4,2.0T 227马力 L4
厂商指导价(元),28.00万,25.38万,19.88万,21.58万,20.30万,22.30万,23.30万,30.28万,22.80万,33.00万
厂商,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1626,1651,1608,1608,1608,1608,1608,1696,1608,1626
前轮胎规格,265/70 R18,265/70 R17,265/65 R17,265/65 R17,245/70 R17,265/60 R18 ,265/60 R18 ,285/70 R17,265/60 R18 ,275/45 R21
前方碰撞预警,-,-,-,-,●,●,●,-,●,-
前排座椅功能,,,,,,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
准拖挂车总质量(kg),2500,2500,2500,2500,2500,2500,2500,2500,2000,-
内置行车记录仪,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,●,●,-,●,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速四驱,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,
主动降噪,-,-,-,-,-,●,●,-,●,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,●,●,●,-,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
中央差速器锁止功能,●,●,●,●,●,●,●,●,●,●
中央差速器结构,-,-,-,-,多片离合器,多片离合器,多片离合器,-,多片离合器,-
上市时间,2022.06,2022.07,2022.08,2022.08,2022.08,2022.08,2022.08,2022.11,2022.11,-
上坡辅助,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),11.9,11.75,9.78,9.78,10.26,10.26,10.26,11.9,10.26,-
USB/Type-C接口数量,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),-,-,9.3,9.3,9.7,9.7,9.7,-,9.7,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-
DOW开门预警,-,-,-,-,-,●,●,-,●,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
220V/230V电源,●,-,-,●,-,-,-,●,-,●
