Feature,28248,29726,29750,29821,29822,29823,29824,29825,29826,36999,37000,37001,37002,37003,37004,37005,37006,37008
转向辅助灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
转向头灯,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
车顶行李架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
车道偏离预警系统,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车
车型名称,途昂 2017款 530 V6 四驱至尊旗舰版,途昂 2017款 330TSI 两驱豪华版,途昂 2017款 380TSI 四驱旗舰版,途昂 2017款 530 V6 四驱旗舰版,途昂 2017款 530 V6 四驱豪华版,途昂 2017款 380TSI 四驱豪华版,途昂 2017款 380TSI 四驱舒适版,途昂 2017款 330TSI 两驱舒适版,途昂 2017款 330TSI 两驱旗舰版,途昂 2019款 330TSI 两驱舒适版,途昂 2019款 380TSI 四驱舒适版,途昂 2019款 330TSI 两驱豪华版,途昂 2019款 380TSI 四驱豪华版,途昂 2019款 330TSI 两驱旗舰版,途昂 2019款 380TSI 四驱旗舰版,途昂 2019款 530 V6 四驱豪华版,途昂 2019款 530 V6 四驱旗舰版,途昂 2019款 530 V6 四驱尊崇旗舰版
车内空气调节/花粉过滤,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内氛围灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415,409-2415
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
自适应巡航,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,○,○,●,○,○,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,-,-,●,-,-,●,●,●,●,●,●,●
腰部支撑调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,未知,铸铁,铸铁,未知,未知,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,未知,未知,未知
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合
第二排靠背角度调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
第二排独立座椅,-,○,○,○,○,○,-,-,○,-,-,○,○,○,○,○,○,-
第二排座椅移动,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
第三排座椅,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座,2座
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
疲劳驾驶提示,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
电动天窗,●,●,●,●,●,●,-,-,●,-,-,●,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
气缸数(个),6,4,4,6,6,4,4,4,4,4,4,4,4,4,4,6,6,6
气缸排列形式,V,L,L,V,V,L,L,L,L,L,L,L,L,L,L,V,V,V
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),225,200,210,225,225,210,210,200,200,-,-,-,-,-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),299,186,220,299,299,220,220,186,186,186,220,186,220,186,220,299,299,299
最大扭矩转速(rpm),2750-3500,1500-4000,1500-4400,2750-3500,2750-3500,1500-4400,1500-4400,1500-4000,1500-4000,1500-4000,1500-4400,1500-4000,1500-4400,1500-4000,1500-4400,2750-3500,2750-3500,2750-3500
最大扭矩(N·m)_y,500,320,350,500,500,350,350,320,320,320,350,320,350,320,350,500,500,500
最大扭矩(N·m)_x,500,320,350,500,500,350,350,320,320,320,350,320,350,320,350,500,500,500
最大功率转速(rpm),6000,4100-6000,4500-6200,6000,6000,4500-6200,4500-6200,4100-6000,4100-6000,4100-6000,4500-6200,4100-6000,4500-6200,4100-6000,4500-6200,6000,6000,6000
最大功率(kW)_y,220,137,162,220,220,162,162,137,137,137,162,137,162,137,162,220,220,220
最大功率(kW)_x,220,137,162,220,220,162,162,137,137,137,162,137,162,137,162,220,220,220
无钥匙进入系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
方向盘加热,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2125,1945,2025,2125,2125,2025,2025,1945,1945,1945,2025,1945,2025,1945,2025,2125,2125,2125
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),2492,1984,1984,2492,2492,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,2492,2492,2492
挡位个数,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
扬声器品牌,Dynaudio丹拿,-,Dynaudio丹拿,Dynaudio丹拿,-,-,-,-,Dynaudio丹拿,-,-,-,-,Dynaudio丹拿,Dynaudio丹拿,-,Dynaudio丹拿,Dynaudio丹拿
扬声器个数,≥12喇叭,8-9喇叭,≥12喇叭,≥12喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,≥12喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,≥12喇叭,≥12喇叭,8-9喇叭,≥12喇叭,≥12喇叭
手机无线充电,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
手机互联/映射功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
感应雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
感应后备厢,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮,真皮,真皮,皮/织物混搭,皮/织物混搭,真皮,皮/织物混搭,皮/织物混搭,真皮,真皮,真皮,真皮,真皮,真皮,真皮
座位数(个),7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
并线辅助,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
工信部综合油耗(L/100km),10.1,7.5,8.8,10.1,10.1,8.8,8.8,7.5,7.5,7.5,8.8,7.5,8.8,7.5,8.8,10.1,10.1,10.1
导航路况信息显示,-,-,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●
宽度(mm),1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989
实测油耗(L/100km),-,-,8.9,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,40.29,-,-,-,-,-,38.14,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,8.3,-,-,-,-,-,9.26,-,-,-,-,-,-,-,-,-
定速巡航,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),6.9,9.3,8.3,6.9,6.9,8.3,8.3,9.3,9.3,9.3,8.3,9.3,8.3,9.3,8.3,6.9,6.9,6.9
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,全时四驱,-,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,-,-,-,全时四驱,-,全时四驱,-,全时四驱,全时四驱,全时四驱,全时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,255/50 R20,255/55 R19,255/50 R20,255/50 R20,255/55 R19,255/55 R19,245/60 R18,245/60 R18,255/50 R20,245/60 R18,245/60 R18,255/55 R19,255/55 R19,255/50 R20,255/50 R20,255/55 R19,255/50 R20,255/50 R20
后视镜记忆,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,●,●,●,●,●,-,-,●,-,-,●,●,●,●,●,●,●
后视镜加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排侧遮阳帘,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,软硬调节,-,-,软硬调节,软硬调节,-,-,-,-,-,-,-,-,-,-,软硬调节,软硬调节,软硬调节
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT)
变速箱,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,EA390,EA888,EA888,EA390,EA390,EA888,EA888,EA888,EA888,EA888,EA888,EA888,EA888,EA888,EA888,EA390,EA390,EA390
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,2.5T 299马力 V6,2.0T 186马力 L4,2.0T 220马力 L4,2.5T 299马力 V6,2.5T 299马力 V6,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 220马力 L4,2.0T 186马力 L4,2.0T 220马力 L4,2.0T 186马力 L4,2.0T 220马力 L4,2.5T 299马力 V6,2.5T 299马力 V6,2.5T 299马力 V6
压缩比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),51.89万,33.89万,42.89万,48.89万,43.89万,36.89万,32.89万,30.89万,39.89万,30.89万,32.89万,33.89万,36.89万,39.89万,42.89万,43.89万,48.89万,51.89万
厂商,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众,上汽大众
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,-,●,●,-,-,-,-,●,-,-,-,-,●,●,-,●,●
前雾灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,255/50 R20,255/55 R19,255/50 R20,255/50 R20,255/55 R19,255/55 R19,245/60 R18,245/60 R18,255/50 R20,245/60 R18,245/60 R18,255/55 R19,255/55 R19,255/50 R20,255/50 R20,255/55 R19,255/50 R20,255/50 R20
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
