Feature,62569,62570,62571,62572,62573
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里
整备质量(kg),-,-,-,-,-
摄像头数量,,,,,
接近角(°),13,13,13,13,13
换电,-,-,支持,-,-
换挡形式,,,,,
挡位个数,1,1,1,1,1
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,,,,,
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
慢充时间(小时)_y,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-
感应雨刷功能,,,,,
快充电量百分比,-,-,-,-,-
快充电量(%),-,-,-,-,-
快充时间(小时)_y,-,-,-,-,-
快充时间(小时)_x,-,-,-,-,-
快充功能,支持,支持,支持,支持,支持
座椅材质,,,,,
座位数(个),5,5,5,5,5
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
宽度(mm),1885,1885,1885,1885,1885
官方0-100km/h加速(s),6.5,6.5,6.5,4.9,4.9
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具
地图品牌,,,,,
四驱形式,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),1614,1614,1614,1614,1614
后轮胎规格,225/60 R17,235/50 R18,235/45 R19,235/45 R19,235/45 R19
后电动机最大扭矩(N·m),355,355,355,430,430
后电动机最大功率(kW),180,180,180,250,250
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后悬架类型,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),21.99万,24.59万,23.99万,25.99万,33.99万
厂商,埃安,埃安,埃安,埃安,埃安
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1620,1620,1620,1620,1620
前轮胎规格,225/60 R17,235/50 R18,235/45 R19,235/45 R19,235/45 R19
前方碰撞预警,●,●,●,●,●
前排座椅功能,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动闭合式进气格栅,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,-,-,-,-,-
上市时间,2023.07,2023.07,2023.07,2023.07,2023.07
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
CLTC纯电续航里程(km)_y,560,560,600,710,710
CLTC纯电续航里程(km)_x,560,560,600,710,710
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
