Feature,47295,47296,47297,47298,47299,47300,47301,48387,48390,48391,54239,54240,54241,56476,56477,56478,56479,56480,56481,56482
转向辅助灯,○,○,○,○,○,○,○,○,○,○,●,●,●,○,○,○,○,○,○,○
转向头灯,○,○,○,○,○,○,○,○,○,○,●,●,●,○,○,○,○,○,○,○
车顶行李架,○,-,○,-,○,-,○,○,-,○,○,-,-,○,-,○,-,○,○,-
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
车道偏离预警系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车道保持辅助系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车载空气净化器,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车载电视,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
车身结构_y,掀背车,掀背车,旅行车,掀背车,掀背车,掀背车,掀背车,掀背车,掀背车,旅行车,掀背车,掀背车,掀背车,掀背车,掀背车,旅行车,掀背车,掀背车,旅行车,掀背车
车身结构_x,5门4座掀背车,5门4座掀背车,5门5座旅行车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门5座旅行车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门4座掀背车,5门5座旅行车,5门4座掀背车,5门4座掀背车,5门5座旅行车,5门4座掀背车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,,,,,,
车型名称,Panamera 2021款 Panamera 2.9T,Panamera 2021款 Panamera 行政加长版 2.9T,Panamera 2021款 Panamera 4 Sport Turismo 2.9T,Panamera 2021款 Panamera 4 行政加长版 2.9T,Panamera 2021款 Panamera GTS 4.0T,Panamera 2021款  Panamera Turbo S 行政加长版 4.0T,Panamera 2021款 Panamera Turbo S 4.0T,Panamera 2021款 Panamera 4S 2.9T,Panamera 2021款 Panamera 4S 行政加长版 2.9T,Panamera 2021款 Panamera 4S Sport Turismo 2.9T,Panamera 2022款 Panamera 2.9T 铂金版,Panamera 2022款 Panamera 行政加长铂金版 2.9T,Panamera 2022款 Panamera 4 行政加长铂金版 2.9T,Panamera 2022款 Panamera 2.9T,Panamera 2022款 Panamera 行政加长版 2.9T,Panamera 2022款 Panamera 4 Sport Turismo 2.9T,Panamera 2022款 Panamera 4 行政加长版 2.9T,Panamera 2022款 Panamera 4S 2.9T,Panamera 2022款 Panamera 4S Sport Turismo 2.9T,Panamera 2022款 Panamera 4S 行政加长版 2.9T
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,,,,,,,,,,,,,,,,,,,
车内化妆镜,,,,,,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车侧脚踏板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
负离子发生器,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,,,,,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,,
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),495-1334,495-1483,515-1384,495-1483,495-1334,467-1455,467-1306,495-1334,495-1483,515-1384,495-1334,495-1483,495-1483,495-1334,495-1483,515-1384,495-1483,495-1334,515-1384,495-1483
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
芯片总算力,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,○,○,○,○,○,○,○,○,○,○,●,●,●,○,○,○,○,○,○,○
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车
简称,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
第二排独立座椅,●,●,-,●,●,●,●,●,●,-,●,●,●,●,●,-,●,●,-,●
第二排座椅调节,,,,,,,,,,,,,,,,,,,,
空调温度控制方式,,,,,,,,,,,,,,,,,,,,
空气悬架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池预加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动扰流板,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,,,,,,,,,,,,,
电动吸合车门,,,,,,,,,,,,,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动可调踏板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
灯光特色功能,,,,,,,,,,,,,,,,,,,,
激光雷达数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
涉水感应系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),75,75,-,75,-,-,-,75,75,-,75,75,75,75,75,-,75,75,-,75
气罐容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
气缸数(个),6,6,6,6,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6
气缸排列形式,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
毫米波雷达数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),270,269,263,267,300,315,315,295,295,289,270,269,267,270,269,263,267,295,289,295
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),330,330,330,330,480,630,630,441,441,441,330,330,330,330,330,330,330,441,441,441
最大扭矩转速(rpm),1800-5000,1800-5000,1800-5000,1800-5000,1800-4000,2300-4500,2300-4500,2000-5500,2000-5500,2000-5500,1800-5000,1800-5000,1800-5000,1800-5000,1800-5000,1800-5000,1800-5000,2000-5500,2000-5500,2000-5500
最大扭矩(N·m)_y,450,450,450,450,620,820,820,550,550,550,450,450,450,450,450,450,450,550,550,550
最大扭矩(N·m)_x,450,450,450,450,620,820,820,550,550,550,450,450,450,450,450,450,450,550,550,550
最大功率转速(rpm),5400-6400,5400-6400,5400-6400,5400-6400,6500,6000,6000,5650-6600,5650-6600,5650-6600,5400-6400,5400-6400,5400-6400,5400-6400,5400-6400,5400-6400,5400-6400,5650-6600,5650-6600,5650-6600
最大功率(kW)_y,243,243,243,243,353,463,463,324,324,324,243,243,243,243,243,243,243,324,324,324
最大功率(kW)_x,243,243,243,243,353,463,463,324,324,324,243,243,243,243,243,243,243,324,324,324
最大净功率(kW),243,243,243,243,353,463,463,324,324,324,243,243,243,243,243,243,243,324,324,324
最低荷电状态油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙进入功能,,,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
无框设计车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
方向盘位置调节,,,,,,,,,,,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整体主动转向系统,○,○,○,○,○,●,●,○,-,○,○,○,○,○,○,○,○,○,○,-
摄像头数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),2894,2894,2894,2894,3996,3996,3996,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894
挡位个数,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,,,,,,,,,,
手机无线充电功能,,,,,,,,,,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,,,,,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,,,,,,,,,,,,,
座椅布局,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座位数(个),4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,5,4
并线辅助,○,○,○,○,○,○,○,○,○,○,-,-,-,○,○,○,○,○,○,○
巡航系统,,,,,,,,,,,,,,,,,,,,
尾门玻璃独立开启,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
官方0-50km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),5.6,5.7,5.3,5.4,3.9,3.2,3.1,4.3,4.4,4.3,5.6,5.7,5.4,5.6,5.7,5.3,5.4,4.3,4.3,4.4
安全带未系提醒,,,,,,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
夜视系统,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
多层隔音玻璃,,,,,,,,,,,,,,,,,,,,
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
四驱形式,-,-,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,-,-,全时四驱,-,-,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱
后风挡遮阳帘,○,●,-,●,○,○,○,○,●,-,○,●,●,○,●,-,●,○,-,●
后雨刷,○,○,●,○,○,○,○,○,○,●,○,○,○,○,○,●,○,○,●,○
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,295/40 R19,295/40 R19,295/40 R19,295/40 R19,315/35 R20,315/30 R21,315/30 R21,295/40 R19,295/40 R19,295/40 R19,315/30 R21,315/30 R21,315/30 R21,295/40 R19,295/40 R19,295/40 R19,295/40 R19,295/40 R19,295/40 R19,295/40 R19
后排独立空调,○,●,●,●,●,●,●,○,●,-,●,●,●,○,●,●,●,○,-,●
后排液晶屏幕,,,,,,,,,,,,,,,,,,,,
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,○,●,-,●,○,●,○,○,●,-,○,●,●,○,●,-,●,○,-,●
后排座椅防下滑气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,○,●,○,●,○,●,○,○,●,○,○,●,●,○,●,○,●,○,○,●
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,
后排座椅功能,,,,,,,,,,,,,,,,,,,,
后排小桌板,-,○,-,○,-,○,-,-,○,-,-,○,○,-,○,-,○,-,-,○
后排安全带式气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,○,○,○,○,-,○,○,○,○,○,●,●,●,○,○,○,○,○,○,○
后排侧窗遮阳帘,,,,,,,,,,,,-,-,,,,,,,
后排中央安全气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,陶瓷通风盘式,陶瓷通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,,,,,,,,,,,,,
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,CSZ,CSZ,CSZ,CSZ,CVD,DTC,DTC,CSZ,CSZ,CSZ,CSZ,CSZ,CSZ,CSZ,CSZ,CSZ,CSZ,CSZ,CSZ,CSZ
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,4.0T 480马力 V8,4.0T 630马力 V8,4.0T 630马力 V8,2.9T 441马力 V6,2.9T 441马力 V6,2.9T 441马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 441马力 V6,2.9T 441马力 V6,2.9T 441马力 V6
压缩比,-,-,-,-,-,9.7,9.7,-,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),97.30万,113.80万,116.80万,120.60万,180.10万,245.80万,233.80万,133.80万,146.80万,136.80万,111.80万,120.80万,127.80万,97.30万,113.80万,116.80万,120.60万,133.80万,136.80万,146.80万
厂商,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶座垫式气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,○,●,○,●,○,●,○,○,●,○,○,●,●,○,●,○,●,○,○,●
副座椅调节方式,,,,,,,,,,,,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,265/45 R19,265/45 R19,265/45 R19,265/45 R19,275/40 R20,275/35 R21,275/35 R21,265/45 R19,265/45 R19,265/45 R19,275/35 R21,275/35 R21,275/35 R21,265/45 R19,265/45 R19,265/45 R19,265/45 R19,265/45 R19,265/45 R19,265/45 R19
前排座椅功能,,,,,,,,,,,,,,,,,,,,
前排中间气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架,双摇臂独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,陶瓷通风盘式,陶瓷通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
