Feature,61859,62335,62336,62337,62338,62339,62923,62924
触摸式阅读灯,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●
自适应远近光,●,-,-,-,-,○,-,○
自动驻车,●,●,●,●,●,●,●,●
自动泊车入位,●,-,-,-,●,●,-,●
自动头灯,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铸铁,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,7挡湿式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合
第二排座椅调节,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,
离去角(°),17,23,23,23,23,23,23,23
疲劳驾驶提示,●,●,●,●,●,●,●,●
电动座椅记忆功能,,-,,,,,,
电动后备厢,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
灯光特色功能,,-,-,-,-,,-,
温度分区控制,●,-,-,-,●,●,-,●
液晶仪表尺寸,,,,,,,,
油箱容积(L),51,51,51,51,51,51,51,51
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),230,200,200,200,200,200,200,200
最小转弯半径(m),5.55,5.35,5.35,5.35,5.35,5.35,5.35,5.35
最大马力(Ps),220,116,116,150,150,150,150,150
最大满载质量(kg),1940,1760,1780,1820,1820,1820,1820,1820
最大扭矩转速(rpm),1600-4300,2000-3500,2000-3500,1750-3000,1750-3000,1750-3000,1750-3000,1750-3000
最大扭矩(N·m)_y,350,200,200,250,250,250,250,250
最大扭矩(N·m)_x,350,200,200,250,250,250,250,250
最大功率转速(rpm),4900-6700,5000,5000,5000-6000,5000-6000,5000-6000,5000-6000,5000-6000
最大功率(kW)_y,162,85,85,110,110,110,110,110
最大功率(kW)_x,162,85,85,110,110,110,110,110
最大净功率(kW),162,85,85,110,110,110,110,110
无钥匙进入功能,,-,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘离手检测,●,-,-,-,-,●,-,●
方向盘材质,,,,,,,,
方向盘换挡,●,-,-,-,●,●,●,●
方向盘加热,●,-,○,○,-,●,-,●
方向盘位置调节,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1477,1286,1328,1360,1360,1360,1360,1360
接近角(°),11,17,17,17,15,15,17,17
排量(mL),1984,1197,1197,1395,1395,1395,1395,1395
换挡形式,,,,,,,,
挡位个数,7,7,7,7,7,7,7,7
扬声器数量,,,,,,,,
扬声器品牌名称,,-,-,-,,,-,
手机无线充电功能,,-,,,,,,
手机互联/映射,,,,,,,,
手机APP远程功能,,-,,,,,,
感应雨刷功能,,,,,,,,
座椅材质,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5
并线辅助,●,-,-,-,-,●,-,●
巡航系统,,-,,,,,,
导航路况信息显示,●,-,○,○,●,●,○,●
宽度(mm),1788,1788,1788,1788,1788,1788,1788,1788
官方0-100km/h加速(s),7.2,10.9,10.9,8.6,8.6,8.6,8.6,8.6
安全带未系提醒,,,,,,,,
天窗类型,,-,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,-,-,-,●,●,-,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1510,1510,1510,1510,1510,1510,1510,1510
后轮胎规格,225/40 R18,205/55 R16,225/45 R17,225/45 R17,225/45 R17,225/45 R17,225/45 R17,225/45 R17
后排独立空调,●,-,-,-,●,●,-,●
后排杯架,●,-,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,
后悬架类型,多连杆式独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),350,350,350,350,350,350,350,350
后制动器类型,通风盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变悬架功能,,-,-,-,-,-,-,-
可加热喷水嘴,●,-,○,○,-,○,-,-
变速箱类型,湿式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合
发动机电子防盗,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,EA888-DTJ,EA211-DLC,EA211-DLC,EA211-DLE,EA211-DLE,EA211-DLE,EA211-DLE,EA211-DLE
发动机启停技术,●,●,●,●,●,●,●,●
发动机,2.0T 220马力 L4,1.2T 116马力 L4,1.2T 116马力 L4,1.4T 150马力 L4,1.4T 150马力 L4,1.4T 150马力 L4,1.4T 150马力 L4,1.4T 150马力 L4
厂商指导价(元),22.98万,12.98万,14.28万,14.98万,16.28万,16.58万,15.37万,16.58万
厂商,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众
卫星导航系统,●,-,○,○,●,●,○,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1535,1535,1535,1535,1535,1535,1535,1535
前轮胎规格,225/40 R18,205/55 R16,225/45 R17,225/45 R17,225/45 R17,225/45 R17,225/45 R17,225/45 R17
前方碰撞预警,-,-,-,-,-,●,●,●
前排座椅功能,,-,-,-,,,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,●,●,●,●,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,-,-,-,-,●,-,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,●,-,-,-,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,主○&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-
上市时间,2023.02,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04
上坡辅助,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.80,5.86,5.93,6.01,6.01,6.01,6.01,6.01
USB/Type-C接口数量,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,-,-,-,○,-,○
ETC装置,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,-,,,,,,
