Feature,56879,57783,57784,57785,59860,59861,59862,59863,60218,60219,60220
车联网,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,
车型名称,奔驰E级(进口) 2023款 E 260 轿跑车,奔驰E级(进口) 2022款 E 260 时尚型运动版,奔驰E级(进口) 2022款 E 300 时尚型运动版,奔驰E级(进口) 2022款 E 300 豪华型运动版,奔驰E级(进口) 2023款 E 260 4MATIC 轿跑车,奔驰E级(进口) 2023款 E 300 轿跑车,奔驰E级(进口) 2023款 E 260 敞篷轿跑车,奔驰E级(进口) 2023款 E 260 4MATIC 敞篷轿跑车,奔驰E级(进口) 2023款 E 260 时尚型运动版,奔驰E级(进口) 2023款 E 300 时尚型运动版,奔驰E级(进口) 2023款 E 300 豪华型运动版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-
车内香氛装置,○,○,○,○,○,○,-,-,○,○,○
车内环境氛围灯,,,,,,,,,,,
车内化妆镜,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,○,○,○,○,○,○,-,-,○,○,○
语音识别控制系统,,,,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,●,●,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,○,○,○,●,○,●,○,○,○,○,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,
缺气保用轮胎,●,○,○,●,●,●,●,●,○,○,●
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-
离去角(°),16,16.5,16.5,16.8,16.9,16,16,16.9,16.5,16.5,16.8
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,,,,,,,,,,
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,○,○,○,●,○,●,-,-,○,○,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
灯光特色功能,,,,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,
油箱容积(L),66,66,66,66,66,66,66,66,66,66,66
气缸数(个),4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),237,227,240,240,231,250,234,230,227,240,240
最大马力(Ps),197,197,258,258,197,258,197,197,197,258,258
最大满载质量(kg),2310,2300,2360,2360,2310,2240,2265,2345,2300,2360,2360
最大扭矩转速(rpm),1650-4000,1650-4000,1800-4000,1800-4000,1650-4000,1800-4000,1650-4000,1650-4000,1650-4000,1800-4000,1800-4000
最大扭矩(N·m)_y,320,320,370,370,320,370,320,320,320,370,370
最大扭矩(N·m)_x,320,320,370,370,320,370,320,320,320,370,370
最大功率转速(rpm),6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100
最大功率(kW)_y,145,145,190,190,145,190,145,145,145,190,190
最大功率(kW)_x,145,145,190,190,145,190,145,145,145,190,190
最大净功率(kW),145,145,190,190,145,190,145,145,145,190,190
无钥匙进入功能,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
无框设计车门,●,-,-,-,●,●,●,●,-,-,-
方向盘记忆,●,●,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),1770,1725,1750,1750,1815,1770,1830,1875,1725,1750,1750
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-
接近角(°),13.6,14.2,14.2,14.5,14.6,13.6,13.6,14.6,14.2,14.2,14.5
排量(mL),1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991
换挡形式,,,,,,,,,,,
挡位个数,9,9,9,9,9,9,9,9,9,9,9
扬声器数量,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,
手机无线充电功能,,-,-,,,,,,-,-,
手机互联/映射,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,
手势控制,-,-,-,○,-,-,-,-,-,-,○
感应雨刷功能,,,,,,,,,,,
感应后备厢,○,○,○,○,○,●,○,○,○,○,●
座椅材质,,,,,,,,,,,
座位数(个),4,5,5,5,4,4,4,4,5,5,5
并线辅助,○,-,-,●,○,●,○,○,-,-,●
巡航系统,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860
官方0-50km/h加速(s),-,-,-,-,6.6,-,-,-,-,-,-
官方0-100km/h加速(s),7.9,7.5,6.5,6.5,8,-,7.9,8.2,7.5,6.5,6.5
安全带未系提醒,,,,,,,,,,,
头颈暖风系统,-,-,-,-,-,-,●,●,-,-,-
天窗类型,,,,,,,-,-,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无,无
地图品牌,,,,,,,,,,,
四驱形式,-,-,-,-,全时四驱,-,-,全时四驱,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,275/35 R19,245/45 R18 ,245/45 R18 ,275/35 R19,275/35 R19,275/35 R19,275/35 R19,275/35 R19,245/45 R18 ,245/45 R18 ,275/35 R19
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,-,-,-,,,,,-,-,-
后排小桌板,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,●,●,●,-,-,-,-,●,●,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,,,,
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,264 920,264 920,264 920,264 920,264 920,264 920,264 920,264 920,264 920,264 920,264 920
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 197马力 L4,2.0T 197马力 L4,2.0T 258马力 L4,2.0T 258马力 L4,2.0T 197马力 L4,2.0T 258马力 L4,2.0T 197马力 L4,2.0T 197马力 L4,2.0T 197马力 L4,2.0T 258马力 L4,2.0T 258马力 L4
厂商指导价(元),53.10万,44.80万,49.20万,53.10万,55.70万,60.56万,64.40万,66.40万,44.82万,49.22万,53.54万
厂商,奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口)
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,245/40 R19,245/45 R18 ,245/45 R18 ,245/40 R19,245/40 R19,245/40 R19,245/40 R19,245/40 R19,245/45 R18 ,245/45 R18 ,245/40 R19
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,,,
前悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,○,○,○,○,○,○,○,○,○,○,●
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器结构,-,-,-,-,多片离合器,-,-,多片离合器,-,-,-
上市时间,2022.09,2022.06,2022.06,2022.06,2022.09,2022.09,2022.09,2022.09,2022.10,2022.10,2022.10
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.75,7.5,7.99,7.99,8.25,7.8,8.05,8.5,7.5,7.99,7.99
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,-,-,○,○,○,○,○,-,-,○
ETC装置,○,○,○,○,○,○,○,○,○,○,○
AR实景导航,○,○,○,○,○,○,○,○,○,○,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-
