Feature,1011527,1011528,1011529,1011530,1014245,1014246,1014247,1014248
排量(mL),1370,1370,1370,1370,1370,1370,1370,1370
挡位个数,5,5,5,5,5,5,5,5
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,
座位数(个),2/4/5,5/7,2/4/5,5/7,2/5,5/7,2/5,5/7
并线辅助,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
巡航系统,-,-,-,-,-,-,-,-
宽度(mm),1600,1600,1600,1600,1600,1600,1600,1600
安全带未系提醒,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
多媒体/充电接口,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1360,1360,1360,1360,-,-,-,-
后轮胎规格,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-
发动机型号,EA14MR,EA14MR,EA14MR,EA14MR,JL473Q3,JL473Q3,JL473Q3,JL473Q3
发动机启停技术,-,-,-,-,-,-,-,-
发动机,1.4L 103马力 L4,1.4L 103马力 L4,1.4L 103马力 L4,1.4L 103马力 L4,1.4L 103马力 L4,1.4L 103马力 L4,1.4L 103马力 L4,1.4L 103马力 L4
压缩比,-,-,-,-,-,-,-,-
厂商指导价(元),4.04万,4.09万,3.89万,3.94万,4.09万,4.09万,3.89万,3.89万
厂商,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程,长安凯程
卫星导航系统,-,-,-,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,无助力,无助力
副座椅调节方式,,,,,,,,
前轮距(mm),1360,1360,1360,1360,-,-,-,-
前轮胎规格,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-,-
上市时间,2021.04,2021.04,2021.04,2021.04,2022.07,2022.07,2022.07,2022.07
上坡辅助,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,●,-,●,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-
