Feature,59219,59698
后排独立空调,●,●
后排液晶屏幕尺寸,,-
后排液晶屏幕,,-
后排杯架,●,●
后排控制多媒体,●,-
后排座椅电动放倒,●,●
后排座椅放倒形式,,
后排小桌板,-,-
后排侧隐私玻璃,●,●
后排侧窗遮阳帘,-,-
后悬架类型,五连杆独立悬架,五连杆独立悬架
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,通风盘式,通风盘式
可变转向比,-,-
可变悬架功能,,
可加热喷水嘴,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●
发动机布局,横置,横置
发动机型号,L2E15M,L2E15M
发动机启停技术,-,-
发动机,增程式 154马力,增程式 154马力
厂商指导价(元),39.98万,35.98万
厂商,理想汽车,理想汽车
卫星导航系统,●,●
助力类型,电动助力,电动助力
加热/制冷杯架,-,-
副驾驶位后排可调节按钮,●,●
副驾娱乐屏,,
副座椅调节方式,,
前轮距(mm),1725,1725
前轮胎规格,255/50 R20,255/50 R20
前电动机最大扭矩(N·m),220,220
前电动机最大功率(kW),130,130
前方碰撞预警,●,●
前排座椅功能,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动能量回收系统,●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
供油方式,直喷,直喷
低速行车警告,●,●
主座椅调节方式,,
主动降噪,-,-
主动闭合式进气格栅,●,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2022.09,2022.09
上坡辅助,●,●
WLTC综合续航(km),1100,1100
WLTC纯电续航里程(km)_y,168,168
WLTC纯电续航里程(km)_x,168,168
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,●
DOW开门预警,●,●
CLTC纯电续航里程(km)_y,210,210
CLTC纯电续航里程(km)_x,210,210
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,●,●
