Feature,61937,61938,61939
变速箱,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●
发动机布局,纵置,纵置,纵置
发动机型号,PT306,PT306,508PS
发动机启停技术,●,●,●
发动机,3.0T 480马力 L6,3.0T 480马力 L6,5.0T 598马力 V8
厂商指导价(元),216.00万,183.00万,268.00万
厂商,LUMMA Design,LUMMA Design,LUMMA Design
卫星导航系统,●,●,●
助力类型,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1706,1706,1706
前轮胎规格,275/50 R20,305/40 R22,305/35 R23
前方碰撞预警,●,●,●
前排座椅功能,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,●,●
供油方式,直喷,直喷,直喷
主座椅调节方式,,,
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中央差速器锁止功能,●,●,●
中央差速器结构,多片离合器,多片离合器,多片离合器
上市时间,2023.03,2023.03,2023.03
上坡辅助,●,●,●
USB/Type-C接口数量,,,
OTA升级,-,-,-
NEDC综合油耗(L/100km),9.6,9.6,12.8
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
ABS防抱死,●,●,●
220V/230V电源,●,●,●
