Feature,1013287,1013669,1013670,1013747
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),-,-,-,-
后轮胎规格,265/65 R17,245/70 R16,245/70 R16,265/65 R17
后电动机最大扭矩(N·m),330,360,360,330
后电动机最大功率(kW),130,100,100,130
后排车门开启方式,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅放倒形式,,,,
后排侧隐私玻璃,-,-,-,-
后排侧窗遮阳帘,-,-,-,-
后悬架类型,钢板弹簧,纵向变截面钢板弹簧非独立悬架,纵向变截面钢板弹簧非独立悬架,钢板弹簧
后座出风口,-,-,-,-
后制动器类型,盘式,鼓式,鼓式,盘式
可变转向比,-,-,-,-
可变悬架功能,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),32.88万,30.80万,31.80万,31.68万
厂商,福田汽车,福田汽车,福田汽车,福田汽车
卫星导航系统,●,-,●,-
助力类型,液压助力,电子液压助力,电子液压助力,液压助力
副座椅调节方式,,,,
前轮距(mm),-,-,-,-
前轮胎规格,265/65 R17,245/70 R16,245/70 R16,265/65 R17
前电动机最大扭矩(N·m),-,-,-,-
前电动机最大功率(kW),-,-,-,-
前排座椅功能,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂螺旋独立悬架,双叉臂螺旋独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
准拖挂车总质量(kg),-,-,-,-
内后视镜功能,,,,
全液晶仪表盘,-,-,-,-
主座椅调节方式,,,,
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副-
中控彩色屏幕,,-,,
上市时间,2022.02,2022.03,2022.03,2022.03
上坡辅助,●,-,-,-
LED日间行车灯,●,-,●,●
ISOFIX儿童座椅接口,●,-,-,-
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
