Feature,49402,50042,51396,51397,51398,52310,54563,54634,55837
每缸气门数(个),4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,190,-,190
最小离地间隙(mm),-,-,-,-,-,-,-,-,-
最大马力(Ps),218,238,218,218,238,218,150,218,150
最大扭矩转速(rpm),-,1800-4500,-,-,1800-4500,-,-,-,-
最大扭矩(N·m)_y,325,350,325,325,350,325,225,325,225
最大扭矩(N·m)_x,325,350,325,325,350,325,545,325,545
最大功率转速(rpm),-,5500,-,-,5500,-,5500,-,5500
最大功率(kW)_y,160,175,160,160,175,160,110,160,110
最大功率(kW)_x,160,175,160,160,175,160,180,160,180
最大净功率(kW),160,175,160,160,175,160,108,160,108
最低荷电状态油耗(L/100km),-,-,-,-,-,-,-,-,-
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
无框设计车门,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,五年或15万公里,四年或10万公里,五年或15万公里
整备质量(kg),1675,1780,1675,1675,1780,1675,1785,1675,1785
整体主动转向系统,-,-,-,-,-,-,-,-,-
摄像头数量,-,-,-,-,-,-,-,-,
排量(mL),1969,1969,1969,1969,1969,1969,1480,1969,1480
挡位个数,7,8,7,7,8,7,3,7,3
扬声器数量,,,,,,,,,
扬声器品牌名称,,,-,-,,-,,,
手机无线充电功能,,,-,-,-,-,,,
手机互联/映射,-,-,-,-,-,-,-,-,-
手势控制,-,-,-,-,-,-,-,-,-
慢充时间(小时),-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,
感应后备厢,●,●,●,●,●,-,●,●,●
快充电量(%),-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,
座椅布局,-,-,-,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5,5,5,5
并线辅助,●,●,-,-,-,-,-,●,●
巡航系统,,,,,,,,,
尾门玻璃独立开启,-,-,-,-,-,-,-,-,-
导航路况信息显示,●,●,●,●,●,●,●,●,●
宽度(mm),1895,1895,1895,1895,1895,1895,1895,1895,1895
实测油耗(L/100km),-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,38.41,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,6.98,-,-,-,-,-,-,-
官方0-50km/h加速(s),-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),7.9,7.7,7.9,7.9,7.7,7.9,7.9,7.9,7.9
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-,-,-,-
多层隔音玻璃,,,-,,,-,,,
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,适时四驱,-,-,适时四驱,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●
后轮距(mm),1610,1610,1610,1610,1610,1610,1610,1610,1610
后轮胎规格,245/45 R20,245/45 R20,235/55 R18,235/50 R19,235/50 R19,235/55 R18,235/50 R19,245/45 R20,235/50 R19
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-
后排独立空调,●,●,-,-,-,-,-,●,●
后排液晶屏幕,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,
后排座椅功能,-,-,-,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,-,-,-,-,-,●,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-
变速箱类型,湿式双离合变速箱(DCT),手自一体变速箱(AT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手自一体变速箱(AT),湿式双离合变速箱(DCT),混合动力专用变速箱(DHT),湿式双离合变速箱(DCT),混合动力专用变速箱(DHT)
变速箱,7挡湿式双离合,8挡手自一体,7挡湿式双离合,7挡湿式双离合,8挡手自一体,7挡湿式双离合,3挡DHT,7挡湿式双离合,3挡DHT
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,JLH-4G20TDJ,JLH-4G20TDB,JLH-4G20TDJ,JLH-4G20TDJ,JLH-4G20TDB,JLH-4G20TDJ,DHE15-ESZ,JLH-4G20TDJ,DHE15-ESZ
发动机启停技术,●,●,●,●,●,●,-,●,-
发动机,2.0T 218马力 L4,2.0T 238马力 L4,2.0T 218马力 L4,2.0T 218马力 L4,2.0T 238马力 L4,2.0T 218马力 L4,1.5T 150马力 L3,2.0T 218马力 L4,1.5T 150马力 L3
压缩比,-,-,-,-,-,-,13,-,13
厂商指导价(元),16.52万,18.52万,14.52万,15.52万,17.52万,13.72万,17.17万,16.32万,18.37万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-
副驾驶座垫式气囊,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1610,1610,1610,1610,1610,1610,1610,1610,1610
前轮胎规格,245/45 R20,245/45 R20,235/55 R18,235/50 R19,235/50 R19,235/55 R18,235/50 R19,245/45 R20,235/50 R19
前电动机最大扭矩(N·m),-,-,-,-,-,-,320,-,320
前电动机最大功率(kW),-,-,-,-,-,-,100,-,100
前排座椅功能,,,-,,,-,,,
前排中间气囊,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,○,○,-,-,-,-,-,○,-
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,-,-,-,-,-,●,●
侧滑门形式,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,
主动降噪,●,●,-,-,●,-,○,●,●
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,-,●,●,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
中央差速器锁止功能,-,-,-,-,-,-,-,-,-
中央差速器结构,-,多片离合器,-,-,多片离合器,-,-,-,-
上市时间,2021.07,2021.07,2021.07,2021.07,2021.07,2021.07,2022.03,2021.11,2022.03
上坡辅助,●,●,●,●,●,●,●,●,●
WLTP纯电续航里程(km),-,-,-,-,-,-,-,-,-
WLTC综合油耗(L/100km),-,-,-,-,-,-,4.79,-,4.79
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),6.8,7.8,6.8,6.8,7.8,6.8,4.3,6.8,4.3
NEDC纯电续航里程(km),-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,●,-,-,-,-,-,-,●
EPA纯电续航里程(km),-,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km),-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-
