Feature,27252,27812,27813,33853,34198,34199,34200,34201,34334,34532,35378,35379,35380
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车
系统综合扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,-,-,-,-,-,158,158,158,158
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,●,●,●,●,-,●,●,●,-,●,-,●,●
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,●,-,-,●,●,-,●,●,●,●
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-
电池组质保,10年或20万公里,10年或20万公里,10年或20万公里,-,-,-,-,-,-,10年或20万公里,10年或20万公里,10年或20万公里,10年或20万公里
电池类型,-,-,-,-,-,-,-,-,-,锂离子电池,锂离子电池,锂离子电池,锂离子电池
电池容量(kWh),-,-,-,-,-,-,-,-,-,-,-,-,-
电机类型,-,-,-,-,-,-,-,-,-,-,-,-,-
电机布局,-,-,-,-,-,-,-,-,-,-,-,-,-
电动机总扭矩(N·m),315,315,315,-,-,-,-,-,-,315,315,315,315
电动机总功率(kW),135,135,135,-,-,-,-,-,-,135,135,135,135
电动座椅记忆,●,-,-,-,-,-,-,-,-,●,-,-,●
电动天窗,●,●,●,●,●,●,●,●,-,●,-,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,油电混合,油电混合,油电混合,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),60,60,60,56,56,56,56,56,56,48.5,48.5,48.5,48.5
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,190,190,190,190,190,190,-,-,-,-
最小离地间隙(mm),95,95,95,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),146,146,146,194,177,194,194,194,177,146,146,146,146
最大扭矩转速(rpm),4000,4000,4000,1600-5000,1500-3000,1600-5000,1600-5000,1600-5000,1500-3000,3500,3500,3500,3500
最大扭矩(N·m)_y,175,175,175,260,230,260,260,260,230,175,175,175,175
最大扭矩(N·m)_x,-,-,-,260,230,260,260,260,230,-,-,-,-
最大功率转速(rpm),6200,6200,6200,5500,6000,5500,5500,5500,6000,6200,6200,6200,6200
最大功率(kW)_y,107,107,107,143,130,143,143,143,130,107,107,107,107
最大功率(kW)_x,-,-,-,143,130,143,143,143,130,158,158,158,158
无钥匙进入系统,●,●,●,●,-,-,-,●,-,●,-,●,●
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1677,1640,1667,1519,1475,1485,1493,1511,1437,1619,1544,1570,1611
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1993,1993,1993,1498,1498,1498,1498,1498,1498,1993,1993,1993,1993
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器品牌,-,-,-,-,-,-,-,-,-,-,-,-,-
扬声器个数,6-7喇叭,6-7喇叭,6-7喇叭,8-9喇叭,4-5喇叭,4-5喇叭,4-5喇叭,8-9喇叭,4-5喇叭,8-9喇叭,4-5喇叭,4-5喇叭,8-9喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,●,-,●,●,-,-,-,●,-,●,-,-,●
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷,●,-,●,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,真皮,真皮,真皮,仿皮+真皮,仿皮,仿皮,仿皮,仿皮,织物,仿皮+真皮,织物,仿皮,仿皮
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,●,-,●,●,-,-,-,●,-,●,-,-,●
工信部综合油耗(L/100km),4.4,4.2,4.4,6,6.4,6,6,6,6.6,4.2,4,4,4.2
工信部续航里程(km),-,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,●,-,-,-,-,-,●,-,-,-
宽度(mm),1845,1845,1845,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862
实测油耗(L/100km),-,-,-,-,-,-,7.07,-,-,5.5,-,-,-
实测100-0km/h制动(m),-,-,-,40.29,-,-,38.73,-,-,37.07,-,-,-
实测0-100km/h加速(s),-,-,-,8.48,-,-,8.8,-,-,7.55,-,-,-
定速巡航,●,●,●,●,-,●,●,●,-,●,●,●,●
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB+HDMI,USB+AUX,USB+HDMI,USB,USB,USB,USB,USB,USB,USB+HDMI,USB+HDMI,USB+HDMI,USB+HDMI
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,●,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1585,1580,1585,1610,1610,1610,1610,1610,1610,1603,1610,1610,1603
后轮胎规格,235/45 R18,225/50 R17,235/45 R18,225/50 R17,225/50 R17,225/50 R17,225/50 R17,225/50 R17,215/60 R16,235/45 R18,225/50 R17,225/50 R17,235/45 R18
后视镜记忆,-,-,-,-,-,-,-,-,-,●,-,-,●
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,●,●,●,●,●,●,●,-,●,●,●,●
后视镜加热,●,●,●,●,●,●,●,●,-,●,●,●,●
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,-,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,-,-,-,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,●,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
后座出风口,●,●,●,●,●,●,●,●,-,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,●,●,●,●,●,●,●,●,●,●
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,i-VTEC,i-VTEC,i-VTEC,VTEC,VTEC,VTEC,VTEC,VTEC,VTEC,i-VTEC,i-VTEC,i-VTEC,i-VTEC
发动机型号,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机启停技术,-,-,-,●,-,●,●,●,-,-,-,-,-
发动机,2.0L 146马力 L4,2.0L 146马力 L4,2.0L 146马力 L4,1.5T 194马力 L4,1.5T 177马力 L4,1.5T 194马力 L4,1.5T 194马力 L4,1.5T 194马力 L4,1.5T 177马力 L4,2.0L 146马力 L4,2.0L 146马力 L4,2.0L 146马力 L4,2.0L 146马力 L4
压缩比,13,13,13,10.3,10.3,10.3,10.3,10.3,10.3,13.5,13.5,13.5,13.5
厂商指导价(元),27.98万,23.98万,25.98万,22.98万,17.98万,18.98万,19.98万,20.98万,16.98万,25.98万,19.98万,21.98万,23.68万
厂商,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,●,-,●,●
前雾灯,●,●,●,●,●,●,●,●,●,●,-,●,●
前轮距(mm),1585,1585,1585,1600,1600,1600,1600,1600,1600,1591,1600,1600,1591
前轮胎规格,235/45 R18,225/50 R17,235/45 R18,225/50 R17,225/50 R17,225/50 R17,225/50 R17,225/50 R17,215/60 R16,235/45 R18,225/50 R17,225/50 R17,235/45 R18
前电动机最大扭矩(N·m),315,315,315,-,-,-,-,-,-,315,315,315,315
前电动机最大功率(kW),135,135,135,-,-,-,-,-,-,135,135,135,135
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,-,-,-,-,-,前●&nbsp;/&nbsp;后-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外-,-,内●&nbsp;/&nbsp;外-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,●,-,-,-,-,-,●,-,-,-
全景天窗,-,-,-,●,-,-,-,●,-,●,-,-,●
倒车视频影像,●,●,●,●,-,●,●,●,-,●,-,●,●
侧滑门,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,●,●,●,●,●,-,●,●,●,●
主动刹车/主动安全系统,●,-,-,●,-,-,●,-,-,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,7英寸+7.7英寸,8英寸,7英寸+7.7英寸,8英寸,7英寸,7英寸,7英寸,8英寸,-,8英寸,7英寸,7英寸,8英寸
中控台彩色大屏,●,●,●,●,●,●,●,●,-,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2016.09,2016.09,2016.09,2018.04,2018.04,2018.04,2018.04,2018.04,2018.04,2018.08,2018.08,2018.08,2018.08
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,●,-,-,-
GPS导航系统,-,-,-,●,-,-,-,-,-,●,-,-,-
CD/DVD,单碟CD,单碟CD,单碟CD,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-
