Feature,33156,33157,33158,33159,33160,33161,33162,33163,37295,37370,37371
前/后排座椅加热,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,内●&nbsp;/&nbsp;外-,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,●,●,-,-,●,●,●
倒车视频影像,-,-,●,●,●,●,●,●,●,●,-
侧滑门,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,●,-,●,●,●,●,●,●
主动刹车/主动安全系统,-,-,-,-,-,●,-,●,●,-,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,7英寸,7英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸
中控台彩色大屏,●,●,●,●,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-
上市时间,2017.12,2017.12,2017.12,2017.12,2017.12,2017.12,2017.12,2017.12,2018.12,2018.12,2018.12
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,●,-,●,●,-,-
CD/DVD,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-
