Feature,58512,58980,59786,59787,59788,59789,59790,59791,59792,59793,59794
车型名称,狮铂拓界 2023款 2.0T 四驱旗舰版,狮铂拓界 2023款 2.0L HEV 两驱旗舰版,狮铂拓界 2023款 1.5T 两驱豪华版,狮铂拓界 2023款 1.5T 两驱尊贵版,狮铂拓界 2023款 2.0T 两驱豪华版,狮铂拓界 2023款 2.0T 两驱尊贵版,狮铂拓界 2023款 2.0L HEV 两驱豪华版,狮铂拓界 2023款 2.0L HEV 两驱尊贵版,狮铂拓界 2023款 2.0T 四驱豪华版,狮铂拓界 2023款 2.0T 四驱尊贵版,狮铂拓界 2023款 2.0T 两驱旗舰版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,,-,-,-,-,-,-,-,-,
车内化妆镜,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,-,,-,,-,,-,,
行车电脑显示屏幕,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●
能量回收系统,-,●,-,-,-,-,●,●,-,-,-
能源类型,汽油,油电混合,汽油,汽油,汽油,汽油,油电混合,油电混合,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),-,350,-,-,-,-,350,350,-,-,-
系统综合功率(kW),-,147,-,-,-,-,147,147,-,-,-
系统综合功率(Ps),-,200,-,-,-,-,200,200,-,-,-
简称,8挡手自一体,6挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,6挡手自一体,6挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排座椅调节,,,,,,,,,,,
第二排座椅功能,,,-,-,-,,-,,-,,
空调温度控制方式,,,,,,,,,,,
离去角(°),25,25,25,25,25,25,25,25,25,25,25
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●
电芯品牌,-,捷威,-,-,-,-,捷威,捷威,-,-,-
电池能量(kWh),-,-,-,-,-,-,-,-,-,-,-
电池组质保,-,十年或20万公里,-,-,-,-,十年或20万公里,十年或20万公里,-,-,-
电池类型,-,三元锂电池,-,-,-,-,三元锂电池,三元锂电池,-,-,-
电机类型,-,永磁/同步,-,-,-,-,永磁/同步,永磁/同步,-,-,-
电机布局,-,前置,-,-,-,-,前置,前置,-,-,-
电动机总扭矩(N·m),-,264,-,-,-,-,264,264,-,-,-
电动机总功率(kW),-,44.2,-,-,-,-,44.2,44.2,-,-,-
电动机总功率(Ps),-,60.1,-,-,-,-,60.1,60.1,-,-,-
电动机(Ps),-,60,-,-,-,-,60,60,-,-,-
电动座椅记忆功能,,,-,-,-,,-,,-,,
电动后备厢位置记忆,●,●,-,-,-,-,-,-,-,-,●
电动后备厢,●,●,-,-,-,-,-,-,-,-,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,油电混合,汽油,汽油,汽油,汽油,油电混合,油电混合,汽油,汽油,汽油
满载最小离地间隙(mm),156,165,156,156,156,156,165,165,156,156,156
温度分区控制,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,
油箱容积(L),54,52,54,54,54,54,52,52,54,54,54
气缸数(个),4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),210,160,205,205,210,210,160,160,210,210,210
最小转弯半径(m),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
最大马力(Ps),236,150,200,200,236,236,150,150,236,236,236
最大满载质量(kg),2185,2080,2010,2010,2100,2100,2080,2080,2185,2185,2100
最大扭矩转速(rpm),1500-4000,5000,2200-4000,2200-4000,1500-4000,1500-4000,5000,5000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,353,186,253,253,353,353,186,186,353,353,353
最大扭矩(N·m)_x,353,350,253,253,353,353,350,350,353,353,353
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
最大功率(kW)_y,173.6,110,147,147,173.6,173.6,110,110,173.6,173.6,173.6
最大功率(kW)_x,173.6,147,147,147,173.6,173.6,147,147,173.6,173.6,173.6
最大净功率(kW),173.6,110,147,147,173.6,173.6,110,110,173.6,173.6,173.6
无钥匙进入功能,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,
整备质量(kg),1724,1622,1530,1568,1590,1637,1622,1622,1724,1724,1637
接近角(°),18,18,18,18,18,18,18,18,18,18,18
排量(mL),1975,1999,1497,1497,1975,1975,1999,1999,1975,1975,1975
换挡形式,,,,,,,,,,,
挡位个数,8,6,8,8,8,8,6,6,8,8,8
扬声器数量,,,,,,,,,,,
扬声器品牌名称,,,-,-,-,-,-,-,-,-,
手机无线充电功能,,,-,,-,,-,,-,,
手机互联/映射,,,,,,,,,,,
手机APP远程功能,,,-,,-,,-,,-,,
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,●,●,-,-,-,-,-,-,-,-,●
快充电量(%),-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5
并线辅助,●,●,-,○,-,○,-,○,-,○,●
巡航系统,,,,,,,,,,,
屏幕分辨率,,,,,,,,,,,
导航路况信息显示,●,●,-,●,-,●,-,●,-,●,●
宽度(mm),1865,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,,,-,,-,,-,,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,,,,
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,非全尺寸,无,非全尺寸,非全尺寸,非全尺寸,非全尺寸,无,无,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,-,,-,,-,,-,,
四驱形式,适时四驱,-,-,-,-,-,-,-,适时四驱,适时四驱,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1622,1622,1622,1622,1622,1622,1627,1622,1622,1622,1622
后轮胎规格,235/55 R19,235/60 R18,235/60 R18,235/60 R18,235/60 R18,235/55 R19,235/65 R17,235/60 R18,235/60 R18,235/55 R19,235/55 R19
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),545,545,545,545,545,545,545,545,545,545,545
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,6挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,6挡手自一体,6挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,G4NN,G4NR,G4FS,G4FS,G4NN,G4NN,G4NR,G4NR,G4NN,G4NN,G4NN
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 236马力 L4,2.0L 150马力 L4,1.5T 200马力 L4,1.5T 200马力 L4,2.0T 236马力 L4,2.0T 236马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,2.0T 236马力 L4,2.0T 236马力 L4,2.0T 236马力 L4
厂商指导价(元),23.48万,23.78万,17.98万,18.98万,19.08万,19.98万,20.58万,21.48万,20.28万,21.18万,22.28万
厂商,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚,悦达起亚
卫星导航系统,●,●,-,●,-,●,-,●,-,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,●,-,-,-,○,-,○,-,○,●
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1615,1615,1615,1615,1615,1615,1620,1615,1615,1615,1615
前轮胎规格,235/55 R19,235/60 R18,235/60 R18,235/60 R18,235/60 R18,235/55 R19,235/65 R17,235/60 R18,235/60 R18,235/55 R19,235/55 R19
前电动机最大扭矩(N·m),-,264,-,-,-,-,264,264,-,-,-
前电动机最大功率(kW),-,44.2,-,-,-,-,44.2,44.2,-,-,-
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,,-,-,-,,-,,-,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,-,○,-,○,-,○,-,○,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,-,●,-,-,-,-,●,●,-,-,-
主座椅调节方式,,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器结构,多片离合器,-,-,-,-,-,-,-,多片离合器,多片离合器,-
上市时间,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11,2022.11
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),8.03,5.6,7,7,7.45,7.54,5.6,5.6,8.03,8.03,7.54
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,●,●,-,●,-,●,-,●,-,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○,○,○,○,○,○
DOW开门预警,●,●,-,○,-,○,-,○,-,○,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,-,,-,,-,,-,,
