Feature,46932,46933,53415,53416,53417,53418,53419,58646,58720,58739,58746,59243,59244,60106,60107
轮圈材质,,,,,,,,,,,,,,,
转向辅助灯,●,●,-,●,-,●,●,-,-,●,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道偏离预警系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门5座SUV,5门7座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门7座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门7座SUV
车身稳定控制(ESC/ESP/DSC等),-,●,-,●,●,●,●,-,●,●,●,●,●,●,●
车联网,-,●,-,-,-,-,-,-,●,-,●,-,●,-,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,
车型名称,风行T5 2021款 1.5T 自动舒适型,风行T5 2021款 1.5T 自动豪华型,风行T5 2022款 盛世款 1.6L 手动筑梦版五座,风行T5 2022款 盛世款 1.6L 手动追梦版五座,风行T5 2022款 盛世款 1.8T 手动圆梦版七座,风行T5 2022款 盛世款 1.5T 自动远梦版五座,风行T5 2022款 盛世款 1.5T 自动远梦版七座,风行T5 2022款 盛世款 1.5T 自动逐梦版五座,风行T5 2022款 马赫版 1.5T DCT燃擎款五座,风行T5 2022款 盛世款 1.5T 自动大客户专享版七座,风行T5 2022款 马赫版 1.5T DCT劲擎款七座,风行T5 2022款 马赫版 1.5T DCT激擎款五座,风行T5 2022款 马赫版 1.5T DCT劲擎款五座,风行T5 2022款 马赫版 1.5T DCT激擎款七座,风行T5 2022款 马赫版 1.5T DCT燃擎款七座
车前雾灯,,,-,,-,,,-,-,,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,,-,,-,-
车内化妆镜,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,●,-,●,-,●,-,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
语音识别控制系统,-,,-,-,-,-,-,-,,-,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,
行程(mm),82,82,90,90,85,82,82,82,-,82,-,-,-,-,-
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,○,○,○,○,○,○,●,●,●,○,●,○,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,●,-,-,-,●,●,-,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,-,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),75.5,75.5,75,75,82,75.5,75.5,75.5,-,75.5,-,-,-,-,-
缸体材料,铸铁,铸铁,铝合金,铝合金,铝合金,铸铁,铸铁,铸铁,铝合金,铸铁,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,6挡手自一体,6挡手自一体,5挡手动,5挡手动,6挡手动,6挡手自一体,6挡手自一体,6挡手自一体,7挡湿式双离合,6挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,,-,,-,-,,,-,-,,
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),28,28,22,22,20,22,22,22,22,22,22,22,22,22,22
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,○,○,○,-,○,○,●,-,●,-,○
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,●,-,●,●,●,●,-,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),195,195,195,195,205,195,195,195,195,195,195,195,195,195,195
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,,-,-,-,-,-,-,,-,,-,,-,
油箱容积(L),45,55,45,45,55,55,55,45,55,55,55,55,55,55,55
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),160,160,160,160,175,160,160,160,180,160,180,180,180,180,180
最大马力(Ps),156,156,122,122,165,156,156,156,190,156,190,190,190,190,190
最大满载质量(kg),1855,1920,1770,1770,2160,1965,2190,-,1960,2190,2160,1960,1960,2160,2160
最大扭矩转速(rpm),1750-4600,1750-4600,4000,4000,1500-4000,1750-4600,1750-4600,1750-4600,2000-4000,1750-4600,2000-4000,2000-4000,2000-4000,2000-4000,2000-4000
最大扭矩(N·m)_y,230,230,151,151,260,230,230,230,300,230,300,300,300,300,300
最大扭矩(N·m)_x,230,230,151,151,260,230,230,230,300,230,300,300,300,300,300
最大功率转速(rpm),5000,5000,6000,6000,5000,5000,5000,5000,5200,5000,5200,5200,5200,5200,5200
最大功率(kW)_y,115,115,90,90,121,115,115,115,140,115,140,140,140,140,140
最大功率(kW)_x,115,115,90,90,121,115,115,115,140,115,140,140,140,140,140
最大净功率(kW),106,106,80,80,118,106,106,106,140,106,140,140,140,140,140
无钥匙进入功能,-,,-,-,,,,-,,,,,,,
无钥匙启动系统,-,●,-,-,●,●,●,-,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,
整车质保,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里
整备质量(kg),1480,1545,1395,1395,1635,1665,1665,1280,1585,1665,1635,1585,1585,1635,1635
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
接近角(°),21,21,17,17,19,19,19,17,19,19,19,19,19,19,19
排量(mL),1468,1468,1590,1590,1796,1468,1468,1468,1476,1468,1476,1476,1476,1476,1476
换挡形式,,,,,,,,,,,,,,,
挡位个数,6,6,5,5,6,6,6,6,7,6,7,7,7,7,7
扬声器数量,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,
座椅布局,-,-,-,-,,-,,-,-,,,-,-,,
座位数(个),5,5,5,5,7,5,7,5,5,7,7,5,5,7,7
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,,-,-,-,,,-,,,,,,,
导航路况信息显示,-,●,○,○,○,○,○,○,●,●,●,○,●,○,●
宽度(mm),1820,1820,1825,1825,1872,1872,1872,1825,1872,1872,1872,1872,1872,1872,1872
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,9.88,-,9.88,9.88,9.88,9.88,9.88
安全带未系提醒,,,,,,,,,,,,,,,
天窗类型,,,-,,,,,-,,,,-,,-,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,
多功能方向盘,-,●,-,●,-,●,●,-,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,仅补胎工具,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
地图品牌,-,-,,,,,,,-,,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,-,●,●,●,●,-,●,●,●,●,●,●,●
后轮距(mm),1545,1545,1545,1545,1575,1575,1575,1545,1575,1575,1575,1575,1575,1575,1575
后轮胎规格,215/65 R16,215/55 R18,215/65 R16,215/60 R17,225/60 R18,215/55 R18,215/55 R18,215/65 R16,225/55 R19,215/55 R18,225/55 R19,225/60 R18,225/55 R19,225/60 R18,225/55 R19
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,●,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,多连杆式独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,扭力梁式非独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,-,●,-,●,●,●,●,-,●,●,●,●,●,●,●
后备厢容积(L),515,515,515,515,240-1600,240-1600,240-1600,515,240-1600,240-1600,240-1600,240-1600,240-1600,240-1600,240-1600
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),湿式双离合变速箱(DCT),手自一体变速箱(AT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,6挡手自一体,6挡手自一体,5挡手动,5挡手动,6挡手动,6挡手自一体,6挡手自一体,6挡手自一体,7挡湿式双离合,6挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,MIVEC,MIVEC,MIVEC,MIVEC,DVVT,MIVEC,MIVEC,MIVEC,-,MIVEC,-,-,-,-,-
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,4J15T,4J15T,4A92,4A92,DFMB18TQA,4J15T,4J15T,4J15T,DFMC15TP1,4J15T,DFMC15TP1,DFMC15TP1,DFMC15TP1,DFMC15TP1,DFMC15TP1
发动机启停技术,-,-,-,-,-,-,-,-,●,-,●,●,●,●,●
发动机,1.5T 156马力 L4,1.5T 156马力 L4,1.6L 122马力 L4,1.6L 122马力 L4,1.8T 165马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 190马力 L4,1.5T 156马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,1.5T 190马力 L4,1.5T 190马力 L4
压缩比,9,9,10.5,10.5,11,9,9,9,10.5,9,10.5,10.5,10.5,10.5,10.5
厂商指导价(元),8.99万,9.99万,6.89万,7.89万,8.89万,9.79万,9.99万,8.99万,10.99万,12.30万,12.29万,9.99万,11.99万,10.29万,11.29万
厂商,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行
卫星导航系统,-,●,○,○,○,○,○,○,●,●,●,○,●,○,●
助力类型,电动助力,电动助力,机械液压助力,机械液压助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),1540,1540,1540,1540,1575,1575,1575,1540,1575,1575,1575,1575,1575,1575,1575
前轮胎规格,215/65 R16,215/55 R18,215/65 R16,215/60 R17,225/60 R18,215/55 R18,215/55 R18,215/65 R16,225/55 R19,215/55 R18,225/55 R19,225/60 R18,225/55 R19,225/60 R18,225/55 R19
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),-,●,-,●,●,●,●,-,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,多点电喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,
上市时间,2020.08,2020.08,2021.09,2021.09,2021.09,2021.09,2021.09,2022.08,2022.09,2022.08,2022.10,2022.09,2022.09,2022.10,2022.10
上坡辅助,-,●,-,●,●,●,●,-,●,●,●,●,●,●,●
Wi-Fi热点,-,●,-,-,-,-,-,-,●,-,●,-,●,-,●
WLTC综合油耗(L/100km),-,-,7.1,7.1,8,-,-,-,6.9,-,7.2,6.9,6.9,7.2,7.2
USB/Type-C接口数量,,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),7.8,7.8,7,7,7.5,7.8,7.8,7.8,-,7.8,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,,-,-,-,-,-,-,,-,,-,,-,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
