Feature,53200,55142,55143,56161,57578,57611
前备厢容积(L),-,-,-,-,80,80
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,-,-
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动降噪,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,●,●
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
中央差速器结构,-,-,-,-,-,-
上市时间,2022.02,2022.02,2022.02,2022.03,2022.09,2022.09
上坡辅助,●,●,●,●,●,●
WLTC综合油耗(L/100km),0.8,0.81,0.89,0.89,-,-
WLTC纯电续航里程(km)_y,150,150,150,150,-,-
WLTC纯电续航里程(km)_x,150,150,150,150,-,-
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,○,○,●,○,●,●
DOW开门预警,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,-,-,-,-,620,552
CLTC纯电续航里程(km)_x,-,-,-,-,620,552
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
220V/230V电源,●,●,●,●,-,-
