Feature,25783,29872,29873,29874,29875,31395,35207
第二排座椅移动,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,●,-,●,●,●,●,●
皮质方向盘,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-
电动座椅记忆,●,●,●,●,●,●,●
电动天窗,●,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-
电动后备厢,●,●,●,●,●,●,●
环保标准,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,0号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,柴油,汽油
温度分区控制,●,●,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-
油箱容积(L),94,94,94,94,94,94,94
气缸数(个),6,6,6,6,6,6,6
气缸排列形式,V,V,V,V,V,V,V
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-
最小离地间隙(mm),220,207,207,207,207,207,207
最大马力(Ps),286,234,234,286,286,243,286
最大扭矩转速(rpm),4300,4400,4400,4300,4300,2000,4300
最大扭矩(N·m)_y,347,285,285,347,347,570,347
最大扭矩(N·m)_x,347,285,285,347,347,570,347
最大功率转速(rpm),6350,6350,6350,6350,6350,3600,6350
最大功率(kW)_y,210,172,172,210,210,179,210
最大功率(kW)_x,210,172,172,210,210,179,210
无钥匙进入系统,●,●,●,●,●,●,●
无钥匙启动系统,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,●,●,●,●,●,●,●
方向盘电动调节,●,●,●,●,●,●,●
方向盘换挡,●,●,●,●,●,●,●
方向盘加热,●,●,●,●,●,●,●
整车质保,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里
整备质量(kg),2304,2291,2291,2304,2304,2399,2304
整体主动转向系统,-,-,-,-,-,-,-
排量(mL),3604,2985,2985,3604,3604,2987,3604
挡位个数,8,8,8,8,8,8,8
扬声器品牌,harman/kardon哈曼卡顿,-,-,-,-,-,ALPINE阿尔派
扬声器个数,≥12喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭
手机无线充电,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-,-,-
感应雨刷,●,●,●,●,●,●,●
感应后备厢,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮,真皮,真皮,真皮
座位数(个),5,5,5,5,5,5,5
并线辅助,●,-,-,-,●,-,-
工信部综合油耗(L/100km),10,9.8,9.8,10,10,8.5,10
工信部纯电续航里程(km),-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-
宽度(mm),1943,1943,1943,1943,1943,1973,1943
实测油耗(L/100km),-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-
定速巡航,●,●,●,●,●,●,●
官方0-100km/h加速(s),8.3,10.1,10.1,8.3,8.3,8.2,-
安全带未系提示,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●
大灯清洗装置,●,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●
外接音源接口,USB+AUX+存储卡插槽(选装HDMI),USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱
后风挡遮阳帘,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●
后轮距(mm),1634,1634,1634,1634,1634,1634,1634
后轮胎规格,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/50 R20 ,265/60 R18 ,265/60 R18 
后视镜记忆,●,●,●,●,●,●,●
后视镜电动调节,●,●,●,●,●,●,●
后视镜电动折叠,●,●,●,●,●,●,●
后视镜加热,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,限滑差速器,限滑差速器
后排独立空调,-,-,-,-,-,-,-
后排液晶屏,○,-,-,-,-,○,-
后排杯架,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,●,●,●,●,●,●,●
后排侧遮阳帘,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架+横向稳定杆,多连杆式独立悬架+横向稳定杆,多连杆式独立悬架+横向稳定杆,多连杆式独立悬架+横向稳定杆,多连杆式独立悬架+横向稳定杆,多连杆式独立悬架+横向稳定杆,多连杆式独立悬架+横向稳定杆
后座出风口,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-,-,-
可变悬架,软硬+高低调节,-,高低调节,高低调节,高低调节,高低调节,高低调节
可加热/制冷杯架,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●
发动机特有技术,VVT,-,-,VVT,VVT,-,VVT
发动机型号,-,-,-,-,-,-,-
发动机启停技术,●,●,●,●,●,-,●
发动机,3.6L 286马力 V6,3.0L 234马力 V6,3.0L 234马力 V6,3.6L 286马力 V6,3.6L 286马力 V6,3.0T 243马力 V6,3.6L 286马力 V6
压缩比,11.3,10.2,10.2,11.3,11.3,16.5,11.3
厂商指导价(元),71.49万,52.99万,55.99万,59.49万,64.99万,64.99万,64.99万
厂商,Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口)
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●
前轮距(mm),1628,1628,1628,1628,1628,1628,1628
前轮胎规格,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/50 R20,265/60 R18 ,265/60 R18 
前桥限滑差速器/差速锁,-,-,-,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排座椅按摩,-,-,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●
全液晶仪表盘,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-
全景天窗,●,●,●,●,●,●,●
倒车视频影像,●,●,●,●,●,●,●
侧滑门,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,直喷,多点电喷
主动降噪,-,-,-,-,-,-,●
主动刹车/主动安全系统,●,-,-,-,●,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-
中控台彩色大屏尺寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸,8.4英寸
中控台彩色大屏,●,●,●,●,●,●,●
中央差速器锁止功能,●,●,●,●,●,●,●
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2017.03,2017.03,2017.03,2017.03,2017.03,2017.08,2018.07
上坡辅助,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-
GPS导航系统,●,●,●,●,●,●,●
CD/DVD,单碟CD,单碟CD,单碟CD,单碟CD,单碟CD,单碟CD,单碟CD
ABS防抱死,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-
